"","non","C","A","G","X","X1","X2","X3","node"
"263",0,1,9.09346581690534e-18,9.09346590996221e-18,2.24697580810487e-22,2.24697580868372e-22,6.93998602619e-32,1.01296492130515e-43,263
"264",0,1,4.78717186431106e-18,4.78717381034755e-18,7.88076567690536e-23,7.88076575755224e-23,7.37959390364722e-32,1.24512953106364e-44,264
"265",0,1,3.37608660435073e-18,3.37608663889949e-18,3.50235986169332e-23,3.50235986259558e-23,2.82566079050109e-32,2.46249261440416e-45,265
"266",0,1,4.39132462414802e-18,4.39132462527928e-18,1.20912325811311e-22,1.20912325812095e-22,2.60140692358696e-32,2.9335371406048e-44,266
"267",0,1,4.83684166879254e-19,4.83994421580509e-19,2.70930434159713e-24,2.7093480920276e-24,1.76844731489918e-33,1.47146902902225e-47,267
"268",0,1,8.94074876601979e-18,8.94089314311846e-18,6.22215305558646e-23,6.22215558496016e-23,6.76041273642221e-32,7.76407879229181e-45,268
"269",0,1,5.75463952572996e-18,5.75464186505238e-18,1.10037969674998e-22,1.1003797080106e-22,9.7588369793056e-32,2.42684739654449e-44,269
"270",0,1,3.81512209414289e-18,3.81512213318447e-18,5.61280655242074e-23,5.61280655386667e-23,4.18745783432162e-32,6.32180388805687e-45,270
"271",0,1,4.66169386296438e-18,4.66169386416529e-18,1.54735327068239e-22,1.54735327069242e-22,3.43357419852637e-32,4.80454158268789e-44,271
"272",0,1,6.54882258412662e-19,6.54892833589631e-19,2.05473463585239e-23,2.0547354711241e-23,3.72634320153903e-33,8.46197250141542e-46,272
"273",0,1,5.23167115048548e-18,5.23167327721567e-18,1.05839726195255e-22,1.05839727278354e-22,6.89951426935625e-32,2.24690889344389e-44,273
"274",0,1,5.34769807767964e-18,5.34769813240465e-18,2.71519971402145e-22,2.71519971472092e-22,6.38767587251593e-32,1.47860860440052e-43,274
"275",0,1,8.29340230149225e-19,8.29340567284886e-19,2.73901514138172e-23,2.73901516941112e-23,6.09451022700907e-33,1.50462174637615e-45,275
"276",0,1,5.23653844736991e-18,5.23653850095739e-18,2.50681522671883e-22,2.50681522736461e-22,5.85790883837889e-32,1.26059830262233e-43,276
"277",0,1,5.08825149752731e-18,5.0882515495973e-18,2.54351955291693e-22,2.54351955357217e-22,5.85236675186191e-32,1.29771083591659e-43,277
"278",0,0.999999999221852,2.55008032720096e-10,5.23139797089108e-10,5.62485351341428e-26,4.56574730702374e-26,3.88364272100043e-25,3.55463362734966e-53,278
"279",0,0.999999979766056,1.01106041010219e-08,1.01233401604616e-08,1.12888046639174e-24,4.81162839043479e-24,9.3133536550852e-24,2.02422089674545e-51,279
"280",0,0.999999598398035,8.59358470043272e-19,4.01601964917503e-07,3.93060193099921e-21,4.85199479261891e-24,1.83334902697516e-21,4.76436694394366e-47,280
"281",0,1,1.49989165041624e-17,1.50077163076251e-17,5.12830788387353e-22,5.12833772033159e-22,2.00383562088037e-31,5.27246720426882e-43,281
"282",0,0.999984047040798,8.73628024468885e-18,1.59529592019005e-05,1.95648534213863e-18,9.59052421927171e-23,1.07138991453526e-19,2.18684280143067e-44,282
"283",0,0.999366284949544,1.95716714278805e-17,0.000633715050455888,9.65835094329941e-17,1.9348836215084e-22,5.13615728603623e-18,1.96219307322848e-43,283
"284",0,0.974826302210254,2.44589232457695e-16,0.0251736977897425,2.60463419136e-15,1.0198701653728e-20,1.35264901286637e-16,5.3893230216125e-42,284
"285",0,0.999999598130876,4.0160838215191e-07,2.60742102496487e-10,5.70210607957957e-25,5.31862053470464e-22,4.48734653025773e-22,1.9831788992686e-49,285
"286",0,0.999984047047561,1.59529524391968e-05,1.04764519273506e-18,4.68630620516377e-24,9.14628588089837e-20,5.68839405818877e-20,4.9156685137484e-47,286
"287",0,1,8.74237359648946e-18,8.54339440219519e-18,8.65177705823529e-23,8.65009674131325e-23,8.4156698406279e-32,1.50041733212095e-44,287
"288",0,1,5.541278431628e-18,5.53802954757537e-18,1.74829195939009e-22,1.74826614033737e-22,9.23867590999673e-32,6.12677454207725e-44,288
"289",0,1,4.61708297398327e-18,4.61701478823079e-18,2.9687702365493e-22,2.96876913283195e-22,6.48998723024931e-32,1.76768139252414e-43,289
"290",0,0.99936628492243,0.000633715077570128,1.36061424356461e-17,4.7654077402402e-23,2.43527753263025e-17,6.07795041190604e-18,1.39194054310661e-44,290
"291",0,0.97482630221614,0.0251736977838568,3.42532893479782e-16,1.39510970014778e-20,3.01077137878197e-15,1.56643166728595e-16,1.00855935398514e-41,291
"292",0,1,8.65563378147315e-18,4.54571120242715e-18,1.10626154887614e-22,1.10984876456103e-22,8.92289870214965e-32,2.45828524658426e-44,292
"293",0,1,4.38964948405073e-18,4.28973955332393e-18,2.14294752343101e-22,2.14169110022884e-22,4.63667735100331e-32,9.21204522800166e-44,293
"294",0,0.999999989152211,4.96471170343818e-10,1.03513182626147e-08,1.40474614183519e-22,1.17905647134914e-23,5.27090304581684e-23,5.65515072678533e-47,294
"295",0,1,8.88781863033034e-19,8.88781549446317e-19,2.2709944788674e-23,2.27099402555602e-23,7.05160359524398e-33,1.03384551277647e-45,295
"296",0,1,7.76019669424594e-18,7.76019662531898e-18,4.38798269569459e-22,4.38798269471344e-22,1.23961729465283e-31,3.86109697716236e-43,296
"297",0,1,4.95491834885998e-18,4.95491830484982e-18,7.11118337869172e-23,7.11118337710163e-23,5.9771862347155e-32,1.01448022430244e-44,297
"298",0,1,6.03573008079626e-18,6.03573007944669e-18,2.29615599520839e-22,2.29615599519547e-22,5.76770496803425e-32,1.05769904705009e-43,298
"299",0,0.999999569100365,1.97102561641788e-08,4.1118937921809e-07,1.07147049135401e-20,5.26789182226031e-22,2.39252569899318e-21,3.88170698825772e-46,299
"300",0,1,8.39841429089231e-18,8.40321385580527e-18,5.51139351054263e-22,5.51143804978412e-22,1.60537431352346e-31,6.08846456413696e-43,300
"301",0,0.999982882962048,7.82958652202783e-07,1.63340793002222e-05,1.85954809366912e-18,8.91386370647253e-20,1.0378246845685e-19,8.13238133640903e-47,301
"302",0,0.999320042761857,3.11022394467587e-05,0.000648854998696474,2.70109098857465e-20,4.48182382432655e-20,2.8877167247046e-19,1.72912320044533e-49,302
"303",0,0.974811534054719,2.43159606669562e-16,0.0251884659452769,3.52535933095187e-15,1.35942476953058e-20,1.79769639279332e-16,9.56655274081512e-42,303
"304",0,0.999351145024933,0.000648854975066511,4.23674394138771e-17,2.49892069415218e-24,3.5314855918073e-18,2.76964726720016e-19,9.84064292898153e-47,304
"305",0,0.97481153405434,0.0251884659456588,3.82745548233772e-16,5.4925484835622e-21,1.1353267623576e-15,5.80853412298123e-17,1.5619698700985e-42,305
"306",0,0.999999989883386,1.34361696913408e-19,1.01166135808153e-08,8.75710244006116e-24,3.91586927308316e-25,1.7265270365179e-23,3.07347596805509e-49,306
"307",0,0.999999598398244,4.82359684119252e-19,4.0160175605532e-07,6.18146795378917e-21,8.50837398348612e-24,2.7900700685822e-21,1.46260051363124e-46,307
"308",0,0.999984047042027,7.14400865602955e-18,1.59529579731365e-05,2.00984951619516e-18,8.14401989250932e-23,1.10757623555104e-19,1.49956731917798e-44,308
"309",0,0.999366284957083,9.5950845381305e-18,0.000633715042917478,1.88486330900466e-17,4.58166498400522e-23,4.02057662495695e-18,8.53713748812696e-45,309
"310",0,0.974826302210408,1.87171552780663e-16,0.0251736977895893,2.76465374539625e-15,9.46978588195757e-21,1.42196692711284e-16,4.64423050292884e-42,310
"311",0,1,5.10771309802676e-18,9.72575958567275e-18,2.46404652316094e-22,2.46836290052185e-22,8.07671649023969e-32,1.21778911530695e-43,311
"312",0,1,7.37354117297657e-19,7.37786993889799e-19,1.46977376586069e-23,1.4697737047404e-23,4.01026076244139e-33,4.33280012318312e-46,312
"313",0,1,7.43852828396456e-18,7.43863821705886e-18,4.37585733751139e-22,4.37585896550149e-22,1.20469807953196e-31,3.83889804125756e-43,313
"314",0,1,8.14152695574634e-19,8.14164727837152e-19,1.52131456778907e-23,1.52131513377758e-23,4.40905078462352e-33,4.64301944378519e-46,314
"315",0,1,5.37714025922745e-18,5.37714225973399e-18,2.8918817146251e-22,2.89188174170933e-22,6.77303498162081e-32,1.67669505024406e-43,315
"316",0,1,6.58646439534057e-18,6.586466845763e-18,2.48481282390254e-22,2.48481284717433e-22,6.48383927499155e-32,1.23829652220998e-43,316
"317",0,1,1.83645205025782e-19,1.83650884668387e-19,1.29666037941877e-24,1.29666097986008e-24,1.06497513460155e-34,3.37164804752231e-48,317
"318",0,1,6.85967830862671e-19,6.85968364926138e-19,5.94563854342983e-24,5.94563865995902e-24,3.89822433205843e-33,7.08530342098984e-47,318
"319",0,1,6.02747075408416e-18,6.02747087221717e-18,1.23164881480033e-22,1.231648815408e-22,9.74480282696115e-32,3.04084520392743e-44,319
"320",0,1,3.73370104344311e-18,3.73370104528525e-18,7.70616721694873e-23,7.70616721704444e-23,4.62354806163834e-32,1.19129075878078e-44,320
"321",0,1,4.05121014033079e-18,4.05121014038111e-18,1.60782808847002e-22,1.60782808847052e-22,3.322818887739e-32,5.18718075335536e-44,321
"322",0,1,7.42624439165898e-18,7.42624453720669e-18,3.44696693826639e-23,3.44696693996706e-23,6.20055049377757e-32,2.38360674304153e-45,322
"323",0,1,5.91432370160633e-18,5.91432370452435e-18,4.21798023244947e-23,4.21798023250186e-23,5.4106630544663e-32,3.56801725219253e-45,323
"324",0,1,4.58810026970335e-18,4.58810026976034e-18,5.74696049686837e-23,5.74696049687017e-23,3.92630480209229e-32,6.62446583789438e-45,324
"325",0,1,5.07777460206605e-18,5.07777460206764e-18,2.17223301065262e-22,2.17223301065264e-22,4.95841940886103e-32,9.46170434340578e-44,325
"326",0,1,3.79162941244015e-19,3.79163236443099e-19,9.23488982164818e-24,9.23489000264373e-24,8.06388909831344e-34,1.70918875959599e-46,326
"327",0,1,7.85827920986851e-19,7.85827936388372e-19,1.81082771579656e-23,1.81082771669e-23,4.14477741527564e-33,6.57624616195547e-46,327
"328",0,1,3.79869613330545e-18,3.79869613517966e-18,8.47782476493796e-23,8.47782476504326e-23,5.62778895003956e-32,1.44099393552128e-44,328
"329",0,1,4.4004585166237e-18,4.40045851667836e-18,1.59767758290359e-22,1.59767758290409e-22,3.47219130240974e-32,5.12422651283593e-44,329
"330",0,1,4.64152977589139e-18,4.64152977818143e-18,8.06550465495763e-23,8.06550465505781e-23,5.26751332695712e-32,1.30468083564365e-44,330
"331",0,1,4.96964179657358e-18,4.96964179663531e-18,2.23941581700944e-22,2.23941581701014e-22,5.0812612548063e-32,1.00584251031527e-43,331
"332",0,1,8.58573167886046e-19,8.58573184713309e-19,1.76340490647644e-23,1.76340490734647e-23,5.21287753829841e-33,6.23506275091191e-46,332
"333",0,1,5.23078386497711e-18,5.23078386755789e-18,3.83691816892429e-22,3.83691816897195e-22,8.85642159268614e-32,2.95149068442443e-43,333
"334",0,1,6.41900594430493e-19,6.41900594747195e-19,9.75838313504731e-24,9.75838313516851e-24,2.45852152714635e-33,1.91194706360724e-46,334
"335",0,1,5.21937214124514e-18,5.21937214130997e-18,2.55990264838835e-22,2.55990264838915e-22,5.89437038806758e-32,1.31369348958422e-43,335
"336",0,1,3.39676914889695e-18,3.39676914893914e-18,4.52849468162998e-23,4.5284946816314e-23,2.86823340048781e-32,4.1122731469048e-45,336
"337",0,1,3.94691297489792e-18,3.94691297489915e-18,1.3484019806062e-22,1.34840198060621e-22,2.73502217323622e-32,3.64725883425323e-44,337
