N1	N2	Na	Tsplit	M12	M21
0.0983840563778034	0.115515206995971	1.53069461770243	0.315431354973685	2.27312899755601	47.3222496354663
0.105615503205135	0.0992075790599012	1.45690665458648	0.309713642660959	2.0548671812445	58.3891922157516
0.104787879483751	0.105172442146815	1.43502999374875	0.309098623920081	1.85570507589151	55.6602372787377
0.106011052248128	0.0974840370364965	1.54892896627409	0.319913541932392	2.10569100168779	53.8973464637556
0.108632539815404	0.0925895323165342	1.45260196018381	0.329314030665694	1.84757437938638	55.808671458933
0.103659818983439	0.0968367197003657	1.41101260897668	0.30093513686482	1.71643805684399	52.4237770970389
0.103628336099927	0.100508804615673	1.40240317283978	0.32201275615627	1.94676839162164	54.7774360226795
0.101948281253991	0.0895139797063198	1.36399886152033	0.292445910562911	1.92880323591643	52.7006651569484
0.0967472428234475	0.0916590059038193	1.42039003086513	0.290821668166366	1.99628968013279	54.2963489876805
0.104789992324954	0.0983492014424387	1.41344390462495	0.309128796488136	1.90054262199709	54.108035721689
0.108303329320714	0.0999912262986377	1.4865683599329	0.322435154653749	2.11374904758282	49.4635007960579
0.0953452612543321	0.104734734048845	1.53708035407775	0.319288250004581	2.12757540393347	43.3599919593007
0.102202743363742	0.101748679654784	1.43868592637365	0.307791081448018	1.93986015492766	48.1176397095795
0.106611889950214	0.0994843449531679	1.48053176226379	0.307199143033969	1.99409237512046	54.3201528156136
0.102205110946827	0.0941086908624577	1.32248424348826	0.305514070995998	1.96453561997825	53.0850986588094
0.109593184983073	0.092912522119432	1.53944634842369	0.311355316315863	1.91118635050836	56.2299400696755
0.105821022501009	0.0980741907367109	1.51212325254768	0.307498413586854	1.7046205218525	51.3927758300302
0.101660978829245	0.107275425373876	1.44050405933457	0.304040716700995	1.83549153197579	57.513487941615
0.102737710151441	0.101580360110587	1.50719698340772	0.314962040482975	2.05146802892418	51.1167941781768
0.101094941759243	0.105343375113621	1.52850486586435	0.309186223928484	1.86107133644477	48.2483786919762
0.104285162533528	0.0975516705660101	1.43559179448079	0.306362979347103	2.08668005829841	55.603123833415
0.113528994784002	0.0841023714145516	1.3461537211912	0.306431075195902	1.79877133083186	57.0585901835752
0.0997906103451115	0.109724782384835	1.30366534213127	0.296928676478245	2.00633724588406	58.5436556457295
0.100598474518563	0.107624323849329	1.47138895816127	0.313457115755998	2.21501908207053	51.3860942120837
0.10877033504712	0.0987119127117007	1.41371154864402	0.313560711505534	1.74928584903914	55.1638511897415
0.102952978015163	0.0987382744360702	1.49241097421966	0.30558332477912	2.01769013189066	53.2288209006739
0.10961663954619	0.101138543911942	1.5188586547375	0.303192085086553	1.70425953085849	54.0112060406762
0.106541093639327	0.0935144708712125	1.47427824663696	0.318373329609457	1.96546439787953	52.7891257934204
0.105089358792108	0.0987024761705999	1.51595303317503	0.304542965287639	1.84273582146069	55.8668028269771
0.110475106300978	0.0969491013665676	1.57748134368432	0.323453019133286	2.11369946298363	58.0707522490631
0.101528524904066	0.10701721139807	1.38698740632875	0.298136944537061	2.12198189895274	51.1591911219735
0.104181805248889	0.0977144928233355	1.5731580500139	0.294860401240238	1.894567954585	55.7674251239464
0.107289791728292	0.106664090298836	1.42282660540021	0.311817670754912	1.74110097162833	57.2717225703547
0.102072293291585	0.103480079978736	1.47049796313404	0.3114824023569	2.26159444442314	53.2460455620371
0.0997123289018349	0.0994444757945434	1.41217253728362	0.307554706011951	2.18811613902198	51.7001881277774
0.105375775971145	0.0970791564389053	1.51460784704672	0.306640496952625	1.84686800748785	53.5116647165048
0.103883701719579	0.114081241000339	1.43681632349691	0.315069280316395	1.61281049313612	58.3377408140132
0.11078325550836	0.0957963576103051	1.42306701087018	0.30062210661683	1.53747305732447	52.6169312154535
0.109869471294124	0.110423897471635	1.36992694851298	0.314351165155295	1.83848115718523	53.6195075565432
0.109458613105833	0.100209012408901	1.47955229278739	0.319919204703676	1.84101070836749	55.5270793500767
0.0981496514030604	0.101165190468852	1.55727893716283	0.30363485831641	1.85482128707158	53.025999788092
0.106993110822104	0.0965687630187788	1.51783284276008	0.307404992636541	2.04701874535531	57.6139911468395
0.0953577557431041	0.0953902547383568	1.46222703053318	0.312353181789841	1.98551699521328	47.8010375597849
0.0999583788183138	0.112301549813064	1.56358831990297	0.306557844586352	1.75889765255247	51.0191196531338
0.113928857452894	0.0935955750609035	1.4752101685731	0.327164537039807	1.83345554530009	55.2144338013354
0.100788549972697	0.0969374401899472	1.46518806447564	0.30468140905732	2.17192349337653	54.3089221915064
0.102229622495282	0.100085811504921	1.45050582064202	0.306566520278096	1.65720623775148	52.9316578531125
0.10532580555961	0.097796606063225	1.51574121144074	0.313647016652826	1.91171462530753	52.6328941124277
0.102653870531552	0.103824529764151	1.52444932295358	0.31155543634408	1.85577624400862	45.4096392268874
0.098562917280438	0.102689518957035	1.51261537213508	0.315825061814481	2.08140494596157	48.4141224918393
0.108009306802345	0.105995301080109	1.4462764640032	0.314496374103587	1.86095935025777	54.5435802773083
0.100978622150477	0.098466644017645	1.48199547385407	0.303670605101889	1.87876714003957	51.8603457480706
0.110523160531812	0.104669546914857	1.53519934645686	0.310978134332059	1.56353978153351	54.5392853710683
0.105068212389226	0.104530425233516	1.49966610471272	0.304299073570357	1.69209165082822	52.5320682124769
0.101496487802663	0.102602274474572	1.50514092906428	0.319360981565299	2.1161326813015	52.0142615536571
0.104757532401021	0.101847982727989	1.52009836937452	0.317522158077466	1.94767971558462	60.43282431967
0.0987121963001147	0.108753534713783	1.47753341584568	0.300317504065005	1.97948313826943	53.1245667858509
0.0998152448311935	0.120365952927252	1.33550996509689	0.297359728940797	2.10369988363772	50.9701019784988
0.0978761782212576	0.106046781986471	1.47091233482064	0.311216384302593	2.23580711110901	50.1126394974795
0.103159524415355	0.11031993552265	1.55573576889875	0.312880884081021	2.22435362736007	53.6435175457373
0.102287605257482	0.104738052888574	1.28697853988647	0.314438757560871	2.00660284398974	50.1597690964885
0.105029319274035	0.108688168226223	1.44550423462466	0.30724471953207	1.9228430329927	57.5874260759516
0.0996658451480278	0.0864679931187121	1.5357939564965	0.308420367327216	2.03776314101326	48.6786292699839
0.106479537563361	0.105039346580215	1.39825807063259	0.297731159844641	1.92992756015975	54.8180372552014
0.101051075871219	0.10641569391511	1.48103241093506	0.303802645410855	1.82373233460127	56.5027176530087
0.10733506574703	0.110484862542807	1.41352488460437	0.314590148020091	1.9808686361452	53.6939567291467
0.100811195758949	0.0935935542364063	1.47073405371581	0.305690578604503	1.82305582742357	53.2463757560047
0.109660749129019	0.0953456145231174	1.58230020732492	0.308174755851292	1.66021569474944	55.5617205285737
0.102643802978551	0.107091997956597	1.30252258945834	0.291074202217176	1.86531102582816	53.5535145520844
