Dim.1	Dim.2	Dim.3	origin
-5.74813674989091	-1.18317969446198	-1.07599341498314	observed dataset
7.77746021798134	-1.5741838296798	1.1744021034891	prior
8.0604445036198	-2.46662958268685	1.03346144914391	prior
9.49127700150671	-4.35069524851162	-1.0428986761005	prior
0.535359543016972	1.51929094867291	1.04566547125674	prior
16.3984688556752	3.65396427701126	-2.68404182505799	prior
18.1348537616352	1.4840008781349	0.832363611125816	prior
6.76185275391284	-3.40250258589493	-0.165486886512654	prior
12.1683445240384	0.453215421239767	-0.767319760802982	prior
-1.36597222419433	-4.65486121414113	-2.59278024971222	prior
4.79107201044182	-4.11162515542241	-1.42719749148037	prior
0.355946496572179	-1.77410637370495	0.643244248447658	prior
-0.047980498680988	-0.629046374493459	-2.20478839084508	prior
4.31169801998105	-3.90691542036207	-0.509468069982633	prior
17.4709365720685	-3.2657030637401	-0.236478433305268	prior
14.3529680203114	-1.90143552025489	-0.624839546799382	prior
12.6333919489988	-0.0344932319281626	0.621410050777038	prior
1.73852860592251	-1.90559289123361	-0.421598230271066	prior
16.8823727419628	1.18970806374308	2.47968113733199	prior
-5.10663256169688	-1.58865381720004	-0.516734899678397	prior
2.58505137048593	-4.56797177353172	-2.73007325614897	prior
-0.534352594396171	-3.94773307894426	-1.52031157036837	prior
1.5622467362145	-5.6591602289383	-2.27249912233383	prior
11.3470985560333	-2.70002580087864	-0.216214888005231	prior
13.0197406707266	0.833588356602314	-0.2693032924706	prior
19.8241751736483	-2.83711601582964	0.676122375323818	prior
22.7061099419046	-3.07091165317533	0.035893846734012	prior
-4.4348898602629	-5.99901716896873	-2.19603837665155	prior
12.3152955891627	-2.11655600611254	1.23031957459754	prior
4.59074497167485	-0.838555516597557	1.3345458621511	prior
12.1565848952939	-3.02887856469221	-1.33050374915132	prior
20.8127370009935	-3.01321656607871	-1.59185853311655	prior
19.6172906599744	-1.67602555341749	-0.218831991034081	prior
16.2815726087828	3.59575305633291	2.68635961721406	prior
10.2434236607116	-4.06665714566805	-0.936631103808284	prior
9.53646722768679	1.82650334335	3.10452428319482	prior
16.1715779164281	-2.727780094598	0.569099645636199	prior
20.1917525044118	1.11586467121291	0.235598053550081	prior
9.550850249481	-3.06996319725796	-1.44535096712077	prior
10.5085056775061	-2.52159476217907	0.020040554590717	prior
4.57699305742504	-1.61097466732757	1.14859083331487	prior
2.17821800593138	-2.03635250127249	1.31426828641113	prior
1.14386380287715	-2.17363938969098	0.0513818871939535	prior
4.44598724310792	-2.76541143861193	-0.585823232141564	prior
9.56444906785704	-1.92579470230367	0.60939634396719	prior
9.43741808375098	-3.00428782905504	-0.751250406792838	prior
2.10547285432107	0.954351121989849	-2.9401607396901	prior
13.3353357257703	0.720267540716736	-1.25149658669372	prior
6.25935878145713	5.12484614747418	-1.33706722814766	prior
7.67256199643999	-0.477324344863781	-0.453180975539662	prior
-1.11846473428143	0.615022382791832	0.687948400629504	prior
18.7663988877774	-2.4888172024752	-1.56885454878018	prior
2.47421742500716	-5.48272819621355	-2.53514261338728	prior
-3.8661404739671	-2.63687896045669	-2.32863336659274	prior
19.5301269876094	-2.56350353327379	-0.411268274958923	prior
18.8464938226096	-2.70856135872037	0.18758256512541	prior
-5.10539479330392	-0.818515073068181	0.0911980679557612	prior
12.6729013863885	0.540378710793614	-0.033553702856912	prior
-4.4342230015834	-1.45063329898192	-2.62834825806181	prior
15.9301908413095	-4.84465626170593	-2.13658188252718	prior
10.9702204375511	-2.85144496953394	1.03665787430627	prior
11.4835416042745	0.183928037031022	1.7512834532333	prior
3.36744681220388	0.608627993868814	1.26865577032393	prior
5.50803252275756	-3.62761403239775	0.658363396168448	prior
14.6931704948837	-0.189668836833333	-0.868337486928901	prior
14.9371761852001	-3.89304315146662	-0.838609375594743	prior
10.9156694844177	-3.39692000108932	0.221129136983946	prior
8.14469554516853	35.0892310735488	-5.5323630895361	prior
6.47985871123964	-2.42283931139851	1.87437689828992	prior
2.96281209225758	-5.24058188410527	-2.02485823348214	prior
-4.91116782067966	2.68714559127542	-1.27844943477921	prior
-3.66904464970744	1.0312482214898	0.409012121549803	prior
8.28720601251073	-1.33827584068292	0.123302294985655	prior
12.3147867506109	-1.83206315876933	-0.539172880830985	prior
15.5250835761948	-1.32310837725007	1.19103112185551	prior
10.3769066140931	-3.43237705251693	0.0731705449157622	prior
1.17757208830934	-1.75751136785019	0.608476400760921	prior
14.5652925122698	-3.03754632639558	0.414978988377781	prior
6.93050287636194	-0.451467774200619	-1.93022667015719	prior
8.23216233488806	-0.83283245593801	-1.21172453624469	prior
