13310puequi 0.996064 0.003936
13318uniqui 0.988009 0.011991
17996indbel 0.999990 0.000010
17997indbel 0.999990 0.000010
17998indbel 0.999990 0.000010
17999indbel 0.999990 0.000010
18000indbel 0.999990 0.000010
18151nigbel 0.998349 0.001651
18152puebel 0.999990 0.000010
18153nigbel 0.997292 0.002708
18154puebel 0.997411 0.002589
18155nigbel 0.992002 0.007998
18156nigbel 0.990779 0.009221
18157nigbel 0.996357 0.003643
18158nigbel 0.997022 0.002978
18159nigbel 0.994055 0.005945
18160gutbel 0.990884 0.009116
18161puebel 0.995796 0.004204
18162nigbel 0.995860 0.004140
18163unibel 0.994917 0.005083
18165nigbel 0.995770 0.004230
18166puebel 0.998637 0.001363
18169puebel 0.997575 0.002425
18171nigbel 0.994666 0.005334
18172puebel 0.995967 0.004033
18174puebel 0.997491 0.002509
18175puebel 0.999074 0.000926
18176puebel 0.997521 0.002479
18178puebel 0.998064 0.001936
18179puebel 0.997914 0.002086
18180puebel 0.995679 0.004321
18185nigbel 0.991943 0.008057
18187nigbel 0.996657 0.003343
18195indbel 0.999990 0.000010
18222indbel 0.999990 0.000010
18225indbel 0.999990 0.000010
18226indbel 0.999990 0.000010
18227indbel 0.999990 0.000010
18261unibel 0.992607 0.007393
18263abebel 0.998506 0.001494
18267unibel 0.994397 0.005603
18274unibel 0.996322 0.003678
18276unibel 0.998524 0.001476
18418nigboc 0.999990 0.000010
18419pueboc 0.996843 0.003157
18420uniboc 0.997157 0.002843
18421pueboc 0.998667 0.001333
18422pueboc 0.995994 0.004006
18424nigboc 0.999990 0.000010
18426pueboc 0.997462 0.002538
18427pueboc 0.996297 0.003703
18428nigboc 0.999990 0.000010
18429pueboc 0.996537 0.003463
18430pueboc 0.995750 0.004250
18432pueboc 0.997539 0.002461
18434pueboc 0.996043 0.003957
18435uniboc 0.995024 0.004976
18439uniboc 0.994000 0.006000
18440uniboc 0.994338 0.005662
18441uniboc 0.998672 0.001328
18442uniboc 0.994689 0.005311
18445uniboc 0.995316 0.004684
18446uniboc 0.993581 0.006419
18447uniboc 0.994676 0.005324
18448uniboc 0.997113 0.002887
18449gumboc 0.999990 0.000010
18450uniboc 0.994579 0.005421
18452abeboc 0.996407 0.003593
18454uniboc 0.994446 0.005554
18471abeboc 0.995120 0.004880
18492abebel 0.996849 0.003151
18493abebel 0.997275 0.002725
18901nigboc 0.999990 0.000010
18902nigboc 0.999990 0.000010
18903nigboc 0.999332 0.000668
18904nigboc 0.999990 0.000010
18905nigboc 0.999990 0.000010
18906nigboc 0.999382 0.000618
18907nigboc 0.999990 0.000010
18909nigboc 0.999990 0.000010
18912pueboc 0.997200 0.002800
18915pueboc 0.997195 0.002805
18917pueboc 0.999072 0.000928
18935affboc 0.997686 0.002314
18936affboc 0.998283 0.001717
18949abegun 0.997484 0.002516
18986affboc 0.999336 0.000664
19076gutbar 0.986276 0.013724
19077tanbar 0.982289 0.017711
19079tanbar 0.982835 0.017165
19080gutbar 0.984819 0.015181
19104puegun 0.994839 0.005161
19105niggun 0.994257 0.005743
19106puegun 0.994569 0.005431
19108puegun 0.996416 0.003584
19124indgun 0.999990 0.000010
19131niggun 0.996153 0.003847
19150niggun 0.997203 0.002797
19162indgun 0.999990 0.000010
19174affgun 0.995732 0.004268
19190indgun 0.999990 0.000010
19235gutgun 0.989701 0.010299
19294affgun 0.997984 0.002016
19416chlbar 0.973665 0.026335
19425chlbar 0.974323 0.025677
19426puebar 0.970558 0.029442
19427puebar 0.972204 0.027796
19428puebar 0.971025 0.028975
19435chlbar 0.975166 0.024834
19437tanbar 0.979429 0.020571
19519affgun 0.995406 0.004594
19546abegun 0.994697 0.005303
19708abegun 0.998325 0.001675
19881unibel 0.992640 0.007360
20068gutbel 0.990269 0.009731
20069gutbel 0.991191 0.008809
20092unibel 0.991216 0.008784
20120unibel 0.990648 0.009352
20126unibel 0.992776 0.007224
20128unibel 0.992782 0.007218
20135unibel 0.990422 0.009578
20149unibel 0.993094 0.006906
20418gumhon 0.999990 0.000010
20419gumhon 0.999990 0.000010
20420gumhon 0.999990 0.000010
20421ranhon 0.995776 0.004224
20425abehon 0.994742 0.005258
20426gumhon 0.999990 0.000010
20427gumhon 0.999990 0.000010
20428gumhon 0.999990 0.000010
20429ranhon 0.996953 0.003047
20430ranhon 0.994937 0.005063
20433abehon 0.993911 0.006089
20435chlhon 0.996417 0.003583
20551puehon 0.989891 0.010109
20552puehon 0.992191 0.007809
20553puehon 0.991071 0.008929
20554puehon 0.992668 0.007332
20555puehon 0.992316 0.007684
20556puehon 0.992755 0.007245
20558puehon 0.993954 0.006046
20559puehon 0.994132 0.005868
20560unihon 0.993279 0.006721
20561unihon 0.995334 0.004666
20562unihon 0.992594 0.007406
20563unihon 0.993918 0.006082
20564unihon 0.992881 0.007119
20565unihon 0.992950 0.007050
20566unihon 0.991682 0.008318
20567unihon 0.994449 0.005551
20568unihon 0.994475 0.005525
20571unihon 0.993165 0.006835
20572unihon 0.992675 0.007325
20599nighon 0.994746 0.005254
20600nighon 0.996114 0.003886
20601nighon 0.994701 0.005299
20602nighon 0.995497 0.004503
20603nighon 0.994165 0.005835
20604nighon 0.994974 0.005026
20605nighon 0.995955 0.004045
20606nighon 0.992602 0.007398
20607nighon 0.993464 0.006536
20608nighon 0.994574 0.005426
20609nighon 0.994341 0.005659
20610nighon 0.994426 0.005574
20613ranhon 0.996070 0.003930
20615gumhon 0.999990 0.000010
20617gumhon 0.999990 0.000010
20625puehon 0.990767 0.009233
20633puehon 0.994332 0.005668
20635puehon 0.991885 0.008115
20638puehon 0.993544 0.006456
20641gumhon 0.999990 0.000010
20642gumhon 0.999990 0.000010
20643gumhon 0.999990 0.000010
20644abehon 0.994925 0.005075
20650prohon 0.995665 0.004335
20696ranhon 0.998468 0.001532
20751guthon 0.995547 0.004453
20757indhon 0.999990 0.000010
20759abehon 0.995086 0.004914
20761abehon 0.993890 0.006110
20762abehon 0.992036 0.007964
20845prohon 0.993185 0.006815
20846prohon 0.992689 0.007311
20861abehon 0.993337 0.006663
20862abehon 0.993369 0.006631
20864abehon 0.994158 0.005842
20866abehon 0.991755 0.008245
20867abehon 0.993283 0.006717
20892ranhon 0.998311 0.001689
20893ranhon 0.991611 0.008389
20894ranhon 0.989872 0.010128
20896ranhon 0.997569 0.002431
20922ranhon 0.994171 0.005829
20923ranhon 0.993377 0.006623
20980ranhon 0.990752 0.009248
23301gumboc 0.999990 0.000010
23318gutboc 0.992629 0.007371
23322affboc 0.999319 0.000681
27698abequi 0.992370 0.007630
27707uniqui 0.990307 0.009693
27709uniqui 0.991985 0.008015
27936atltam 0.000010 0.999990
28366gumboc 0.999990 0.000010
28389abeboc 0.993928 0.006072
28713puequi 0.994340 0.005660
28939puequi 0.996562 0.003438
29137nigqui 0.995735 0.004265
29212indqui 0.999990 0.000010
29213indqui 0.999990 0.000010
30001nigqui 0.998558 0.001442
33023nigqui 0.993407 0.006593
52988atltam 0.000010 0.999990
52989atltam 0.000010 0.999990
52990atltam 0.000010 0.999990
54649casliz 0.859999 0.140001
54650casliz 0.861285 0.138715
54689atlliz 0.279560 0.720440
54761atlliz 0.262498 0.737502
54786atlliz 0.000010 0.999990
54849atlliz 0.000010 0.999990
62263pueala 0.930070 0.069930
62264pueala 0.928715 0.071285
62515gemarc 0.926027 0.073973
62549ecoarc 0.448515 0.551485
62550abearc 0.918989 0.081011
62551abearc 0.916390 0.083610
62552abearc 0.919759 0.080241
62553gemarc 0.951419 0.048581
62555esparc 0.971751 0.028249
62556ecoarc 0.463053 0.536947
62558floarc 0.464283 0.535717
62559floarc 0.672053 0.327947
62560floarc 0.453249 0.546751
62562ranarc 0.950209 0.049791
62570gemarc 0.954601 0.045399
62571esparc 0.982195 0.017805
62575ranarc 0.943961 0.056039
62576ecoarc 0.450199 0.549801
62577puearc 0.875504 0.124496
62585esparc 0.982691 0.017309
62948puearc 0.881633 0.118367
62953puearc 0.880779 0.119221
FL0318indpri 0.999990 0.000010
FL0324tanpri 0.981849 0.018151
FL0331chlpri 0.979847 0.020153
FL0835prosan 0.993557 0.006443
FL0836gutsan 0.989345 0.010655
FL0839abesan 0.993813 0.006187
FL0880ransan 0.992108 0.007892
HypoHaiti1libhai 0.990924 0.009076
HypoHaiti2libhai 0.992103 0.007897
HypoHaiti3libhai 0.991002 0.008998
PL17_101maybel 0.999990 0.000010
PL17_111indbel 0.999990 0.000010
PL17_119maybel 0.998935 0.001065
PL17_120maybel 0.999990 0.000010
PL17_121maybel 0.999990 0.000010
PL17_122maybel 0.999990 0.000010
PL17_123maybel 0.999990 0.000010
PL17_124maybel 0.999772 0.000228
PL17_125ranbel 0.998999 0.001001
PL17_126maybel 0.999990 0.000010
PL17_134uniflk 0.914350 0.085650
PL17_135uniflk 0.900873 0.099127
PL17_136uniflk 0.889602 0.110398
PL17_137uniflk 0.906471 0.093529
PL17_138uniflk 0.905254 0.094746
PL17_139pueflk 0.953357 0.046643
PL17_140uniflk 0.920753 0.079247
PL17_141uniflk 0.914112 0.085888
PL17_142gemflk 0.925933 0.074067
PL17_143uniflk 0.921615 0.078385
PL17_144gemflk 0.924264 0.075736
PL17_145gemflk 0.926868 0.073132
PL17_148gemflk 0.925930 0.074070
PL17_149nigflk 0.996506 0.003494
PL17_153gemflk 0.920316 0.079684
PL17_155pueflk 0.943509 0.056491
PL17_157pueflk 0.990673 0.009327
PL17_159pueflk 0.954498 0.045502
PL17_160floflk 0.506741 0.493259
PL17_23tanpri 0.979926 0.020074
PL17_35indpri 0.999990 0.000010
PL17_37chlpri 0.979908 0.020092
PL17_38chlpri 0.980609 0.019391
PL17_39chlpri 0.979144 0.020856
PL17_40chlpri 0.979893 0.020107
PL17_41chlpri 0.978461 0.021539
PL17_42chlpri 0.981600 0.018400
PL17_43chlpri 0.982977 0.017023
PL17_44chlpri 0.980670 0.019330
PL17_50puepri 0.982417 0.017583
PL17_53puepri 0.982345 0.017655
PL17_54puepri 0.980670 0.019330
PL17_55unipri 0.984209 0.015791
PL17_56tanpri 0.979099 0.020901
PL17_57puepri 0.980075 0.019925
PL17_60puepri 0.979157 0.020843
PL17_62chlpri 0.981298 0.018702
PL17_63unipri 0.983953 0.016047
PL17_64indpri 0.999990 0.000010
PL17_65puepri 0.978675 0.021325
PL17_66unipri 0.984270 0.015730
PL17_67unipri 0.982096 0.017904
PL17_68gutpri 0.983170 0.016830
PL17_69puepri 0.983281 0.016719
PL17_70unipri 0.985693 0.014307
PL17_71tanpri 0.982868 0.017132
PL17_72tanpri 0.980275 0.019725
PL17_73unipri 0.983547 0.016453
PL17_74unipri 0.982556 0.017444
PL17_75abepri 0.984229 0.015771
PL17_76tanpri 0.980850 0.019150
PL17_77unipri 0.984805 0.015195
PL17_79abepri 0.984481 0.015519
PL17_82puepri 0.978955 0.021045
PL17_85indpri 0.999990 0.000010
PL17_86chlpri 0.980082 0.019918
PL17_88abebel 0.997616 0.002384
PL17_89maybel 0.999990 0.000010
PL17_95maybel 0.999990 0.000010
PL17_98indbel 0.999990 0.000010
Ross1gemare 0.949974 0.050026
Ross2abeare 0.934715 0.065285
Ross3pueare 0.913804 0.086196
