20568unihon 0.083787 0.915957 0.000256
20571unihon 0.077656 0.920785 0.001559
20572unihon 0.085651 0.912095 0.002254
20599nighon 0.064455 0.935535 0.000010
20600nighon 0.062020 0.937970 0.000010
20601nighon 0.067075 0.932915 0.000010
20602nighon 0.059281 0.940709 0.000010
20603nighon 0.058093 0.941743 0.000165
20604nighon 0.061299 0.938691 0.000010
20605nighon 0.064895 0.935095 0.000010
20606nighon 0.063001 0.935196 0.001802
20607nighon 0.059547 0.939524 0.000928
20608nighon 0.062426 0.937564 0.000010
20609nighon 0.060921 0.939069 0.000010
20610nighon 0.063721 0.936269 0.000010
20613ranhon 0.063590 0.936400 0.000010
20615gumhon 0.000012 0.999978 0.000010
20617gumhon 0.000010 0.999980 0.000010
20625puehon 0.084783 0.911056 0.004161
20633puehon 0.084412 0.915120 0.000468
20635puehon 0.106499 0.889880 0.003621
20638puehon 0.087655 0.911019 0.001326
20641gumhon 0.000012 0.999978 0.000010
20642gumhon 0.000010 0.999980 0.000010
20643gumhon 0.000010 0.999980 0.000010
20644abehon 0.054678 0.945312 0.000010
20650prohon 0.048502 0.951488 0.000010
20696ranhon 0.113083 0.886907 0.000010
20751guthon 0.056492 0.943498 0.000010
20757indhon 0.999980 0.000010 0.000010
20759abehon 0.056811 0.943179 0.000010
20761abehon 0.058118 0.941653 0.000230
20762abehon 0.072712 0.924805 0.002483
20845prohon 0.066800 0.931812 0.001388
20846prohon 0.061908 0.936468 0.001624
20861abehon 0.058878 0.940089 0.001032
20862abehon 0.056477 0.942420 0.001103
20864abehon 0.058212 0.941574 0.000214
20866abehon 0.057565 0.940040 0.002395
20867abehon 0.054417 0.944887 0.000696
20892ranhon 0.103637 0.896353 0.000010
20893ranhon 0.132544 0.863261 0.004195
20894ranhon 0.124181 0.870023 0.005796
20896ranhon 0.097224 0.902766 0.000010
20922ranhon 0.120707 0.877845 0.001448
20923ranhon 0.124141 0.873565 0.002294
20980ranhon 0.130236 0.864611 0.005153
23301gumboc 0.000013 0.999977 0.000010
23318gutboc 0.048491 0.949995 0.001514
23322affboc 0.055070 0.944920 0.000010
27698abequi 0.084160 0.913163 0.002676
27707uniqui 0.111126 0.883768 0.005106
27709uniqui 0.107260 0.889422 0.003318
27936atltam 0.000010 0.000010 0.999980
28366gumboc 0.000010 0.999980 0.000010
28389abeboc 0.134307 0.863631 0.002062
28713puequi 0.147304 0.850800 0.001896
28939puequi 0.187252 0.812201 0.000547
29137nigqui 0.078071 0.921919 0.000010
29212indqui 0.999971 0.000019 0.000010
29213indqui 0.999980 0.000010 0.000010
30001nigqui 0.104100 0.895890 0.000010
33023nigqui 0.114757 0.883033 0.002210
52988atltam 0.000010 0.000010 0.999980
52989atltam 0.000010 0.000010 0.999980
52990atltam 0.000010 0.000010 0.999980
54649casliz 0.048718 0.816667 0.134615
54650casliz 0.051689 0.814947 0.133364
54689atlliz 0.004366 0.277417 0.718217
54761atlliz 0.003857 0.261109 0.735034
54786atlliz 0.000010 0.000010 0.999980
54849atlliz 0.000010 0.000010 0.999980
62263pueala 0.101434 0.832976 0.065590
62264pueala 0.087918 0.845464 0.066617
62515gemarc 0.068633 0.862449 0.068917
62549ecoarc 0.031665 0.420085 0.548250
62550abearc 0.056757 0.867570 0.075672
62551abearc 0.056983 0.864674 0.078343
62552abearc 0.059942 0.865040 0.075018
62553gemarc 0.086492 0.869816 0.043692
62555esparc 0.046488 0.930970 0.022542
62556ecoarc 0.032685 0.433690 0.533626
62558floarc 0.038738 0.428729 0.532533
62559floarc 0.056025 0.619940 0.324035
62560floarc 0.034256 0.422192 0.543552
62562ranarc 0.086247 0.868931 0.044822
62570gemarc 0.087721 0.871768 0.040511
62571esparc 0.035280 0.952859 0.011861
62575ranarc 0.074596 0.874530 0.050875
62576ecoarc 0.033232 0.420118 0.546651
62577puearc 0.086183 0.793846 0.119970
62585esparc 0.039536 0.948907 0.011557
62948puearc 0.079265 0.807030 0.113706
62953puearc 0.073848 0.811625 0.114526
FL0318indpri 0.999980 0.000010 0.000010
FL0324tanpri 0.018597 0.970266 0.011137
FL0331chlpri 0.016921 0.969833 0.013246
FL0835prosan 0.056129 0.943202 0.000669
FL0836gutsan 0.048726 0.946575 0.004699
FL0839abesan 0.064612 0.934480 0.000908
FL0880ransan 0.067481 0.930262 0.002257
HypoHaiti1libhai 0.160563 0.833663 0.005774
HypoHaiti2libhai 0.159320 0.836150 0.004529
HypoHaiti3libhai 0.159366 0.835130 0.005504
PL17_101maybel 0.132184 0.867806 0.000010
PL17_111indbel 0.612597 0.387393 0.000010
PL17_119maybel 0.130017 0.869973 0.000010
PL17_120maybel 0.117048 0.882942 0.000010
PL17_121maybel 0.113075 0.886915 0.000010
PL17_122maybel 0.132605 0.867385 0.000010
PL17_123maybel 0.121207 0.878783 0.000010
PL17_124maybel 0.137153 0.862837 0.000010
PL17_125ranbel 0.104596 0.895394 0.000010
PL17_126maybel 0.138303 0.861687 0.000010
PL17_134uniflk 0.088567 0.830446 0.080987
PL17_135uniflk 0.093231 0.812051 0.094717
PL17_136uniflk 0.094929 0.798990 0.106081
PL17_137uniflk 0.090505 0.820469 0.089026
PL17_138uniflk 0.083128 0.826872 0.090000
PL17_139pueflk 0.076564 0.881672 0.041764
PL17_140uniflk 0.094228 0.831051 0.074720
PL17_141uniflk 0.079394 0.839516 0.081090
PL17_142gemflk 0.102944 0.827325 0.069731
PL17_143uniflk 0.091741 0.834333 0.073926
PL17_144gemflk 0.088243 0.840678 0.071079
PL17_145gemflk 0.084231 0.847393 0.068376
PL17_148gemflk 0.091203 0.839351 0.069446
PL17_149nigflk 0.098101 0.901889 0.000010
PL17_153gemflk 0.087227 0.837779 0.074995
PL17_155pueflk 0.386910 0.554416 0.058674
PL17_157pueflk 0.075996 0.920057 0.003947
PL17_159pueflk 0.104504 0.854381 0.041115
PL17_160floflk 0.044379 0.465500 0.490121
PL17_23tanpri 0.032323 0.954464 0.013214
PL17_35indpri 0.999980 0.000010 0.000010
PL17_37chlpri 0.011436 0.975579 0.012985
PL17_38chlpri 0.019643 0.967739 0.012617
PL17_39chlpri 0.012391 0.973942 0.013667
PL17_40chlpri 0.025661 0.961251 0.013088
PL17_41chlpri 0.014608 0.970823 0.014570
PL17_42chlpri 0.018026 0.970518 0.011455
PL17_43chlpri 0.016548 0.973644 0.009808
PL17_44chlpri 0.025901 0.961510 0.012589
PL17_50puepri 0.028243 0.961054 0.010703
PL17_53puepri 0.016340 0.973060 0.010599
PL17_54puepri 0.013271 0.974646 0.012083
PL17_55unipri 0.056274 0.933951 0.009775
PL17_56tanpri 0.026333 0.959616 0.014050
PL17_57puepri 0.012779 0.974368 0.012854
PL17_60puepri 0.037270 0.948425 0.014305
PL17_62chlpri 0.012626 0.975708 0.011667
PL17_63unipri 0.055701 0.934239 0.010061
PL17_64indpri 0.999972 0.000018 0.000010
PL17_65puepri 0.028863 0.956610 0.014528
PL17_66unipri 0.054786 0.935614 0.009600
PL17_67unipri 0.069151 0.918741 0.012108
PL17_68gutpri 0.029871 0.960009 0.010120
PL17_69puepri 0.044732 0.944749 0.010519
PL17_70unipri 0.061567 0.930080 0.008353
PL17_71tanpri 0.033768 0.955536 0.010695
PL17_72tanpri 0.042252 0.944722 0.013026
PL17_73unipri 0.045472 0.944384 0.010144
PL17_74unipri 0.054007 0.934643 0.011350
PL17_75abepri 0.022428 0.968290 0.009282
PL17_76tanpri 0.038482 0.949053 0.012466
PL17_77unipri 0.056686 0.934226 0.009088
PL17_79abepri 0.014430 0.977112 0.008458
PL17_82puepri 0.028839 0.956712 0.014449
PL17_85indpri 0.999980 0.000010 0.000010
PL17_86chlpri 0.017825 0.969196 0.012979
PL17_88abebel 0.157874 0.842116 0.000010
PL17_89maybel 0.131001 0.868989 0.000010
PL17_95maybel 0.147965 0.852025 0.000010
PL17_98indbel 0.552187 0.447803 0.000010
Ross1gemare 0.082409 0.872554 0.045037
Ross2abeare 0.080451 0.859274 0.060275
Ross3pueare 0.087469 0.830972 0.081559
