27698abequi 0.137400 0.000010 0.038770 0.120259 0.409388 0.294173
27707uniqui 0.026963 0.000010 0.061836 0.137334 0.473442 0.300415
27709uniqui 0.027492 0.000010 0.048988 0.184941 0.371788 0.366782
27936atltam 0.000010 0.999944 0.000016 0.000010 0.000010 0.000010
28366gumboc 0.923430 0.000010 0.000010 0.023584 0.000010 0.052957
28389abeboc 0.033100 0.001220 0.068398 0.325059 0.208534 0.363689
28713puequi 0.027771 0.000226 0.079843 0.220132 0.237466 0.434562
28939puequi 0.026124 0.000010 0.116923 0.200687 0.199409 0.456847
29137nigqui 0.015770 0.000010 0.021724 0.483034 0.249461 0.230000
29212indqui 0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
29213indqui 0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
30001nigqui 0.000414 0.000010 0.048372 0.628326 0.149835 0.173044
33023nigqui 0.003570 0.000010 0.073228 0.538680 0.307661 0.076851
52988atltam 0.000010 0.999937 0.000019 0.000014 0.000010 0.000010
52989atltam 0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
52990atltam 0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
54649casliz 0.024125 0.128896 0.000010 0.076514 0.420941 0.349514
54650casliz 0.021523 0.127878 0.001421 0.085440 0.407338 0.356400
54689atlliz 0.010898 0.720703 0.000010 0.058593 0.001099 0.208695
54761atlliz 0.004307 0.734321 0.000010 0.026217 0.075755 0.159390
54786atlliz 0.000010 0.999946 0.000014 0.000010 0.000010 0.000010
54849atlliz 0.000010 0.999945 0.000015 0.000010 0.000010 0.000010
62263pueala 0.038125 0.063396 0.039520 0.171509 0.271982 0.415468
62264pueala 0.030331 0.064235 0.024148 0.180657 0.275086 0.425544
62515gemarc 0.006697 0.062805 0.021935 0.206368 0.449754 0.252440
62549ecoarc 0.000010 0.542780 0.015557 0.053295 0.295840 0.092519
62550abearc 0.023992 0.070976 0.001916 0.157117 0.392844 0.353154
62551abearc 0.027989 0.073650 0.003106 0.167909 0.385442 0.341904
62552abearc 0.025732 0.070243 0.005812 0.171244 0.390031 0.336939
62553gemarc 0.000010 0.035503 0.050968 0.216572 0.555786 0.141162
62555esparc 0.000010 0.014499 0.000010 0.048826 0.569235 0.367421
62556ecoarc 0.000010 0.528484 0.014791 0.064770 0.291362 0.100583
62558floarc 0.000010 0.526971 0.021659 0.063875 0.295650 0.091835
62559floarc 0.007585 0.319255 0.021177 0.123496 0.318268 0.210219
62560floarc 0.000010 0.538056 0.018788 0.049731 0.305057 0.088358
62562ranarc 0.022824 0.037568 0.039154 0.093438 0.507220 0.299796
62570gemarc 0.000968 0.032791 0.050000 0.213041 0.541506 0.161694
62571esparc 0.000010 0.004244 0.000010 0.048695 0.503298 0.443743
62575ranarc 0.032818 0.043761 0.029043 0.087521 0.515467 0.291391
62576ecoarc 0.000010 0.541741 0.015099 0.067085 0.272204 0.103861
62577puearc 0.014382 0.112913 0.047853 0.116356 0.486579 0.221916
62585esparc 0.000010 0.002274 0.000010 0.019442 0.608299 0.369966
62948puearc 0.015201 0.107456 0.035899 0.141730 0.442535 0.257178
62953puearc 0.019322 0.109749 0.023799 0.159023 0.375661 0.312446
FL0318indpri 0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
FL0324tanpri 0.000978 0.000010 0.000010 0.000803 0.938215 0.059984
FL0331chlpri 0.004261 0.000011 0.000010 0.026457 0.816318 0.152942
FL0835prosan 0.021258 0.000010 0.017741 0.497955 0.405214 0.057822
FL0836gutsan 0.320095 0.000010 0.040107 0.020039 0.586167 0.033582
FL0839abesan 0.086843 0.000010 0.009789 0.195575 0.360609 0.347175
FL0880ransan 0.087028 0.000010 0.019996 0.126897 0.464902 0.301168
HypoHaiti1libhai 0.001420 0.004612 0.081645 0.208030 0.189872 0.514422
HypoHaiti2libhai 0.001831 0.003202 0.081653 0.209384 0.196575 0.507355
HypoHaiti3libhai 0.000010 0.004566 0.079548 0.206289 0.193374 0.516213
PL17_101maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
PL17_111indbel 0.000010 0.000010 0.580487 0.349227 0.000010 0.070256
PL17_119maybel 0.000011 0.000010 0.000010 0.000010 0.000010 0.999949
PL17_120maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
PL17_121maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
PL17_122maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
PL17_123maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
PL17_124maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
PL17_125ranbel 0.051876 0.000010 0.017570 0.157277 0.144720 0.628547
PL17_126maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
PL17_134uniflk 0.020024 0.074980 0.039963 0.103138 0.446446 0.315449
PL17_135uniflk 0.014747 0.087311 0.053013 0.076530 0.516638 0.251761
PL17_136uniflk 0.014011 0.098431 0.053909 0.070543 0.508398 0.254707
PL17_137uniflk 0.030207 0.083202 0.044478 0.105105 0.437940 0.299068
PL17_138uniflk 0.020211 0.084217 0.034429 0.110080 0.435859 0.315203
PL17_139pueflk 0.036445 0.038601 0.018375 0.200725 0.339466 0.366389
PL17_140uniflk 0.012658 0.068455 0.046184 0.110906 0.454748 0.307050
PL17_141uniflk 0.020194 0.075111 0.030651 0.116468 0.444053 0.313524
PL17_142gemflk 0.000010 0.062565 0.068353 0.237339 0.506352 0.125380
PL17_143uniflk 0.019009 0.067796 0.044636 0.114445 0.455644 0.298469
PL17_144gemflk 0.001417 0.065465 0.045335 0.266030 0.428744 0.193008
PL17_145gemflk 0.003220 0.063141 0.040354 0.284971 0.414455 0.193860
PL17_148gemflk 0.000010 0.062532 0.055174 0.262317 0.487147 0.132820
PL17_149nigflk 0.001746 0.000010 0.041984 0.614269 0.176021 0.165970
PL17_153gemflk 0.000010 0.067906 0.050772 0.249028 0.495727 0.136556
PL17_155pueflk 0.007807 0.055737 0.344888 0.082443 0.240070 0.269056
PL17_157pueflk 0.035349 0.000010 0.028907 0.216164 0.470612 0.248959
PL17_159pueflk 0.021448 0.037868 0.043459 0.182870 0.319282 0.395072
PL17_160floflk 0.024653 0.486276 0.021006 0.083627 0.242469 0.141969
PL17_23tanpri 0.010951 0.000010 0.014916 0.000010 0.934585 0.039528
PL17_35indpri 0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
PL17_37chlpri 0.000250 0.000011 0.000010 0.037810 0.811297 0.150623
PL17_38chlpri 0.005184 0.000010 0.000010 0.034980 0.826895 0.132922
PL17_39chlpri 0.014652 0.000095 0.000010 0.041123 0.814019 0.130101
PL17_40chlpri 0.005190 0.000010 0.004273 0.021906 0.890203 0.078419
PL17_41chlpri 0.012987 0.000708 0.000010 0.045817 0.801882 0.138597
PL17_42chlpri 0.006119 0.000010 0.000010 0.051129 0.779018 0.163714
PL17_43chlpri 0.003919 0.000010 0.000010 0.034649 0.810464 0.150948
PL17_44chlpri 0.000010 0.000011 0.000010 0.040339 0.820525 0.139105
PL17_50puepri 0.000010 0.000010 0.000010 0.044616 0.784424 0.170930
PL17_53puepri 0.000010 0.000010 0.000010 0.041076 0.817672 0.141222
PL17_54puepri 0.008995 0.000010 0.000010 0.036636 0.822699 0.131651
PL17_55unipri 0.002542 0.000010 0.020727 0.056427 0.720084 0.200209
PL17_56tanpri 0.002828 0.000010 0.008999 0.000010 0.943524 0.044629
PL17_57puepri 0.000010 0.000010 0.000010 0.017927 0.834252 0.147791
PL17_60puepri 0.010779 0.000846 0.013344 0.015443 0.849967 0.109621
PL17_62chlpri 0.000010 0.000010 0.000010 0.038377 0.820346 0.141247
PL17_63unipri 0.003699 0.000010 0.023013 0.028721 0.761753 0.182803
PL17_64indpri 0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
PL17_65puepri 0.006723 0.000010 0.005448 0.007428 0.883402 0.096988
PL17_66unipri 0.000010 0.000010 0.021964 0.038656 0.762704 0.176656
PL17_67unipri 0.003450 0.000010 0.046185 0.017186 0.827458 0.105711
PL17_68gutpri 0.162487 0.000010 0.016685 0.000010 0.820797 0.000010
PL17_69puepri 0.020152 0.000010 0.019740 0.049802 0.800064 0.110232
PL17_70unipri 0.009935 0.000010 0.032343 0.028322 0.771385 0.158005
PL17_71tanpri 0.012136 0.000010 0.018933 0.000010 0.939591 0.029319
PL17_72tanpri 0.003053 0.000010 0.029042 0.000010 0.967875 0.000010
PL17_73unipri 0.003367 0.000010 0.008069 0.058472 0.709347 0.220736
PL17_74unipri 0.000010 0.000010 0.023102 0.036114 0.780774 0.159990
PL17_75abepri 0.114002 0.000010 0.000010 0.017531 0.725305 0.143142
PL17_76tanpri 0.000010 0.000010 0.024341 0.000010 0.963932 0.011698
PL17_77unipri 0.008474 0.000010 0.024689 0.046185 0.745119 0.175522
PL17_79abepri 0.092046 0.000010 0.000010 0.031598 0.752973 0.123363
PL17_82puepri 0.000562 0.000010 0.005075 0.000010 0.885249 0.109094
PL17_85indpri 0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
PL17_86chlpri 0.007539 0.000472 0.000010 0.047435 0.785195 0.159349
PL17_88abebel 0.040855 0.000010 0.082780 0.204684 0.170810 0.500861
PL17_89maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
PL17_95maybel 0.000010 0.000010 0.006727 0.000010 0.000010 0.993233
PL17_98indbel 0.001926 0.000010 0.535079 0.279422 0.176582 0.006981
Ross1gemare 0.000010 0.036746 0.044144 0.211637 0.550482 0.156981
Ross2abeare 0.024318 0.052671 0.039838 0.124345 0.528137 0.230691
Ross3pueare 0.008998 0.075225 0.040446 0.140560 0.451505 0.283266
