20601nighon 0.050418 0.000010 0.050309 0.008964 0.341944 0.418275 0.060168 0.069903 0.000010
20602nighon 0.064249 0.000010 0.070100 0.000010 0.326072 0.401926 0.065097 0.072527 0.000010
20603nighon 0.052402 0.000010 0.083747 0.009000 0.304831 0.425138 0.070768 0.054094 0.000010
20604nighon 0.053279 0.000010 0.065080 0.000775 0.322959 0.422311 0.070191 0.065386 0.000010
20605nighon 0.061028 0.000010 0.076817 0.009550 0.331708 0.403999 0.065179 0.051699 0.000010
20606nighon 0.053883 0.000010 0.070641 0.000010 0.306522 0.420856 0.072202 0.074106 0.001770
20607nighon 0.053061 0.000010 0.060258 0.000010 0.305055 0.446755 0.061801 0.072421 0.000628
20608nighon 0.062057 0.000010 0.050155 0.000010 0.322294 0.426665 0.070303 0.068496 0.000010
20609nighon 0.053549 0.000010 0.049807 0.000010 0.318268 0.441240 0.057137 0.079970 0.000010
20610nighon 0.051172 0.000010 0.081111 0.000010 0.304283 0.425480 0.052665 0.085258 0.000010
20613ranhon 0.052495 0.000010 0.068892 0.000010 0.177219 0.546926 0.103972 0.050466 0.000010
20615gumhon 0.999920 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
20617gumhon 0.999920 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
20625puehon 0.020231 0.026093 0.214962 0.177080 0.175145 0.324868 0.013449 0.048161 0.000010
20633puehon 0.021050 0.018222 0.068473 0.039394 0.227671 0.578610 0.018673 0.027898 0.000010
20635puehon 0.019052 0.039827 0.044258 0.065273 0.224006 0.577101 0.021409 0.009064 0.000010
20638puehon 0.018644 0.022210 0.074008 0.063601 0.220612 0.527020 0.015742 0.058154 0.000010
20641gumhon 0.999920 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
20642gumhon 0.999920 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
20643gumhon 0.999920 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
20644abehon 0.112822 0.000010 0.062763 0.026236 0.228241 0.462689 0.060930 0.046298 0.000010
20650prohon 0.011171 0.000010 0.108006 0.000010 0.617001 0.151840 0.000010 0.111941 0.000010
20696ranhon 0.037817 0.032513 0.026773 0.000010 0.165790 0.452570 0.284508 0.000010 0.000010
20751guthon 0.315831 0.024338 0.251313 0.236659 0.042850 0.127804 0.001184 0.000010 0.000010
20757indhon 0.000010 0.984937 0.000010 0.014993 0.000010 0.000010 0.000010 0.000010 0.000010
20759abehon 0.103349 0.001053 0.156330 0.035792 0.193234 0.456048 0.046675 0.007510 0.000010
20761abehon 0.098849 0.002245 0.164540 0.035875 0.186455 0.451258 0.054342 0.006426 0.000010
20762abehon 0.106438 0.020578 0.231237 0.181462 0.124550 0.292189 0.043328 0.000208 0.000010
20845prohon 0.013109 0.000017 0.232737 0.127811 0.548397 0.000010 0.000010 0.077898 0.000010
20846prohon 0.007905 0.000010 0.220966 0.124788 0.556206 0.000010 0.000010 0.090095 0.000010
20861abehon 0.085824 0.001849 0.170172 0.035737 0.201519 0.445196 0.053952 0.005740 0.000010
20862abehon 0.041965 0.000010 0.104137 0.026224 0.200561 0.527395 0.050654 0.049044 0.000010
20864abehon 0.129229 0.004338 0.149879 0.046938 0.173785 0.443504 0.047278 0.005038 0.000010
20866abehon 0.107739 0.001410 0.140442 0.081321 0.175544 0.451636 0.037006 0.004892 0.000010
20867abehon 0.120227 0.000010 0.150925 0.044913 0.179086 0.449698 0.055121 0.000010 0.000010
20892ranhon 0.035789 0.025115 0.034717 0.000010 0.196055 0.438215 0.250980 0.019109 0.000010
20893ranhon 0.023197 0.067502 0.240766 0.290456 0.136764 0.120903 0.120392 0.000010 0.000010
20894ranhon 0.041826 0.059005 0.241824 0.299494 0.074277 0.115320 0.168235 0.000010 0.000010
20896ranhon 0.030196 0.017269 0.043103 0.014155 0.179358 0.434743 0.257487 0.023679 0.000010
20922ranhon 0.024214 0.050739 0.157419 0.160155 0.164852 0.283795 0.158805 0.000010 0.000010
20923ranhon 0.047876 0.058027 0.234527 0.278943 0.074464 0.121283 0.184859 0.000010 0.000010
20980ranhon 0.035749 0.066510 0.255039 0.293029 0.084485 0.101959 0.163208 0.000010 0.000010
23301gumboc 0.999920 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
23318gutboc 0.344721 0.018243 0.336404 0.300582 0.000010 0.000010 0.000010 0.000010 0.000010
23322affboc 0.021310 0.000010 0.045520 0.000011 0.000045 0.393763 0.111067 0.428264 0.000010
27698abequi 0.131265 0.031850 0.202665 0.172855 0.094425 0.282245 0.076014 0.008672 0.000010
27707uniqui 0.017665 0.054070 0.200611 0.192013 0.133518 0.400929 0.001175 0.000010 0.000010
27709uniqui 0.015575 0.043464 0.119184 0.105197 0.204891 0.485887 0.025783 0.000010 0.000010
27936atltam 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999920
28366gumboc 0.912720 0.000010 0.000010 0.000010 0.021289 0.065930 0.000010 0.000011 0.000010
28389abeboc 0.015822 0.075863 0.013545 0.073065 0.000010 0.581790 0.000010 0.239885 0.000010
28713puequi 0.013610 0.077419 0.018407 0.045361 0.238764 0.547376 0.059044 0.000010 0.000010
28939puequi 0.010366 0.118173 0.000010 0.046621 0.169974 0.561256 0.078759 0.014831 0.000010
29137nigqui 0.007643 0.000010 0.066511 0.013019 0.610192 0.213163 0.020461 0.068990 0.000010
29212indqui 0.000010 0.999920 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
29213indqui 0.000010 0.999920 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
30001nigqui 0.000010 0.000010 0.000010 0.000010 0.999920 0.000010 0.000010 0.000010 0.000010
33023nigqui 0.000010 0.017025 0.035273 0.125600 0.822052 0.000010 0.000010 0.000010 0.000010
52988atltam 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999920
52989atltam 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999920
52990atltam 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999920
54649casliz 0.009440 0.000010 0.031483 0.453460 0.000010 0.394399 0.000010 0.000010 0.111178
54650casliz 0.009488 0.000010 0.029951 0.438401 0.000010 0.404258 0.006414 0.000010 0.111458
54689atlliz 0.000010 0.000010 0.000010 0.000010 0.000010 0.235582 0.031708 0.017559 0.715101
54761atlliz 0.000010 0.000010 0.000010 0.079691 0.000010 0.177855 0.016644 0.000010 0.725760
54786atlliz 0.000010 0.000010 0.000010 0.000010 0.000013 0.000010 0.000010 0.000010 0.999917
54849atlliz 0.000010 0.000010 0.000010 0.000010 0.000010 0.000011 0.000010 0.000010 0.999919
62263pueala 0.022176 0.032141 0.000010 0.272530 0.097659 0.471405 0.050036 0.001349 0.052694
62264pueala 0.014537 0.019507 0.000010 0.258397 0.072269 0.513560 0.043153 0.024186 0.054381
62515gemarc 0.000010 0.000010 0.060985 0.611204 0.077323 0.150775 0.031694 0.027001 0.040998
62549ecoarc 0.000010 0.000010 0.000010 0.480749 0.000010 0.000010 0.000010 0.000010 0.519181
62550abearc 0.014534 0.000010 0.033598 0.459527 0.039252 0.346416 0.046090 0.006796 0.053777
62551abearc 0.017299 0.000010 0.034523 0.433545 0.074252 0.347213 0.031588 0.004377 0.057193
62552abearc 0.016404 0.000010 0.034370 0.437219 0.047837 0.363969 0.024200 0.021803 0.054189
62553gemarc 0.000010 0.003450 0.075249 0.847429 0.063714 0.000010 0.000010 0.004860 0.005267
62555esparc 0.000010 0.000010 0.114168 0.421389 0.000010 0.464383 0.000010 0.000010 0.000010
62556ecoarc 0.000010 0.000010 0.000010 0.494774 0.000010 0.000010 0.000010 0.000010 0.505156
62558floarc 0.000010 0.000010 0.000010 0.497929 0.000010 0.000010 0.000010 0.000010 0.502001
62559floarc 0.002383 0.003943 0.003380 0.463379 0.009120 0.188240 0.014958 0.014734 0.299864
62560floarc 0.000010 0.000010 0.000010 0.486304 0.000010 0.000010 0.000010 0.000010 0.513626
62562ranarc 0.014406 0.017083 0.127769 0.597361 0.000010 0.174597 0.052189 0.000010 0.016575
62570gemarc 0.000010 0.007881 0.092252 0.823723 0.043185 0.000010 0.000010 0.029834 0.003094
62571esparc 0.000010 0.000010 0.062266 0.304878 0.000010 0.632797 0.000010 0.000010 0.000010
62575ranarc 0.025039 0.003727 0.125635 0.626975 0.000010 0.146566 0.050720 0.000010 0.021317
62576ecoarc 0.000010 0.000010 0.000010 0.481592 0.000010 0.000010 0.000010 0.000010 0.518338
62577puearc 0.007913 0.028113 0.133623 0.546222 0.000010 0.186975 0.002883 0.000010 0.094251
62585esparc 0.000010 0.000010 0.144812 0.385521 0.000010 0.469607 0.000010 0.000010 0.000010
62948puearc 0.007249 0.016709 0.085389 0.495222 0.040147 0.257601 0.002888 0.004824 0.089971
62953puearc 0.009348 0.009122 0.037411 0.428105 0.048435 0.329913 0.025654 0.017502 0.094511
FL0318indpri 0.000010 0.999920 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
FL0324tanpri 0.000010 0.000010 0.877241 0.000010 0.019023 0.064214 0.033396 0.006086 0.000010
FL0331chlpri 0.000010 0.000010 0.702007 0.000010 0.037187 0.236210 0.020700 0.000010 0.003855
FL0835prosan 0.013197 0.000010 0.206094 0.110989 0.566522 0.000010 0.000010 0.103158 0.000010
FL0836gutsan 0.312748 0.016340 0.342658 0.328204 0.000010 0.000010 0.000010 0.000010 0.000010
FL0839abesan 0.075179 0.005357 0.131074 0.076140 0.197205 0.468802 0.033332 0.012900 0.000010
FL0880ransan 0.079224 0.013050 0.239216 0.164077 0.118082 0.332119 0.054212 0.000010 0.000010
HypoHaiti1libhai 0.000010 0.094995 0.000010 0.005137 0.044643 0.751219 0.028232 0.071846 0.003907
HypoHaiti2libhai 0.000010 0.094638 0.000010 0.016274 0.023443 0.752024 0.026200 0.084646 0.002756
HypoHaiti3libhai 0.000010 0.092421 0.000010 0.020299 0.038086 0.740318 0.031934 0.073506 0.003416
PL17_101maybel 0.000010 0.000010 0.000018 0.000010 0.000010 0.000010 0.999912 0.000010 0.000010
PL17_111indbel 0.000010 0.539956 0.000010 0.000010 0.459974 0.000010 0.000010 0.000010 0.000010
PL17_119maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999920 0.000010 0.000010
PL17_120maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999920 0.000010 0.000010
PL17_121maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999920 0.000010 0.000010
PL17_122maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999920 0.000010 0.000010
PL17_123maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999920 0.000010 0.000010
PL17_124maybel 0.000010 0.000010 0.000011 0.000010 0.000010 0.000010 0.999919 0.000010 0.000010
PL17_125ranbel 0.039795 0.020231 0.018788 0.000010 0.168770 0.437100 0.315287 0.000010 0.000010
PL17_126maybel 0.000010 0.000017 0.000010 0.000010 0.000010 0.000010 0.999913 0.000010 0.000010
PL17_134uniflk 0.009620 0.030412 0.120927 0.337282 0.016657 0.420984 0.000010 0.000010 0.064098
PL17_135uniflk 0.006298 0.036287 0.168741 0.429738 0.000010 0.285875 0.000010 0.000010 0.073030
PL17_136uniflk 0.006022 0.037074 0.158595 0.439277 0.000010 0.276047 0.000010 0.000010 0.082954
PL17_137uniflk 0.020970 0.034369 0.127693 0.324855 0.035015 0.383011 0.001404 0.000010 0.072671
PL17_138uniflk 0.010862 0.024929 0.125667 0.331903 0.034433 0.376426 0.022670 0.000010 0.073098
PL17_139pueflk 0.023934 0.014925 0.090730 0.126407 0.146800 0.504301 0.024683 0.033035 0.035186
