18187nigbel 0.000010 0.038438 0.002120 0.566717 0.138065 0.206513 0.048137
18195indbel 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
18222indbel 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
18225indbel 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
18226indbel 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
18227indbel 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
18261unibel 0.000010 0.067391 0.010326 0.054056 0.326163 0.513107 0.028948
18263abebel 0.000010 0.084703 0.026303 0.075834 0.019665 0.667810 0.125674
18267unibel 0.000010 0.071108 0.013557 0.147855 0.133978 0.571475 0.062017
18274unibel 0.000010 0.123775 0.000010 0.081631 0.011706 0.688154 0.094714
18276unibel 0.000010 0.120627 0.001092 0.079691 0.017694 0.697694 0.083191
18418nigboc 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
18419pueboc 0.000010 0.025861 0.012503 0.199859 0.000010 0.743367 0.018389
18420uniboc 0.000010 0.001950 0.002280 0.037093 0.069899 0.883257 0.005511
18421pueboc 0.000010 0.030103 0.005536 0.223896 0.000010 0.730933 0.009512
18422pueboc 0.000010 0.028057 0.010676 0.196317 0.000010 0.754627 0.010303
18424nigboc 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
18426pueboc 0.000010 0.023345 0.012586 0.190306 0.000010 0.755301 0.018442
18427pueboc 0.000010 0.027387 0.010212 0.185443 0.000010 0.764071 0.012867
18428nigboc 0.000012 0.000010 0.000010 0.999938 0.000010 0.000010 0.000010
18429pueboc 0.000010 0.031006 0.011030 0.198324 0.000010 0.745658 0.013961
18430pueboc 0.000010 0.036044 0.014157 0.194128 0.002694 0.733160 0.019807
18432pueboc 0.000010 0.030612 0.009107 0.211428 0.000010 0.737646 0.011187
18434pueboc 0.000010 0.034812 0.011220 0.199241 0.000010 0.746998 0.007708
18435uniboc 0.000010 0.000010 0.000010 0.053053 0.046589 0.900318 0.000010
18439uniboc 0.000010 0.006541 0.000010 0.058620 0.073139 0.858866 0.002814
18440uniboc 0.000010 0.009721 0.000010 0.051021 0.099550 0.839678 0.000010
18441uniboc 0.000010 0.006504 0.000010 0.043413 0.079843 0.868318 0.001902
18442uniboc 0.000010 0.000010 0.000010 0.038073 0.058973 0.902914 0.000010
18445uniboc 0.000010 0.011693 0.000010 0.048053 0.104312 0.833721 0.002201
18446uniboc 0.000010 0.010768 0.001499 0.061217 0.107581 0.809999 0.008925
18447uniboc 0.000010 0.007359 0.000274 0.036854 0.042372 0.913120 0.000010
18448uniboc 0.000010 0.000016 0.000010 0.059494 0.065784 0.866817 0.007870
18449gumboc 0.000010 0.000010 0.826935 0.000010 0.173015 0.000010 0.000010
18450uniboc 0.000010 0.008888 0.000010 0.051099 0.062721 0.877261 0.000010
18452abeboc 0.000010 0.008965 0.101453 0.086749 0.199499 0.543847 0.059477
18454uniboc 0.000010 0.000014 0.002051 0.047706 0.079569 0.870640 0.000010
18471abeboc 0.000010 0.002036 0.116742 0.091020 0.216508 0.523139 0.050544
18492abebel 0.000010 0.083182 0.016711 0.090647 0.014862 0.667211 0.127378
18493abebel 0.000010 0.082425 0.027358 0.075295 0.033192 0.646791 0.134930
18901nigboc 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
18902nigboc 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
18903nigboc 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
18904nigboc 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
18905nigboc 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
18906nigboc 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
18907nigboc 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
18909nigboc 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
18912pueboc 0.000010 0.027268 0.011241 0.196029 0.000010 0.747394 0.018048
18915pueboc 0.000010 0.027541 0.002480 0.201539 0.000010 0.744547 0.023874
18917pueboc 0.000010 0.032537 0.001336 0.209204 0.000010 0.737361 0.019541
18935affboc 0.000010 0.005179 0.014815 0.447385 0.085103 0.344749 0.102759
18936affboc 0.000010 0.000010 0.016094 0.433106 0.011713 0.416196 0.122870
18949abegun 0.000010 0.017870 0.018797 0.181421 0.000010 0.710898 0.070993
18986affboc 0.000010 0.014046 0.018550 0.402233 0.075693 0.384154 0.105313
19076gutbar 0.000010 0.001493 0.227348 0.000010 0.769141 0.000010 0.001988
19077tanbar 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010
19079tanbar 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010
19080gutbar 0.000010 0.000010 0.200077 0.000010 0.799873 0.000010 0.000010
19104puegun 0.000010 0.019370 0.018599 0.129847 0.068101 0.741290 0.022784
19105niggun 0.000368 0.055799 0.014508 0.256686 0.103506 0.509403 0.059731
19106puegun 0.000010 0.031028 0.009385 0.163755 0.089488 0.687189 0.019144
19108puegun 0.000010 0.033445 0.022166 0.135749 0.042895 0.737034 0.028701
19124indgun 0.000010 0.896626 0.000010 0.011874 0.000010 0.089463 0.002007
19131niggun 0.000010 0.038030 0.016104 0.188808 0.049388 0.648302 0.059358
19150niggun 0.000010 0.056223 0.000010 0.425530 0.162849 0.320576 0.034802
19162indgun 0.000010 0.976468 0.000010 0.000010 0.023482 0.000010 0.000010
19174affgun 0.000010 0.000010 0.024016 0.138115 0.055510 0.638092 0.144247
19190indgun 0.000010 0.893521 0.000010 0.000010 0.000010 0.106429 0.000010
19235gutgun 0.000010 0.040717 0.320584 0.005389 0.542130 0.091160 0.000010
19294affgun 0.000010 0.000010 0.026739 0.153178 0.018994 0.636691 0.164378
19416chlbar 0.000010 0.004856 0.000015 0.000010 0.995088 0.000010 0.000010
19425chlbar 0.000010 0.000010 0.022615 0.000010 0.977335 0.000010 0.000010
19426puebar 0.003070 0.009915 0.000010 0.000010 0.986974 0.000010 0.000010
19427puebar 0.001631 0.014330 0.000010 0.000010 0.982455 0.001554 0.000010
19428puebar 0.000941 0.003773 0.000010 0.000010 0.995246 0.000010 0.000010
19435chlbar 0.000010 0.000010 0.064113 0.000010 0.935837 0.000010 0.000010
19437tanbar 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010
19519affgun 0.000010 0.022834 0.017054 0.167150 0.072521 0.624049 0.096383
19546abegun 0.000010 0.017141 0.012703 0.170619 0.032431 0.690770 0.076325
19708abegun 0.000010 0.022981 0.020097 0.162098 0.000010 0.731654 0.063150
19881unibel 0.000010 0.066398 0.011821 0.073436 0.314810 0.511424 0.022100
20068gutbel 0.000010 0.048502 0.302144 0.014486 0.540280 0.094567 0.000010
20069gutbel 0.000010 0.073560 0.214057 0.029427 0.479992 0.168843 0.034111
20092unibel 0.000010 0.049270 0.008429 0.067164 0.214906 0.635162 0.025059
20120unibel 0.000010 0.077248 0.017080 0.070411 0.313372 0.495816 0.026062
20126unibel 0.000010 0.076031 0.017245 0.076943 0.308417 0.479158 0.042196
20128unibel 0.000010 0.083852 0.020000 0.050215 0.285387 0.538285 0.022251
20135unibel 0.000084 0.066439 0.017842 0.074759 0.304331 0.518331 0.018214
20149unibel 0.000010 0.040624 0.008452 0.062517 0.178142 0.672768 0.037488
20418gumhon 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
20419gumhon 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
20420gumhon 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
20421ranhon 0.000010 0.001176 0.050357 0.100340 0.092841 0.606779 0.148498
20425abehon 0.000010 0.000010 0.096103 0.167852 0.104798 0.567815 0.063412
20426gumhon 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
20427gumhon 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
20428gumhon 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
20429ranhon 0.000010 0.000010 0.054482 0.096189 0.080358 0.637729 0.131223
20430ranhon 0.000010 0.000010 0.052795 0.093012 0.099188 0.619768 0.135218
20433abehon 0.000010 0.000010 0.076262 0.149687 0.140147 0.566355 0.067529
20435chlhon 0.000010 0.007863 0.087548 0.203587 0.114713 0.509695 0.076584
20551puehon 0.001560 0.012819 0.020492 0.118547 0.151289 0.656749 0.038545
20552puehon 0.000010 0.005380 0.026749 0.167193 0.189617 0.561549 0.049502
20553puehon 0.000530 0.013774 0.030803 0.171641 0.176164 0.563644 0.043444
20554puehon 0.000010 0.011669 0.027719 0.124322 0.155843 0.630177 0.050259
20555puehon 0.000010 0.016981 0.031072 0.151722 0.146945 0.613191 0.040079
20556puehon 0.000010 0.019857 0.026251 0.169463 0.165102 0.583342 0.035974
20558puehon 0.000010 0.011072 0.027772 0.119781 0.157473 0.641574 0.042319
20559puehon 0.000010 0.008724 0.035507 0.156878 0.144178 0.603653 0.051050
20560unihon 0.000010 0.011937 0.015622 0.069795 0.082399 0.778682 0.041555
20561unihon 0.000010 0.012379 0.021683 0.072505 0.103435 0.756075 0.033912
20562unihon 0.000010 0.030703 0.022365 0.081171 0.096154 0.750795 0.018802
20563unihon 0.000010 0.016332 0.020071 0.082957 0.106442 0.722273 0.051916
20564unihon 0.000010 0.019326 0.017318 0.082280 0.095283 0.759920 0.025863
20565unihon 0.000010 0.016091 0.030536 0.093767 0.118502 0.705921 0.035172
20566unihon 0.000181 0.013830 0.020441 0.084831 0.102761 0.739675 0.038280
20567unihon 0.000010 0.013204 0.019029 0.082961 0.099883 0.746688 0.038224
20568unihon 0.000010 0.017837 0.024627 0.080920 0.098022 0.736882 0.041702
20571unihon 0.000010 0.009434 0.021528 0.079477 0.090882 0.747525 0.051144
20572unihon 0.000010 0.019503 0.018207 0.071558 0.103853 0.753665 0.033204
20599nighon 0.000010 0.004364 0.060594 0.231656 0.127891 0.510512 0.064972
20600nighon 0.000010 0.000708 0.056317 0.238836 0.112387 0.520899 0.070843
20601nighon 0.000010 0.004043 0.053726 0.240243 0.105161 0.520038 0.076780
20602nighon 0.000010 0.000010 0.067349 0.235981 0.120023 0.493199 0.083427
20603nighon 0.000010 0.000010 0.055317 0.202124 0.135236 0.520044 0.087259
20604nighon 0.000010 0.000010 0.056613 0.224775 0.115698 0.516364 0.086529
20605nighon 0.000010 0.004718 0.064242 0.218754 0.131670 0.498955 0.081651
20606nighon 0.000755 0.000371 0.057578 0.223979 0.117671 0.511264 0.088381
20607nighon 0.000010 0.000010 0.056665 0.219527 0.103018 0.541708 0.079061
20608nighon 0.000010 0.000010 0.065642 0.225918 0.096423 0.523066 0.088930
20609nighon 0.000010 0.000010 0.057866 0.236321 0.092978 0.537943 0.074872
20610nighon 0.000010 0.002104 0.055073 0.231416 0.126297 0.516405 0.068695
20613ranhon 0.000010 0.000010 0.056431 0.113113 0.087755 0.624657 0.118023
20615gumhon 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
20617gumhon 0.000012 0.000010 0.999938 0.000010 0.000010 0.000010 0.000010
20625puehon 0.000010 0.037152 0.022376 0.146512 0.342150 0.428742 0.023059
20633puehon 0.000010 0.021343 0.024512 0.121577 0.118704 0.682105 0.031750
20635puehon 0.000976 0.043720 0.022329 0.100656 0.106414 0.691021 0.034883
20638puehon 0.000010 0.026467 0.021712 0.154586 0.138658 0.630334 0.028233
20641gumhon 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
20642gumhon 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
20643gumhon 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
20644abehon 0.000010 0.000010 0.115856 0.147647 0.109546 0.552143 0.074789
20650prohon 0.000010 0.000010 0.016672 0.470434 0.213521 0.286463 0.012889
20696ranhon 0.000010 0.032917 0.040416 0.052989 0.049563 0.528025 0.296079
20751guthon 0.000010 0.036000 0.316638 0.022335 0.398598 0.219960 0.006459
20757indhon 0.000010 0.991117 0.000010 0.000010 0.008833 0.000010 0.000010
20759abehon 0.000010 0.004032 0.106139 0.085298 0.210160 0.537175 0.057186
20761abehon 0.000010 0.004938 0.101765 0.080488 0.218217 0.529517 0.065065
20762abehon 0.000010 0.029885 0.108140 0.068386 0.351534 0.390850 0.051195
20845prohon 0.000010 0.027931 0.016906 0.422089 0.396964 0.136090 0.000010
20846prohon 0.000010 0.021394 0.009823 0.439661 0.384036 0.145067 0.000010
20861abehon 0.000010 0.005174 0.088386 0.088399 0.225135 0.527320 0.065575
20862abehon 0.000010 0.000010 0.045111 0.130225 0.148222 0.613939 0.062483
20864abehon 0.000010 0.006929 0.131820 0.074576 0.205634 0.523620 0.057411
20866abehon 0.000010 0.005523 0.109916 0.077447 0.211360 0.547851 0.047894
20867abehon 0.000010 0.002080 0.123010 0.064404 0.209658 0.534041 0.066797
20892ranhon 0.000010 0.026947 0.038954 0.099237 0.058804 0.513833 0.262215
20893ranhon 0.000010 0.085826 0.024594 0.086081 0.419145 0.253930 0.130413
20894ranhon 0.000010 0.075343 0.042306 0.044514 0.415886 0.246748 0.175193
20896ranhon 0.000010 0.018978 0.033073 0.095489 0.073522 0.511323 0.267606
20922ranhon 0.000010 0.061485 0.026127 0.090172 0.270589 0.382830 0.168786
20923ranhon 0.000010 0.073422 0.049157 0.050189 0.399112 0.236221 0.191889
20980ranhon 0.000010 0.082404 0.036056 0.062393 0.426657 0.223526 0.168953
23301gumboc 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
23318gutboc 0.000010 0.040401 0.354464 0.019273 0.547648 0.035432 0.002773
23322affboc 0.000010 0.000010 0.025171 0.406501 0.038104 0.413557 0.116647
27698abequi 0.000010 0.039999 0.132490 0.058876 0.315455 0.370532 0.082638
27707uniqui 0.000010 0.063438 0.019720 0.050733 0.329611 0.524358 0.012130
27709uniqui 0.000010 0.050218 0.018324 0.081155 0.205373 0.606390 0.038530
27936atltam 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
28366gumboc 0.000010 0.000010 0.917163 0.002478 0.000010 0.073936 0.006394
28389abeboc 0.000809 0.071778 0.019940 0.202491 0.048290 0.656621 0.000071
28713puequi 0.000140 0.081835 0.016868 0.101449 0.071833 0.654741 0.073133
28939puequi 0.000010 0.119287 0.014495 0.080047 0.024433 0.672197 0.089531
29137nigqui 0.000010 0.022275 0.010043 0.415359 0.170902 0.337270 0.044140
29212indqui 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
29213indqui 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
30001nigqui 0.000010 0.048716 0.000010 0.579824 0.112494 0.208869 0.050077
33023nigqui 0.000010 0.072978 0.002845 0.512955 0.291627 0.111671 0.007914
52988atltam 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
52989atltam 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
52990atltam 0.999932 0.000018 0.000010 0.000010 0.000010 0.000010 0.000010
54649casliz 0.128595 0.000208 0.014963 0.000010 0.237123 0.615731 0.003370
54650casliz 0.127757 0.002896 0.012537 0.000010 0.230266 0.611821 0.014713
54689atlliz 0.717287 0.000010 0.000010 0.000010 0.000010 0.247126 0.035546
54761atlliz 0.733927 0.000010 0.000010 0.000010 0.014047 0.231630 0.020367
54786atlliz 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
54849atlliz 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
62263pueala 0.063350 0.040615 0.026853 0.052850 0.090065 0.667944 0.058324
62264pueala 0.064149 0.025257 0.018891 0.057323 0.081906 0.702748 0.049727
62515gemarc 0.062713 0.022196 0.001571 0.136461 0.339783 0.401465 0.035811
62549ecoarc 0.542628 0.012398 0.000010 0.010699 0.216565 0.217690 0.000010
62550abearc 0.071148 0.002505 0.015493 0.058982 0.234217 0.564619 0.053036
62551abearc 0.073903 0.003927 0.019290 0.071625 0.228859 0.562306 0.040090
62552abearc 0.070340 0.006875 0.017176 0.072828 0.228073 0.574768 0.029940
62553gemarc 0.035539 0.050157 0.000010 0.169589 0.477533 0.267160 0.000010
62555esparc 0.013802 0.000010 0.000010 0.000010 0.330388 0.655770 0.000010
62556ecoarc 0.528413 0.012247 0.000010 0.021916 0.212928 0.224476 0.000010
62558floarc 0.526893 0.018110 0.000010 0.018559 0.213435 0.222984 0.000010
62559floarc 0.319319 0.020722 0.002072 0.054880 0.203115 0.386924 0.012968
62560floarc 0.537952 0.015731 0.000010 0.008629 0.229537 0.208131 0.000010
62562ranarc 0.037434 0.040238 0.018096 0.025544 0.391891 0.429581 0.057216
62570gemarc 0.032768 0.049690 0.000010 0.167184 0.468570 0.265942 0.015835
62571esparc 0.003304 0.000010 0.000010 0.000010 0.221444 0.775211 0.000010
62575ranarc 0.043707 0.029721 0.028334 0.020654 0.399796 0.418404 0.059384
62576ecoarc 0.541671 0.012163 0.000010 0.021085 0.188109 0.236952 0.000010
62577puearc 0.112864 0.047956 0.009635 0.049866 0.370885 0.403245 0.005548
62585esparc 0.001353 0.000010 0.000010 0.000010 0.359454 0.639153 0.000010
62948puearc 0.107372 0.036481 0.009482 0.064532 0.311085 0.464223 0.006825
62953puearc 0.109858 0.024511 0.011305 0.069666 0.226400 0.528101 0.030159
FL0318indpri 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
FL0324tanpri 0.000010 0.000010 0.002882 0.002390 0.908135 0.044117 0.042456
FL0331chlpri 0.000010 0.000010 0.001158 0.000010 0.734126 0.231092 0.033594
FL0835prosan 0.000010 0.015038 0.018618 0.463449 0.372945 0.129930 0.000010
FL0836gutsan 0.000010 0.039564 0.321282 0.016385 0.567232 0.055517 0.000010
FL0839abesan 0.000010 0.010466 0.077943 0.096322 0.202999 0.567753 0.044507
FL0880ransan 0.000010 0.020842 0.081026 0.055021 0.351653 0.428434 0.063014
HypoHaiti1libhai 0.003113 0.085417 0.000010 0.041434 0.000010 0.834110 0.035906
HypoHaiti2libhai 0.002283 0.084746 0.000010 0.042707 0.000010 0.837634 0.032609
HypoHaiti3libhai 0.003578 0.084063 0.000010 0.042487 0.000010 0.830457 0.039396
PL17_101maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
PL17_111indbel 0.000010 0.581655 0.000010 0.326041 0.000010 0.071669 0.020605
PL17_119maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
PL17_120maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
PL17_121maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
PL17_122maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
PL17_123maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
PL17_124maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
PL17_125ranbel 0.000010 0.020948 0.043101 0.062579 0.035904 0.510703 0.326757
PL17_126maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
PL17_134uniflk 0.075087 0.040547 0.011830 0.004920 0.280965 0.586491 0.000160
PL17_135uniflk 0.087383 0.052932 0.008973 0.000646 0.372414 0.477643 0.000010
PL17_136uniflk 0.098369 0.053540 0.009149 0.000010 0.364956 0.473966 0.000010
PL17_137uniflk 0.083258 0.045293 0.022932 0.016010 0.285385 0.540180 0.006942
PL17_138uniflk 0.084311 0.035220 0.012632 0.024027 0.285726 0.530992 0.027092
PL17_139pueflk 0.038547 0.019130 0.026443 0.092454 0.168600 0.621480 0.033345
PL17_140uniflk 0.068564 0.047375 0.005439 0.017922 0.292868 0.567822 0.000010
PL17_141uniflk 0.075239 0.031072 0.012326 0.022134 0.279533 0.569874 0.009822
PL17_142gemflk 0.062467 0.066859 0.000010 0.189364 0.430560 0.250731 0.000010
PL17_143uniflk 0.067935 0.044993 0.011545 0.026314 0.300410 0.539813 0.008991
PL17_144gemflk 0.065501 0.044673 0.000010 0.200333 0.329633 0.346369 0.013480
PL17_145gemflk 0.063113 0.039816 0.000010 0.218891 0.318012 0.347996 0.012162
PL17_148gemflk 0.062429 0.054553 0.000010 0.218390 0.421803 0.237363 0.005452
PL17_149nigflk 0.000010 0.042406 0.000010 0.564102 0.132924 0.222115 0.038433
PL17_153gemflk 0.067885 0.049999 0.000010 0.201749 0.421323 0.255642 0.003393
PL17_155pueflk 0.055661 0.346429 0.002095 0.008135 0.131070 0.422567 0.034044
PL17_157pueflk 0.000010 0.029550 0.029598 0.143873 0.358885 0.418668 0.019416
PL17_159pueflk 0.037914 0.044730 0.011213 0.072393 0.149698 0.628521 0.055532
PL17_160floflk 0.486113 0.021083 0.021154 0.037842 0.174616 0.251576 0.007617
PL17_23tanpri 0.000010 0.012712 0.012543 0.000010 0.907560 0.052035 0.015130
PL17_35indpri 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
PL17_37chlpri 0.000010 0.000010 0.000010 0.000188 0.725194 0.252332 0.022256
PL17_38chlpri 0.000010 0.000010 0.002640 0.001410 0.745857 0.231239 0.018834
PL17_39chlpri 0.000210 0.000010 0.012472 0.009563 0.738527 0.216655 0.022563
PL17_40chlpri 0.000010 0.002024 0.005310 0.010280 0.844674 0.117291 0.020411
PL17_41chlpri 0.000729 0.000010 0.010333 0.011998 0.723129 0.230781 0.023019
PL17_42chlpri 0.000010 0.000010 0.003264 0.013663 0.698584 0.249073 0.035396
PL17_43chlpri 0.000010 0.000010 0.001436 0.002102 0.733834 0.225247 0.037361
PL17_44chlpri 0.000010 0.000010 0.000010 0.004282 0.736434 0.241849 0.017405
PL17_50puepri 0.000010 0.000010 0.000010 0.000010 0.686312 0.301064 0.012583
PL17_53puepri 0.000010 0.000010 0.000010 0.012076 0.745351 0.205509 0.037035
PL17_54puepri 0.000010 0.000010 0.006220 0.003128 0.743812 0.229844 0.016976
PL17_55unipri 0.000010 0.020355 0.000010 0.001798 0.603112 0.368692 0.006024
PL17_56tanpri 0.000010 0.005586 0.004206 0.002338 0.921470 0.036399 0.029990
PL17_57puepri 0.000010 0.000010 0.000010 0.000010 0.750338 0.223612 0.026010
PL17_60puepri 0.000895 0.011540 0.010012 0.000010 0.781827 0.183992 0.011724
PL17_62chlpri 0.000010 0.000010 0.000010 0.002777 0.738283 0.234311 0.024599
PL17_63unipri 0.000010 0.021207 0.000013 0.000010 0.646896 0.331853 0.000010
PL17_64indpri 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
PL17_65puepri 0.000010 0.003054 0.005391 0.000010 0.816543 0.174982 0.000010
PL17_66unipri 0.000010 0.020082 0.000010 0.000010 0.648426 0.331452 0.000010
PL17_67unipri 0.000010 0.041153 0.000239 0.000010 0.731695 0.226883 0.000010
PL17_68gutpri 0.000010 0.015711 0.165860 0.000010 0.818389 0.000010 0.000010
PL17_69puepri 0.000010 0.017342 0.017893 0.014422 0.719668 0.230655 0.000010
PL17_70unipri 0.000010 0.029994 0.006811 0.000010 0.666783 0.296382 0.000010
PL17_71tanpri 0.000010 0.017020 0.013824 0.000010 0.936742 0.000010 0.032384
PL17_72tanpri 0.000010 0.025640 0.004389 0.000010 0.961309 0.000010 0.008632
PL17_73unipri 0.000010 0.007345 0.000010 0.000010 0.581091 0.409543 0.001992
PL17_74unipri 0.000010 0.021155 0.000010 0.000010 0.676665 0.302140 0.000010
PL17_75abepri 0.000010 0.000010 0.111056 0.000010 0.649634 0.215561 0.023718
PL17_76tanpri 0.000010 0.021003 0.001824 0.000010 0.957013 0.000010 0.020130
PL17_77unipri 0.000010 0.023925 0.005641 0.000010 0.641474 0.327959 0.000982
PL17_79abepri 0.000010 0.000010 0.089863 0.000010 0.677303 0.222107 0.010697
PL17_82puepri 0.000010 0.002474 0.000010 0.000010 0.809663 0.186200 0.001633
PL17_85indpri 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
PL17_86chlpri 0.000606 0.000010 0.004989 0.010819 0.704076 0.243531 0.035968
PL17_88abebel 0.000010 0.085652 0.030235 0.083005 0.006691 0.665933 0.128474
PL17_89maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
PL17_95maybel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
PL17_98indbel 0.000010 0.534506 0.001215 0.274846 0.187169 0.000010 0.002245
Ross1gemare 0.036865 0.043636 0.000010 0.162830 0.466475 0.286499 0.003685
Ross2abeare 0.052657 0.040123 0.019827 0.059665 0.413633 0.400477 0.013618
Ross3pueare 0.075130 0.040911 0.002003 0.056659 0.311100 0.499750 0.014449
