20864abehon 0.031859 0.707462 0.000753 0.259927
20866abehon 0.030204 0.725767 0.002796 0.241233
20867abehon 0.027890 0.716125 0.001288 0.254697
20892ranhon 0.071899 0.782725 0.000010 0.145366
20893ranhon 0.105701 0.702000 0.004419 0.187881
20894ranhon 0.098281 0.686797 0.006217 0.208705
20896ranhon 0.064887 0.790802 0.000010 0.144302
20922ranhon 0.091228 0.742504 0.001233 0.165035
20923ranhon 0.098110 0.687561 0.002681 0.211648
20980ranhon 0.104286 0.689151 0.005505 0.201058
23301gumboc 0.000010 0.000010 0.000010 0.999970
23318gutboc 0.035667 0.448321 0.004029 0.511982
23322affboc 0.016614 0.887982 0.000010 0.095394
27698abequi 0.060205 0.659328 0.003533 0.276934
27707uniqui 0.083083 0.732571 0.005076 0.179270
27709uniqui 0.076879 0.765980 0.002888 0.154253
27936atltam 0.000010 0.000010 0.999970 0.000010
28366gumboc 0.000010 0.058900 0.000010 0.941080
28389abeboc 0.100199 0.782034 0.001177 0.116589
28713puequi 0.116177 0.758054 0.000985 0.124783
28939puequi 0.156373 0.726406 0.000010 0.117211
29137nigqui 0.041050 0.868007 0.000010 0.090933
29212indqui 0.999961 0.000019 0.000010 0.000010
29213indqui 0.999970 0.000010 0.000010 0.000010
30001nigqui 0.064528 0.892441 0.000010 0.043021
33023nigqui 0.079715 0.834109 0.001013 0.085163
52988atltam 0.000010 0.000010 0.999970 0.000010
52989atltam 0.000010 0.000010 0.999970 0.000010
52990atltam 0.000010 0.000013 0.999967 0.000010
54649casliz 0.023252 0.677522 0.134582 0.164645
54650casliz 0.025995 0.681021 0.133210 0.159773
54689atlliz 0.000010 0.256035 0.717999 0.025956
54761atlliz 0.000010 0.225674 0.734831 0.039485
54786atlliz 0.000014 0.000010 0.999966 0.000010
54849atlliz 0.000010 0.000010 0.999970 0.000010
62263pueala 0.072397 0.720295 0.065142 0.142166
62264pueala 0.058127 0.740602 0.066014 0.135257
62515gemarc 0.039313 0.748161 0.068592 0.143934
62549ecoarc 0.018045 0.359784 0.548031 0.074140
62550abearc 0.027695 0.742195 0.075384 0.154725
62551abearc 0.028296 0.738746 0.078109 0.154849
62552abearc 0.030577 0.743170 0.074731 0.151523
62553gemarc 0.058334 0.738565 0.043509 0.159592
62555esparc 0.018034 0.777044 0.022539 0.182383
62556ecoarc 0.018431 0.370321 0.533429 0.077819
62558floarc 0.024722 0.369621 0.532295 0.073361
62559floarc 0.034827 0.537778 0.323723 0.103671
62560floarc 0.020639 0.357660 0.543405 0.078296
62562ranarc 0.059626 0.707842 0.044999 0.187533
62570gemarc 0.059202 0.741989 0.040306 0.158503
62571esparc 0.005084 0.816457 0.011568 0.166891
62575ranarc 0.048518 0.700152 0.051167 0.200163
62576ecoarc 0.019175 0.364267 0.546422 0.070136
62577puearc 0.061227 0.658505 0.120003 0.160264
62585esparc 0.011271 0.781728 0.011702 0.195298
62948puearc 0.053091 0.682330 0.113560 0.151019
62953puearc 0.046195 0.699467 0.114190 0.140148
FL0318indpri 0.999970 0.000010 0.000010 0.000010
FL0324tanpri 0.000010 0.744330 0.011625 0.244034
FL0331chlpri 0.000010 0.770820 0.013272 0.215898
FL0835prosan 0.022435 0.850423 0.000010 0.127131
FL0836gutsan 0.034963 0.469911 0.007577 0.487549
FL0839abesan 0.035628 0.755564 0.000975 0.207832
FL0880ransan 0.041015 0.716097 0.002823 0.240065
HypoHaiti1libhai 0.126871 0.775105 0.004690 0.093334
HypoHaiti2libhai 0.125711 0.775436 0.003333 0.095519
HypoHaiti3libhai 0.125063 0.781518 0.004429 0.088990
PL17_101maybel 0.096571 0.816278 0.000010 0.087142
PL17_111indbel 0.589000 0.410980 0.000010 0.000010
PL17_119maybel 0.095509 0.798515 0.000010 0.105966
PL17_120maybel 0.081658 0.822194 0.000010 0.096137
PL17_121maybel 0.077564 0.818472 0.000010 0.103954
PL17_122maybel 0.096808 0.812261 0.000010 0.090921
PL17_123maybel 0.085912 0.816541 0.000010 0.097537
PL17_124maybel 0.102222 0.798501 0.000010 0.099268
PL17_125ranbel 0.072600 0.776876 0.000010 0.150514
PL17_126maybel 0.103732 0.797467 0.000010 0.098791
PL17_134uniflk 0.062046 0.692578 0.080927 0.164449
PL17_135uniflk 0.068628 0.661344 0.094864 0.175164
PL17_136uniflk 0.070144 0.655377 0.106197 0.168282
PL17_137uniflk 0.064867 0.674871 0.089065 0.171198
PL17_138uniflk 0.056681 0.692736 0.089910 0.160673
PL17_139pueflk 0.046193 0.760628 0.041322 0.151857
PL17_140uniflk 0.067361 0.701273 0.074564 0.156802
PL17_141uniflk 0.052153 0.705419 0.081000 0.161427
PL17_142gemflk 0.074674 0.717793 0.069451 0.138082
PL17_143uniflk 0.064939 0.697995 0.073873 0.163193
PL17_144gemflk 0.058132 0.747058 0.070655 0.124155
PL17_145gemflk 0.053542 0.755543 0.067786 0.123129
PL17_148gemflk 0.062498 0.732202 0.069093 0.136207
PL17_149nigflk 0.057780 0.890902 0.000010 0.051308
PL17_153gemflk 0.058102 0.733962 0.074584 0.133352
PL17_155pueflk 0.367096 0.478231 0.058564 0.096109
PL17_157pueflk 0.046381 0.767818 0.003891 0.181911
PL17_159pueflk 0.074265 0.750634 0.040515 0.134585
PL17_160floflk 0.029913 0.379480 0.490144 0.100463
PL17_23tanpri 0.008165 0.720836 0.014060 0.256939
PL17_35indpri 0.999961 0.000019 0.000010 0.000010
PL17_37chlpri 0.000010 0.774273 0.012895 0.212822
PL17_38chlpri 0.000010 0.766651 0.012793 0.220546
PL17_39chlpri 0.000010 0.760464 0.013754 0.225772
PL17_40chlpri 0.000137 0.745201 0.013703 0.240959
PL17_41chlpri 0.000010 0.762198 0.014647 0.223145
PL17_42chlpri 0.000010 0.775033 0.011473 0.213484
PL17_43chlpri 0.000010 0.772905 0.009885 0.217200
PL17_44chlpri 0.000010 0.770748 0.012815 0.216427
PL17_50puepri 0.001245 0.774972 0.010896 0.212888
PL17_53puepri 0.000010 0.773629 0.010673 0.215688
PL17_54puepri 0.000010 0.764682 0.012180 0.223127
PL17_55unipri 0.029202 0.753934 0.010039 0.206825
PL17_56tanpri 0.001806 0.730467 0.014817 0.252910
PL17_57puepri 0.000010 0.767319 0.012902 0.219770
PL17_60puepri 0.011730 0.733406 0.014959 0.239905
PL17_62chlpri 0.000010 0.778606 0.011543 0.209841
PL17_63unipri 0.029487 0.741257 0.010486 0.218770
PL17_64indpri 0.999970 0.000010 0.000010 0.000010
PL17_65puepri 0.003671 0.735663 0.015219 0.245447
PL17_66unipri 0.028356 0.747098 0.009965 0.214581
PL17_67unipri 0.044197 0.712147 0.012735 0.230921
PL17_68gutpri 0.011861 0.577353 0.012368 0.398418
PL17_69puepri 0.019107 0.734371 0.011071 0.235452
PL17_70unipri 0.035935 0.728222 0.008909 0.226934
PL17_71tanpri 0.009371 0.715092 0.011571 0.263966
PL17_72tanpri 0.018403 0.709629 0.013937 0.258031
PL17_73unipri 0.017852 0.767439 0.010353 0.204356
PL17_74unipri 0.027782 0.741094 0.011795 0.219329
PL17_75abepri 0.000010 0.678170 0.010639 0.311181
PL17_76tanpri 0.014678 0.714203 0.013298 0.257821
PL17_77unipri 0.030428 0.741560 0.009504 0.218509
PL17_79abepri 0.000010 0.696506 0.009331 0.294153
PL17_82puepri 0.003383 0.741539 0.015037 0.240041
PL17_85indpri 0.999965 0.000015 0.000010 0.000010
PL17_86chlpri 0.000010 0.773332 0.013014 0.213644
PL17_88abebel 0.126679 0.744006 0.000010 0.129305
PL17_89maybel 0.096362 0.805308 0.000010 0.098320
PL17_95maybel 0.113668 0.789596 0.000010 0.096726
PL17_98indbel 0.533734 0.419597 0.000010 0.046659
Ross1gemare 0.053633 0.748368 0.044857 0.153143
Ross2abeare 0.054332 0.702031 0.060408 0.183230
Ross3pueare 0.059972 0.710427 0.081257 0.148344
