19881unibel 0.032777 0.525802 0.082912 0.000010 0.358499
20068gutbel 0.302573 0.578035 0.045944 0.000010 0.073438
20069gutbel 0.219992 0.554396 0.077249 0.000010 0.148354
20092unibel 0.036220 0.478239 0.072187 0.000010 0.413345
20120unibel 0.038971 0.517185 0.093677 0.000010 0.350157
20126unibel 0.038930 0.506322 0.092775 0.000010 0.361963
20128unibel 0.042768 0.507807 0.101946 0.000010 0.347469
20135unibel 0.039716 0.515542 0.082788 0.000011 0.361944
20149unibel 0.038910 0.461760 0.066605 0.000010 0.432715
20418gumhon 0.999960 0.000010 0.000010 0.000010 0.000010
20419gumhon 0.999960 0.000010 0.000010 0.000010 0.000010
20420gumhon 0.999960 0.000010 0.000010 0.000010 0.000010
20421ranhon 0.086932 0.357541 0.033122 0.000010 0.522396
20425abehon 0.125984 0.336321 0.016709 0.000010 0.520976
20426gumhon 0.999960 0.000010 0.000010 0.000010 0.000010
20427gumhon 0.999960 0.000010 0.000010 0.000010 0.000010
20428gumhon 0.999960 0.000010 0.000010 0.000010 0.000010
20429ranhon 0.091992 0.359373 0.023344 0.000010 0.525280
20430ranhon 0.089813 0.374093 0.022666 0.000010 0.513418
20433abehon 0.105669 0.367972 0.021349 0.000010 0.505000
20435chlhon 0.115069 0.317261 0.029784 0.000010 0.537877
20551puehon 0.051755 0.419327 0.037098 0.001297 0.490522
20552puehon 0.054851 0.416685 0.026391 0.000010 0.502063
20553puehon 0.058157 0.400662 0.034519 0.000578 0.506084
20554puehon 0.058182 0.413934 0.036143 0.000010 0.491732
20555puehon 0.061039 0.391210 0.039119 0.000010 0.508622
20556puehon 0.054021 0.396580 0.040838 0.000010 0.508552
20558puehon 0.057393 0.423948 0.035358 0.000010 0.483291
20559puehon 0.065250 0.388632 0.032075 0.000010 0.514034
20560unihon 0.052560 0.408382 0.042123 0.000010 0.496925
20561unihon 0.057009 0.417016 0.041932 0.000010 0.484033
20562unihon 0.056758 0.404134 0.057700 0.000010 0.481399
20563unihon 0.054810 0.411609 0.044807 0.000010 0.488764
20564unihon 0.052376 0.408327 0.047123 0.000010 0.492164
20565unihon 0.062777 0.411413 0.043154 0.000010 0.482647
20566unihon 0.055738 0.406050 0.042196 0.000010 0.496006
20567unihon 0.054309 0.410117 0.041982 0.000010 0.493581
20568unihon 0.059153 0.405320 0.046877 0.000010 0.488640
20571unihon 0.058054 0.403381 0.039903 0.000010 0.498651
20572unihon 0.053515 0.417694 0.048474 0.000010 0.480307
20599nighon 0.087503 0.327550 0.024642 0.000010 0.560294
20600nighon 0.084011 0.317280 0.022092 0.000010 0.576607
20601nighon 0.082228 0.306671 0.025908 0.000010 0.585184
20602nighon 0.094707 0.316254 0.019637 0.000010 0.569392
20603nighon 0.083811 0.345552 0.019642 0.000010 0.550985
20604nighon 0.084713 0.322579 0.021324 0.000010 0.571374
20605nighon 0.091454 0.329128 0.025780 0.000010 0.553628
20606nighon 0.086197 0.320279 0.022907 0.000712 0.569905
20607nighon 0.085735 0.318720 0.020006 0.000010 0.575530
20608nighon 0.094578 0.304290 0.022418 0.000010 0.578704
20609nighon 0.087137 0.303096 0.020015 0.000010 0.589742
20610nighon 0.081778 0.327344 0.023330 0.000010 0.567538
20613ranhon 0.091738 0.350445 0.025069 0.000010 0.532738
20615gumhon 0.999960 0.000010 0.000010 0.000010 0.000010
20617gumhon 0.999960 0.000010 0.000010 0.000010 0.000010
20625puehon 0.040935 0.507975 0.049872 0.000010 0.401208
20633puehon 0.056870 0.393247 0.046619 0.000010 0.503254
20635puehon 0.055575 0.387855 0.070065 0.000665 0.485840
20638puehon 0.051528 0.389148 0.049273 0.000010 0.510041
20641gumhon 0.999960 0.000010 0.000010 0.000010 0.000010
20642gumhon 0.999960 0.000010 0.000010 0.000010 0.000010
20643gumhon 0.999958 0.000012 0.000010 0.000010 0.000010
20644abehon 0.144814 0.339060 0.019210 0.000010 0.496906
20650prohon 0.030507 0.290149 0.002393 0.000010 0.676941
20696ranhon 0.084332 0.312134 0.075512 0.000010 0.528012
20751guthon 0.324083 0.492766 0.040508 0.000010 0.142634
20757indhon 0.000010 0.004370 0.995600 0.000010 0.000010
20759abehon 0.133421 0.437139 0.025313 0.000010 0.404117
20761abehon 0.128565 0.443357 0.026666 0.000010 0.401402
20762abehon 0.126372 0.516293 0.043766 0.000010 0.313559
20845prohon 0.020722 0.413257 0.026048 0.000010 0.539964
20846prohon 0.014708 0.403259 0.019935 0.000010 0.562087
20861abehon 0.114922 0.451786 0.026789 0.000010 0.406493
20862abehon 0.076237 0.399111 0.018646 0.000010 0.505995
20864abehon 0.158310 0.431105 0.028208 0.000010 0.382366
20866abehon 0.136648 0.443594 0.026636 0.000010 0.393112
20867abehon 0.150439 0.437891 0.024318 0.000010 0.387343
20892ranhon 0.079187 0.304488 0.065015 0.000010 0.551300
20893ranhon 0.040764 0.535476 0.100747 0.000010 0.323003
20894ranhon 0.060811 0.541126 0.093856 0.000010 0.304197
20896ranhon 0.073439 0.320421 0.058509 0.000010 0.547622
20922ranhon 0.052112 0.443095 0.085609 0.000010 0.419174
20923ranhon 0.068631 0.519429 0.092947 0.000010 0.318984
20980ranhon 0.053643 0.539227 0.099476 0.000010 0.307644
23301gumboc 0.999956 0.000013 0.000011 0.000010 0.000010
23318gutboc 0.351461 0.561962 0.035697 0.000010 0.050870
23322affboc 0.053274 0.192096 0.006802 0.000010 0.747817
27698abequi 0.152436 0.476856 0.056630 0.000010 0.314068
27707uniqui 0.040937 0.545419 0.079492 0.000010 0.334142
27709uniqui 0.046276 0.458394 0.072674 0.000010 0.422645
27936atltam 0.000010 0.000010 0.000010 0.999960 0.000010
28366gumboc 0.932579 0.000010 0.000010 0.000010 0.067391
28389abeboc 0.051781 0.286885 0.092240 0.000989 0.568104
28713puequi 0.049989 0.337507 0.110327 0.000010 0.502167
28939puequi 0.049887 0.309061 0.150201 0.000010 0.490841
29137nigqui 0.028165 0.275888 0.032731 0.000010 0.663206
29212indqui 0.000010 0.000010 0.999960 0.000010 0.000010
29213indqui 0.000010 0.000010 0.999960 0.000010 0.000010
30001nigqui 0.011000 0.150663 0.054508 0.000010 0.783819
33023nigqui 0.008464 0.286800 0.070586 0.000838 0.633311
52988atltam 0.000010 0.000010 0.000010 0.999960 0.000010
52989atltam 0.000014 0.000010 0.000011 0.999955 0.000010
52990atltam 0.000012 0.000010 0.000010 0.999958 0.000010
54649casliz 0.041183 0.514202 0.021471 0.128346 0.294797
54650casliz 0.038577 0.502392 0.023644 0.127230 0.308156
54689atlliz 0.024022 0.052844 0.000010 0.719316 0.203808
54761atlliz 0.013267 0.118153 0.000010 0.733391 0.135179
54786atlliz 0.000010 0.000010 0.000010 0.999960 0.000010
54849atlliz 0.000010 0.000010 0.000010 0.999960 0.000010
62263pueala 0.059602 0.373175 0.068129 0.062785 0.436310
62264pueala 0.051943 0.380079 0.053661 0.063635 0.450682
62515gemarc 0.018715 0.500194 0.034776 0.063057 0.383258
62549ecoarc 0.000010 0.319478 0.018398 0.542819 0.119295
62550abearc 0.042136 0.475884 0.024158 0.070561 0.387261
62551abearc 0.045608 0.466162 0.024624 0.073309 0.390298
62552abearc 0.042278 0.469734 0.026861 0.069996 0.391131
62553gemarc 0.005362 0.572024 0.053248 0.036214 0.333152
62555esparc 0.015635 0.676780 0.016058 0.014006 0.277521
62556ecoarc 0.002744 0.314638 0.018092 0.528549 0.135977
62558floarc 0.000010 0.318506 0.024286 0.527058 0.130139
62559floarc 0.017436 0.367851 0.032930 0.319196 0.262587
62560floarc 0.000010 0.327035 0.021041 0.538110 0.113804
62562ranarc 0.036450 0.579257 0.056410 0.037480 0.290402
62570gemarc 0.007998 0.563654 0.054207 0.033355 0.340786
62571esparc 0.015562 0.642912 0.002872 0.003625 0.335029
62575ranarc 0.046925 0.586489 0.045277 0.043590 0.277718
62576ecoarc 0.000010 0.298662 0.018968 0.541756 0.140603
62577puearc 0.023976 0.538173 0.058728 0.112982 0.266140
62585esparc 0.012945 0.722809 0.009205 0.002127 0.252914
62948puearc 0.027258 0.501925 0.049927 0.107437 0.313453
62953puearc 0.034663 0.449972 0.042978 0.109503 0.362884
FL0318indpri 0.000010 0.000010 0.999960 0.000010 0.000010
FL0324tanpri 0.000947 0.966837 0.000010 0.000010 0.032196
FL0331chlpri 0.010998 0.868687 0.000010 0.000068 0.120237
FL0835prosan 0.023562 0.384422 0.013897 0.000010 0.578109
FL0836gutsan 0.319800 0.591426 0.035367 0.000010 0.053397
FL0839abesan 0.105121 0.441945 0.031601 0.000010 0.421324
FL0880ransan 0.101877 0.535125 0.037290 0.000010 0.325697
HypoHaiti1libhai 0.026169 0.317937 0.120413 0.003753 0.531728
HypoHaiti2libhai 0.027315 0.322412 0.119618 0.002344 0.528311
HypoHaiti3libhai 0.020603 0.323705 0.118586 0.003572 0.533534
PL17_101maybel 0.058964 0.150892 0.085982 0.000010 0.704152
PL17_111indbel 0.000010 0.000010 0.579515 0.000010 0.420455
PL17_119maybel 0.072119 0.174420 0.085536 0.000010 0.667915
PL17_120maybel 0.060432 0.183670 0.071958 0.000010 0.683930
PL17_121maybel 0.068968 0.178456 0.067831 0.000010 0.684736
PL17_122maybel 0.060097 0.160906 0.086831 0.000010 0.692156
PL17_123maybel 0.066250 0.160904 0.075365 0.000010 0.697471
PL17_124maybel 0.063391 0.182011 0.092423 0.000010 0.662165
PL17_125ranbel 0.086588 0.295149 0.065448 0.000010 0.552805
PL17_126maybel 0.066673 0.167390 0.094255 0.000010 0.671672
PL17_134uniflk 0.034656 0.527412 0.059387 0.074657 0.303888
PL17_135uniflk 0.025653 0.583002 0.066628 0.087235 0.237483
PL17_136uniflk 0.024370 0.576322 0.068266 0.098379 0.232663
PL17_137uniflk 0.044188 0.513793 0.062358 0.082915 0.296745
PL17_138uniflk 0.035156 0.515927 0.053928 0.083885 0.311104
PL17_139pueflk 0.054948 0.426354 0.041997 0.038236 0.438465
PL17_140uniflk 0.027214 0.532204 0.064701 0.068197 0.307684
PL17_141uniflk 0.034640 0.522752 0.049507 0.074809 0.318292
PL17_142gemflk 0.000010 0.518987 0.069781 0.063270 0.347952
PL17_143uniflk 0.032978 0.531242 0.062236 0.067536 0.306008
PL17_144gemflk 0.010519 0.455154 0.052990 0.066056 0.415281
PL17_145gemflk 0.012420 0.441830 0.048060 0.063685 0.434005
PL17_148gemflk 0.002195 0.499053 0.057100 0.063318 0.378335
PL17_149nigflk 0.011620 0.176614 0.047559 0.000010 0.764197
PL17_153gemflk 0.000010 0.510675 0.052913 0.068553 0.367848
PL17_155pueflk 0.020983 0.304103 0.363826 0.055511 0.255577
PL17_157pueflk 0.047140 0.522378 0.041427 0.000010 0.389045
PL17_159pueflk 0.041170 0.414679 0.069913 0.037457 0.436781
PL17_160floflk 0.031193 0.273901 0.027986 0.486276 0.180644
PL17_23tanpri 0.011956 0.962023 0.009791 0.000010 0.016221
PL17_35indpri 0.000010 0.000010 0.999960 0.000010 0.000010
PL17_37chlpri 0.006413 0.862109 0.000010 0.000010 0.131457
PL17_38chlpri 0.010253 0.875253 0.000010 0.000010 0.114474
PL17_39chlpri 0.019782 0.859865 0.000010 0.000497 0.119847
PL17_40chlpri 0.007135 0.919822 0.001517 0.000010 0.071516
PL17_41chlpri 0.018647 0.849667 0.000010 0.001156 0.130520
PL17_42chlpri 0.013232 0.832006 0.000010 0.000010 0.154742
PL17_43chlpri 0.010460 0.861242 0.000010 0.000010 0.128278
PL17_44chlpri 0.005459 0.869831 0.000370 0.000010 0.124330
PL17_50puepri 0.007707 0.837448 0.001544 0.000010 0.153291
PL17_53puepri 0.004553 0.864437 0.000010 0.000010 0.130989
PL17_54puepri 0.013999 0.868648 0.000010 0.000010 0.117333
PL17_55unipri 0.011032 0.777276 0.028572 0.000010 0.183110
PL17_56tanpri 0.002713 0.968188 0.003342 0.000010 0.025746
PL17_57puepri 0.001720 0.887303 0.000010 0.000010 0.110957
PL17_60puepri 0.014374 0.886590 0.013228 0.001330 0.084477
PL17_62chlpri 0.000010 0.873008 0.000010 0.000010 0.126962
PL17_63unipri 0.010776 0.816029 0.029600 0.000010 0.143585
PL17_64indpri 0.000010 0.000010 0.999960 0.000010 0.000010
PL17_65puepri 0.009016 0.918709 0.003790 0.000193 0.068292
PL17_66unipri 0.006305 0.815397 0.027685 0.000010 0.150603
PL17_67unipri 0.006288 0.860098 0.045405 0.000010 0.088199
PL17_68gutpri 0.161324 0.830423 0.008233 0.000010 0.000010
PL17_69puepri 0.023681 0.833521 0.019939 0.000010 0.122849
PL17_70unipri 0.016058 0.817827 0.036417 0.000010 0.129688
PL17_71tanpri 0.013017 0.960638 0.012541 0.000010 0.013795
PL17_72tanpri 0.002488 0.977871 0.019621 0.000010 0.000010
PL17_73unipri 0.012761 0.773918 0.017911 0.000010 0.195400
PL17_74unipri 0.004430 0.829190 0.027455 0.000010 0.138915
PL17_75abepri 0.119804 0.771864 0.001580 0.000010 0.106742
PL17_76tanpri 0.000010 0.981153 0.016339 0.000010 0.002488
PL17_77unipri 0.015728 0.795428 0.030260 0.000010 0.158574
PL17_79abepri 0.096712 0.793388 0.000010 0.000010 0.109880
PL17_82puepri 0.004567 0.923403 0.004569 0.000486 0.066975
PL17_85indpri 0.000010 0.000010 0.999960 0.000010 0.000010
PL17_86chlpri 0.014542 0.837683 0.000010 0.000688 0.147077
PL17_88abebel 0.067759 0.289429 0.120375 0.000010 0.522427
PL17_89maybel 0.066351 0.166092 0.086942 0.000010 0.680606
PL17_95maybel 0.064845 0.163019 0.104056 0.000010 0.668070
PL17_98indbel 0.002593 0.152582 0.528230 0.000010 0.316585
Ross1gemare 0.000010 0.575269 0.048384 0.037421 0.338917
Ross2abeare 0.034542 0.580860 0.051051 0.052821 0.280727
Ross3pueare 0.022179 0.517973 0.056646 0.075170 0.328032
