20642gumhon 0.000010 0.000010 0.999910 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
20643gumhon 0.000010 0.000010 0.999910 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
20644abehon 0.462368 0.045859 0.112778 0.062090 0.061165 0.229444 0.000012 0.000010 0.000010 0.026265
20650prohon 0.152425 0.109558 0.010813 0.106242 0.000010 0.620912 0.000010 0.000010 0.000010 0.000010
20696ranhon 0.452456 0.000010 0.037705 0.025897 0.284494 0.166272 0.023200 0.000010 0.009946 0.000010
20751guthon 0.127705 0.000010 0.315808 0.250927 0.001208 0.043349 0.014910 0.000010 0.009461 0.236612
20757indhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.531997 0.000010 0.453854 0.014079
20759abehon 0.455338 0.006811 0.103259 0.155285 0.046333 0.194410 0.000010 0.000010 0.003382 0.035163
20761abehon 0.450511 0.005775 0.098715 0.163370 0.053941 0.187719 0.000010 0.000010 0.004587 0.035363
20762abehon 0.292135 0.000010 0.106349 0.230634 0.043236 0.125388 0.013518 0.000010 0.007642 0.181078
20845prohon 0.000010 0.075870 0.012523 0.230660 0.000010 0.549154 0.000016 0.000010 0.006729 0.125018
20846prohon 0.000010 0.088095 0.007639 0.219827 0.000010 0.559373 0.000010 0.000010 0.001150 0.123876
20861abehon 0.444362 0.005034 0.085667 0.168895 0.053529 0.202915 0.000010 0.000010 0.004644 0.034933
20862abehon 0.527311 0.048495 0.041935 0.103206 0.050790 0.202081 0.000010 0.000010 0.000010 0.026153
20864abehon 0.443226 0.004339 0.129130 0.148841 0.047262 0.175469 0.001057 0.000010 0.004011 0.046655
20866abehon 0.450669 0.004077 0.107617 0.139207 0.036327 0.176719 0.000010 0.000010 0.005050 0.080315
20867abehon 0.448828 0.000010 0.120144 0.149969 0.054789 0.179710 0.000010 0.000010 0.002134 0.044395
20892ranhon 0.437935 0.019296 0.035804 0.034319 0.250867 0.195213 0.026536 0.000010 0.000010 0.000010
20893ranhon 0.121377 0.000010 0.023277 0.241040 0.120213 0.135286 0.062855 0.000010 0.005267 0.290665
20894ranhon 0.115979 0.000010 0.041866 0.241934 0.168142 0.073438 0.049641 0.000010 0.009526 0.299454
20896ranhon 0.434570 0.023558 0.030181 0.042578 0.257424 0.179387 0.017512 0.000010 0.000632 0.014149
20922ranhon 0.283983 0.000010 0.024137 0.156867 0.158783 0.165075 0.037100 0.000010 0.013961 0.160073
20923ranhon 0.121822 0.000010 0.047879 0.234500 0.184782 0.074030 0.047602 0.000010 0.010577 0.278787
20980ranhon 0.102565 0.000010 0.035717 0.254857 0.163132 0.084386 0.050360 0.000010 0.016130 0.292834
23301gumboc 0.000010 0.000010 0.999910 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
23318gutboc 0.000010 0.000011 0.344743 0.336459 0.000010 0.000010 0.014683 0.000010 0.003591 0.300474
23322affboc 0.393472 0.427733 0.021263 0.044945 0.111100 0.001447 0.000010 0.000010 0.000010 0.000010
27698abequi 0.282230 0.008289 0.131190 0.201905 0.076026 0.095451 0.019223 0.000010 0.013009 0.172667
27707uniqui 0.401047 0.000010 0.017729 0.200509 0.001048 0.132675 0.050249 0.000010 0.004707 0.192015
27709uniqui 0.485922 0.000011 0.015400 0.117950 0.025863 0.205843 0.025199 0.000010 0.018665 0.105137
27936atltam 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999910 0.000010 0.000010
28366gumboc 0.065423 0.000010 0.912596 0.000010 0.000010 0.021911 0.000010 0.000010 0.000010 0.000010
28389abeboc 0.581801 0.239722 0.015927 0.013604 0.000010 0.000011 0.076953 0.000010 0.000010 0.071952
28713puequi 0.547124 0.000010 0.013595 0.018191 0.059055 0.237872 0.066531 0.000010 0.011931 0.045681
28939puequi 0.561596 0.015616 0.010566 0.000010 0.078653 0.167553 0.106904 0.000010 0.012188 0.046904
29137nigqui 0.212456 0.068424 0.007417 0.065371 0.019887 0.610471 0.000010 0.000010 0.004063 0.011890
29212indqui 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999910 0.000010 0.000010 0.000010
29213indqui 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999910 0.000010 0.000010 0.000010
30001nigqui 0.000010 0.000010 0.000010 0.000010 0.000010 0.999910 0.000010 0.000010 0.000010 0.000010
33023nigqui 0.000010 0.000010 0.000010 0.035081 0.000010 0.819781 0.020279 0.000010 0.000010 0.124799
52988atltam 0.000010 0.000010 0.000010 0.000011 0.000010 0.000010 0.000010 0.999909 0.000010 0.000010
52989atltam 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999910 0.000010 0.000010
52990atltam 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999910 0.000010 0.000010
54649casliz 0.394781 0.000010 0.009446 0.031035 0.000010 0.000010 0.000010 0.111172 0.000010 0.453517
54650casliz 0.404524 0.000010 0.009487 0.029409 0.006561 0.000010 0.000010 0.111443 0.000010 0.438536
54689atlliz 0.235259 0.017699 0.000010 0.000010 0.031883 0.000010 0.000010 0.715098 0.000010 0.000010
54761atlliz 0.177808 0.000010 0.000010 0.000010 0.016726 0.000010 0.000010 0.725755 0.000010 0.079652
54786atlliz 0.000014 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999906 0.000010 0.000010
54849atlliz 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999910 0.000010 0.000010
62263pueala 0.470909 0.001381 0.022149 0.000010 0.049999 0.097462 0.028939 0.052684 0.004081 0.272385
62264pueala 0.512936 0.024297 0.014552 0.000010 0.043067 0.071849 0.020748 0.054377 0.000010 0.258155
62515gemarc 0.151031 0.026640 0.000010 0.060706 0.031712 0.077888 0.000010 0.040992 0.000010 0.611001
62549ecoarc 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.519182 0.000010 0.480738
62550abearc 0.346224 0.006619 0.014557 0.033196 0.046238 0.039930 0.000010 0.053776 0.000010 0.459439
62551abearc 0.347204 0.004165 0.017277 0.034175 0.031713 0.074793 0.000010 0.057191 0.000010 0.433462
62552abearc 0.363659 0.021679 0.016428 0.034123 0.024408 0.048341 0.000010 0.054186 0.000010 0.437156
62553gemarc 0.000010 0.004973 0.000010 0.075495 0.000010 0.062341 0.005889 0.005295 0.000010 0.845966
62555esparc 0.464882 0.000010 0.000010 0.113631 0.000010 0.000010 0.000010 0.000010 0.000010 0.421418
62556ecoarc 0.000010 0.000015 0.000010 0.000014 0.000013 0.000010 0.000010 0.505152 0.000010 0.494756
62558floarc 0.000010 0.000010 0.000010 0.000010 0.000011 0.000010 0.000010 0.501996 0.000010 0.497923
62559floarc 0.187971 0.014660 0.002395 0.003269 0.014848 0.009163 0.004812 0.299865 0.000010 0.463006
62560floarc 0.000010 0.000010 0.000011 0.000010 0.000010 0.000010 0.000010 0.513622 0.000010 0.486297
62562ranarc 0.175117 0.000010 0.014360 0.127405 0.052193 0.000010 0.008757 0.016563 0.008637 0.596948
62570gemarc 0.000010 0.029436 0.000010 0.091849 0.000010 0.043580 0.000010 0.003102 0.008975 0.823018
62571esparc 0.633164 0.000010 0.000010 0.061588 0.000010 0.000010 0.000010 0.000010 0.000010 0.305177
62575ranarc 0.146951 0.000010 0.025017 0.125502 0.050506 0.000010 0.004314 0.021320 0.000010 0.626360
62576ecoarc 0.000012 0.000016 0.000010 0.000010 0.000010 0.000014 0.000010 0.518335 0.000010 0.481573
62577puearc 0.186940 0.000010 0.007955 0.133709 0.002610 0.000010 0.028024 0.094250 0.000555 0.545936
62585esparc 0.470255 0.000010 0.000010 0.144185 0.000010 0.000010 0.000010 0.000010 0.000010 0.385490
62948puearc 0.257115 0.005013 0.007301 0.085403 0.002641 0.039308 0.018449 0.089976 0.000010 0.494785
62953puearc 0.329535 0.017396 0.009344 0.037165 0.025551 0.048564 0.010208 0.094517 0.000010 0.427711
FL0318indpri 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000011 0.999909 0.000010
FL0324tanpri 0.064258 0.005847 0.000010 0.876640 0.033388 0.019816 0.000010 0.000010 0.000010 0.000010
FL0331chlpri 0.236069 0.000010 0.000010 0.701339 0.020794 0.037884 0.000010 0.003864 0.000010 0.000010
