18226indbel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900
18227indbel 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900
18261unibel 0.013038 0.000010 0.000010 0.092553 0.191562 0.321039 0.128194 0.195252 0.012099 0.005631 0.040612
18263abebel 0.086114 0.000010 0.000010 0.113762 0.000081 0.332908 0.377579 0.000010 0.007746 0.008550 0.073229
18267unibel 0.031655 0.001241 0.000010 0.237984 0.035935 0.319278 0.253012 0.058993 0.004803 0.003174 0.053915
18274unibel 0.070012 0.010982 0.000010 0.120704 0.039413 0.425407 0.217592 0.000010 0.009992 0.000010 0.105868
18276unibel 0.056868 0.008297 0.000010 0.121414 0.041005 0.433811 0.226563 0.000010 0.008922 0.000010 0.103090
18418nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18419pueboc 0.008159 0.255592 0.000010 0.000010 0.000010 0.706451 0.000010 0.000010 0.000010 0.009552 0.020187
18420uniboc 0.000010 0.065591 0.000010 0.022386 0.000010 0.828578 0.000010 0.083374 0.000010 0.000010 0.000010
18421pueboc 0.000010 0.259742 0.000010 0.000010 0.000010 0.660598 0.050992 0.000010 0.000358 0.003186 0.025074
18422pueboc 0.000010 0.248108 0.000010 0.000010 0.000010 0.721391 0.000010 0.000010 0.000063 0.008332 0.022045
18424nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18426pueboc 0.009059 0.233820 0.000010 0.000010 0.000010 0.696755 0.032139 0.000010 0.004986 0.009444 0.013756
18427pueboc 0.000010 0.219183 0.000010 0.000010 0.000010 0.666549 0.085834 0.000010 0.004047 0.005050 0.019287
18428nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18429pueboc 0.007558 0.244533 0.000010 0.000010 0.000010 0.701428 0.009995 0.000010 0.000010 0.009995 0.026441
18430pueboc 0.004932 0.216369 0.000010 0.006994 0.000010 0.611990 0.114023 0.004889 0.009746 0.008620 0.022417
18432pueboc 0.000010 0.265202 0.000010 0.000010 0.000010 0.703080 0.000010 0.000010 0.001055 0.007029 0.023574
18434pueboc 0.000010 0.251753 0.000010 0.000010 0.000010 0.719096 0.000010 0.000010 0.016465 0.004130 0.008496
18435uniboc 0.000010 0.073955 0.000010 0.028084 0.000010 0.853229 0.000010 0.044662 0.000010 0.000010 0.000010
18439uniboc 0.000010 0.074871 0.000010 0.043403 0.000010 0.797297 0.000010 0.084359 0.000010 0.000010 0.000010
18440uniboc 0.000010 0.044004 0.000010 0.074596 0.009646 0.737797 0.040260 0.089841 0.003816 0.000010 0.000010
18441uniboc 0.000010 0.058353 0.000010 0.039299 0.006907 0.772253 0.041811 0.081229 0.000010 0.000010 0.000108
18442uniboc 0.000010 0.066306 0.000010 0.022190 0.000010 0.846019 0.000010 0.065415 0.000010 0.000010 0.000010
18445uniboc 0.000010 0.048527 0.000010 0.067761 0.000010 0.754694 0.019721 0.105666 0.000010 0.000010 0.003580
18446uniboc 0.000010 0.047935 0.000010 0.058548 0.003429 0.634479 0.160075 0.089745 0.000010 0.000010 0.005750
18447uniboc 0.000010 0.070192 0.000010 0.012127 0.003019 0.863957 0.000010 0.050632 0.000024 0.000010 0.000010
18448uniboc 0.000010 0.082764 0.000010 0.031109 0.000010 0.811429 0.000010 0.074628 0.000010 0.000010 0.000010
18449gumboc 0.000010 0.000010 0.000010 0.000010 0.106836 0.000010 0.000010 0.068454 0.000010 0.824630 0.000010
18450uniboc 0.000010 0.075552 0.000010 0.026147 0.000010 0.831774 0.000010 0.066456 0.000010 0.000010 0.000010
18452abeboc 0.000010 0.000010 0.000010 0.057897 0.023666 0.041178 0.709505 0.082605 0.000010 0.072820 0.012287
18454uniboc 0.000010 0.078807 0.000010 0.015272 0.000010 0.821364 0.000010 0.084487 0.000010 0.000010 0.000010
18471abeboc 0.000010 0.000010 0.000010 0.074187 0.025279 0.036626 0.674082 0.096410 0.000010 0.089238 0.004138
18492abebel 0.091832 0.000010 0.000010 0.148294 0.000010 0.356971 0.324309 0.000010 0.005661 0.001296 0.071598
18493abebel 0.099923 0.000010 0.000010 0.133941 0.019738 0.335494 0.322541 0.000010 0.006643 0.012299 0.069390
18901nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18902nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18903nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18904nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18905nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18906nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18907nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18909nigboc 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
18912pueboc 0.010951 0.247853 0.000010 0.000010 0.000010 0.708839 0.000010 0.000010 0.004115 0.009238 0.018954
18915pueboc 0.010710 0.255381 0.000010 0.000010 0.000010 0.713199 0.000010 0.000010 0.002742 0.000010 0.017908
18917pueboc 0.009087 0.262279 0.000010 0.000010 0.000010 0.701663 0.000010 0.000010 0.003381 0.000010 0.023529
18935affboc 0.035636 0.391503 0.000010 0.000010 0.000010 0.000010 0.561444 0.001826 0.000010 0.000010 0.009531
18936affboc 0.036113 0.365080 0.000010 0.000010 0.000010 0.000010 0.598727 0.000010 0.000010 0.000010 0.000010
18949abegun 0.027468 0.159626 0.000010 0.000010 0.000010 0.367836 0.426146 0.000010 0.000400 0.000010 0.018475
18986affboc 0.037322 0.349440 0.000010 0.000010 0.000010 0.000010 0.594187 0.000010 0.000010 0.000010 0.018981
19076gutbar 0.000010 0.000010 0.000010 0.000010 0.156417 0.000010 0.000010 0.618887 0.000010 0.224616 0.000010
19077tanbar 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010 0.000010 0.000010
19079tanbar 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010 0.000010 0.000010
19080gutbar 0.000010 0.000010 0.000010 0.000010 0.181356 0.000010 0.000010 0.620560 0.000010 0.198004 0.000010
19104puegun 0.000010 0.089580 0.000010 0.071901 0.018968 0.499301 0.269693 0.029429 0.002162 0.007321 0.011624
19105niggun 0.027069 0.212931 0.000010 0.018455 0.107512 0.228922 0.338659 0.012645 0.000010 0.002115 0.051671
19106puegun 0.000010 0.134029 0.000010 0.047517 0.049803 0.470287 0.229330 0.043354 0.000574 0.000010 0.025076
19108puegun 0.005498 0.100873 0.000010 0.080968 0.000010 0.543178 0.204265 0.024717 0.006282 0.012646 0.021554
19124indgun 0.000010 0.022321 0.000010 0.000010 0.000010 0.075089 0.000010 0.000010 0.444818 0.000010 0.457702
19131niggun 0.015442 0.165658 0.000010 0.000010 0.031992 0.306067 0.440532 0.000010 0.000010 0.000010 0.040259
19150niggun 0.009577 0.335755 0.000010 0.091677 0.113834 0.113441 0.227576 0.060411 0.001353 0.000010 0.046357
19162indgun 0.000010 0.000010 0.000010 0.000010 0.025217 0.000010 0.000010 0.000010 0.449419 0.000010 0.525284
19174affgun 0.040788 0.069267 0.000010 0.000010 0.000010 0.000010 0.889866 0.000010 0.000010 0.000010 0.000010
19190indgun 0.000010 0.000010 0.000010 0.000010 0.000010 0.101474 0.000010 0.000010 0.435619 0.000010 0.462827
19235gutgun 0.000010 0.000010 0.000010 0.000010 0.337978 0.000010 0.000010 0.324565 0.008687 0.316491 0.012219
19294affgun 0.072751 0.091313 0.000010 0.000010 0.000010 0.000010 0.835856 0.000010 0.000010 0.000010 0.000010
19416chlbar 0.000010 0.000010 0.000010 0.000010 0.145297 0.000010 0.000010 0.853385 0.000010 0.001239 0.000010
19425chlbar 0.000010 0.000010 0.000010 0.000010 0.130695 0.000010 0.000010 0.843096 0.000010 0.026129 0.000010
19426puebar 0.000010 0.000010 0.003374 0.000010 0.133107 0.012198 0.000010 0.849181 0.002080 0.000010 0.000010
19427puebar 0.000010 0.000010 0.001328 0.000010 0.138405 0.018292 0.000010 0.839079 0.002836 0.000010 0.000010
19428puebar 0.000010 0.000010 0.000377 0.000010 0.152626 0.000010 0.000010 0.846917 0.000010 0.000010 0.000010
19435chlbar 0.000010 0.000010 0.000010 0.000010 0.129556 0.000010 0.000010 0.801995 0.000010 0.068369 0.000010
19437tanbar 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.998237 0.000010 0.000010 0.001673
19519affgun 0.034286 0.121563 0.000010 0.000010 0.028589 0.159946 0.627670 0.000010 0.000770 0.000010 0.027136
19546abegun 0.024926 0.145221 0.000291 0.000010 0.000010 0.310751 0.498101 0.000010 0.000010 0.000010 0.020661
19708abegun 0.022184 0.146069 0.000010 0.000010 0.000010 0.399501 0.407701 0.000010 0.000010 0.000010 0.024485
19881unibel 0.003966 0.000010 0.000010 0.110141 0.170903 0.315502 0.149948 0.190072 0.005027 0.006477 0.047945
20068gutbel 0.000010 0.000010 0.000010 0.000010 0.298206 0.000010 0.037172 0.337288 0.008131 0.296252 0.022901
20069gutbel 0.017987 0.000010 0.000010 0.023363 0.310774 0.000765 0.092561 0.284551 0.003246 0.210469 0.056264
20092unibel 0.000138 0.000010 0.000010 0.128882 0.104770 0.385468 0.221645 0.119861 0.000010 0.000010 0.039196
20120unibel 0.006583 0.000010 0.000010 0.126369 0.157075 0.302265 0.144475 0.188994 0.011871 0.011574 0.050773
20126unibel 0.021835 0.000010 0.000010 0.135716 0.166958 0.269040 0.156711 0.177855 0.010413 0.010851 0.050600
20128unibel 0.003121 0.000010 0.000010 0.097231 0.170686 0.327636 0.151882 0.164498 0.000141 0.014323 0.070461
20135unibel 0.000567 0.000010 0.000010 0.117715 0.167355 0.321810 0.147903 0.180368 0.007452 0.012043 0.044767
20149unibel 0.010076 0.000010 0.000010 0.114640 0.062540 0.401818 0.274283 0.103844 0.000547 0.000010 0.032221
20418gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
20419gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
20420gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
20421ranhon 0.050137 0.000010 0.000010 0.000010 0.000010 0.000010 0.945132 0.000010 0.000010 0.000010 0.004650
20425abehon 0.000010 0.018905 0.000010 0.143700 0.000010 0.064601 0.702657 0.003164 0.000010 0.066922 0.000010
20426gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
20427gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
20428gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000012 0.000010 0.000010 0.000010 0.999898 0.000010
20429ranhon 0.053521 0.000012 0.000010 0.001096 0.000010 0.000010 0.932409 0.000010 0.000010 0.012573 0.000339
20430ranhon 0.053168 0.000010 0.000010 0.000010 0.000010 0.000010 0.937693 0.000010 0.000010 0.009059 0.000010
20433abehon 0.007095 0.024879 0.000012 0.107322 0.031056 0.087318 0.662458 0.031236 0.000010 0.048603 0.000010
20435chlhon 0.014209 0.032560 0.000010 0.188830 0.000010 0.048916 0.641899 0.006447 0.004728 0.062382 0.000010
20551puehon 0.000010 0.004163 0.000010 0.140764 0.092047 0.278761 0.433541 0.041798 0.000010 0.002683 0.006213
20552puehon 0.000099 0.029947 0.000010 0.157465 0.028062 0.180052 0.512983 0.085042 0.001208 0.005122 0.000010
20553puehon 0.000010 0.038401 0.001038 0.148963 0.026129 0.167288 0.521825 0.074938 0.012926 0.008471 0.000010
20554puehon 0.000840 0.010200 0.000010 0.129600 0.053781 0.235536 0.504275 0.050891 0.000191 0.007618 0.007059
20555puehon 0.000010 0.020122 0.000010 0.145995 0.039437 0.210454 0.521679 0.043133 0.009698 0.008244 0.001217
20556puehon 0.000010 0.046325 0.000010 0.147066 0.037433 0.202590 0.481298 0.065565 0.009081 0.005826 0.004795
20558puehon 0.000010 0.036089 0.000010 0.090540 0.050534 0.271807 0.466093 0.068467 0.003954 0.008508 0.003988
20559puehon 0.007855 0.043617 0.000010 0.139304 0.033471 0.246391 0.452931 0.055651 0.000010 0.016245 0.004515
20560unihon 0.004740 0.004779 0.000010 0.093644 0.025139 0.442503 0.394501 0.026503 0.000837 0.000010 0.007334
20561unihon 0.000010 0.009007 0.000010 0.078037 0.037859 0.403638 0.420562 0.037281 0.000335 0.004590 0.008671
20562unihon 0.000010 0.009689 0.000010 0.086826 0.040538 0.384815 0.421808 0.026786 0.006894 0.003921 0.018703
20563unihon 0.013298 0.009891 0.000010 0.094898 0.036282 0.381472 0.409923 0.038008 0.002606 0.003761 0.009851
20564unihon 0.000010 0.023868 0.000010 0.073636 0.049034 0.412678 0.395720 0.029572 0.004223 0.000537 0.010713
20565unihon 0.000010 0.018874 0.000010 0.095888 0.024546 0.356872 0.422003 0.053079 0.000010 0.013604 0.015103
20566unihon 0.000010 0.002782 0.000010 0.105716 0.035746 0.372808 0.438281 0.031736 0.000010 0.002407 0.010495
20567unihon 0.002015 0.018808 0.000010 0.083810 0.041386 0.407136 0.400631 0.034458 0.001501 0.002403 0.007842
20568unihon 0.002287 0.000010 0.000010 0.108386 0.022496 0.377485 0.435138 0.032495 0.005852 0.007243 0.008597
20571unihon 0.011544 0.000010 0.000010 0.102219 0.028322 0.394365 0.427723 0.026302 0.000805 0.003709 0.004992
20572unihon 0.000010 0.000010 0.000010 0.099949 0.026709 0.412530 0.402175 0.041363 0.001976 0.001931 0.013338
20599nighon 0.000436 0.051195 0.000010 0.197671 0.000010 0.035683 0.662351 0.015799 0.002783 0.034052 0.000010
20600nighon 0.008029 0.056672 0.000010 0.210091 0.000010 0.062914 0.624923 0.007536 0.000010 0.029794 0.000010
20601nighon 0.009630 0.041167 0.000010 0.220747 0.000409 0.005181 0.698578 0.000010 0.000995 0.023263 0.000010
20602nighon 0.023976 0.045124 0.000010 0.218133 0.000010 0.033415 0.627994 0.010436 0.000010 0.040882 0.000010
20603nighon 0.025499 0.028737 0.000010 0.190097 0.005568 0.059750 0.636234 0.024728 0.000010 0.029356 0.000010
20604nighon 0.026326 0.039452 0.000010 0.213833 0.000010 0.065751 0.617556 0.005668 0.000010 0.031374 0.000010
20605nighon 0.019937 0.025269 0.000010 0.221744 0.003674 0.031461 0.642706 0.017025 0.001203 0.036961 0.000010
20606nighon 0.025075 0.042716 0.001570 0.193903 0.000010 0.025538 0.676466 0.005642 0.000010 0.029060 0.000010
20607nighon 0.013833 0.046347 0.000186 0.183637 0.000010 0.067123 0.659138 0.000010 0.000010 0.029696 0.000010
20608nighon 0.022591 0.039185 0.000010 0.202454 0.000010 0.038385 0.662016 0.000010 0.000010 0.035318 0.000010
20609nighon 0.009981 0.049293 0.000010 0.203796 0.000010 0.040966 0.668161 0.000010 0.000010 0.027754 0.000010
20610nighon 0.007087 0.057423 0.000010 0.188070 0.000010 0.053016 0.647985 0.018625 0.001038 0.026726 0.000010
20613ranhon 0.024721 0.001062 0.000010 0.003887 0.000010 0.000010 0.960358 0.000010 0.001238 0.008685 0.000010
20615gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
20617gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
20625puehon 0.000010 0.036008 0.000010 0.108893 0.170163 0.134307 0.333294 0.183401 0.010735 0.008189 0.014991
20633puehon 0.000010 0.008401 0.000010 0.140971 0.037085 0.298072 0.461964 0.033588 0.001436 0.004954 0.013509
20635puehon 0.000010 0.000010 0.000010 0.150233 0.064710 0.356219 0.364526 0.021529 0.004383 0.007390 0.030979
20638puehon 0.000010 0.039642 0.000010 0.137627 0.060470 0.267814 0.432889 0.039396 0.006079 0.002702 0.013360
20641gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
20642gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
20643gumhon 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
20644abehon 0.018387 0.015666 0.000010 0.122551 0.020130 0.080547 0.651181 0.001293 0.000010 0.090215 0.000010
20650prohon 0.000010 0.104138 0.000010 0.386310 0.000010 0.000010 0.509472 0.000010 0.000010 0.000010 0.000010
20696ranhon 0.247686 0.000010 0.000010 0.069426 0.000178 0.156810 0.472513 0.000010 0.008874 0.019980 0.024503
20751guthon 0.000010 0.000010 0.000010 0.000010 0.230674 0.000010 0.206308 0.229938 0.008709 0.307398 0.016922
20757indhon 0.000010 0.000010 0.000010 0.000010 0.014295 0.000010 0.000010 0.000010 0.453788 0.000010 0.531837
20759abehon 0.000010 0.000010 0.000010 0.060493 0.025437 0.066286 0.669745 0.094181 0.004353 0.078410 0.001065
20761abehon 0.001275 0.000010 0.000010 0.051577 0.025977 0.040339 0.700052 0.100061 0.004361 0.073341 0.002997
20762abehon 0.000010 0.000010 0.000010 0.012529 0.169097 0.000010 0.533249 0.176385 0.006082 0.083152 0.019466
20845prohon 0.000010 0.081808 0.000010 0.353830 0.097333 0.000010 0.324892 0.139855 0.002233 0.000010 0.000010
20846prohon 0.000010 0.091983 0.000010 0.364291 0.096449 0.000010 0.320162 0.127055 0.000010 0.000010 0.000010
20861abehon 0.000010 0.000010 0.000010 0.054812 0.026070 0.013187 0.739262 0.100697 0.005712 0.057889 0.002340
20862abehon 0.005178 0.017788 0.000010 0.094440 0.023536 0.137861 0.652465 0.049103 0.000010 0.019599 0.000010
20864abehon 0.000010 0.000010 0.000010 0.030919 0.034545 0.007647 0.734898 0.078780 0.001440 0.102311 0.009431
20866abehon 0.000010 0.000010 0.000010 0.042795 0.074408 0.062526 0.653635 0.077334 0.006349 0.082915 0.000010
20867abehon 0.010746 0.000010 0.000010 0.051340 0.042065 0.082773 0.620623 0.092355 0.002998 0.097070 0.000010
20892ranhon 0.209645 0.000010 0.000010 0.098544 0.000010 0.103976 0.545046 0.000010 0.000010 0.014749 0.027990
20893ranhon 0.101244 0.000010 0.000010 0.095681 0.281102 0.000010 0.216057 0.220048 0.004810 0.015472 0.065554
20894ranhon 0.144374 0.000010 0.000010 0.027461 0.286470 0.000010 0.232000 0.215461 0.008712 0.032699 0.052793
20896ranhon 0.220540 0.003395 0.000010 0.090165 0.014642 0.127481 0.512507 0.001132 0.000367 0.011336 0.018424
20922ranhon 0.130619 0.000010 0.000010 0.092175 0.154368 0.061510 0.372962 0.124524 0.013291 0.011176 0.039354
20923ranhon 0.150586 0.000010 0.000010 0.012008 0.262002 0.000010 0.288527 0.194473 0.008693 0.032874 0.050807
20980ranhon 0.132187 0.000010 0.000010 0.030577 0.274444 0.000010 0.252512 0.220049 0.014511 0.022511 0.053178
23301gumboc 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900 0.000010
23318gutboc 0.000010 0.000010 0.000010 0.000010 0.290056 0.000010 0.028029 0.323271 0.002892 0.340397 0.015305
23322affboc 0.033841 0.347461 0.000010 0.000010 0.000010 0.000010 0.618618 0.000010 0.000010 0.000010 0.000010
27698abequi 0.046770 0.000018 0.000010 0.023397 0.167502 0.053443 0.390582 0.166980 0.012375 0.116534 0.022389
27707uniqui 0.000010 0.000010 0.000010 0.085658 0.187848 0.296443 0.176181 0.191377 0.004111 0.012824 0.045527
27709uniqui 0.012101 0.000010 0.000010 0.147719 0.103696 0.345197 0.238323 0.106303 0.018111 0.008541 0.019987
27936atltam 0.000010 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
28366gumboc 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.106422 0.000010 0.000010 0.893488 0.000010
28389abeboc 0.000010 0.230287 0.000010 0.000010 0.070994 0.561680 0.029321 0.024348 0.000010 0.018417 0.064913
28713puequi 0.041476 0.000010 0.000010 0.173325 0.044829 0.374735 0.284892 0.003813 0.011457 0.005210 0.060243
28939puequi 0.066339 0.005605 0.000010 0.127125 0.046350 0.425756 0.213704 0.000010 0.011846 0.004440 0.098816
29137nigqui 0.000010 0.057292 0.000010 0.540432 0.009821 0.011551 0.347968 0.029229 0.003667 0.000010 0.000010
29212indqui 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900
29213indqui 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999900
30001nigqui 0.000010 0.000010 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
33023nigqui 0.000010 0.000010 0.000010 0.828289 0.119573 0.000010 0.000010 0.036111 0.000010 0.000010 0.015956
52988atltam 0.000010 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
52989atltam 0.000010 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
52990atltam 0.000010 0.000010 0.999899 0.000010 0.000010 0.000010 0.000010 0.000010 0.000011 0.000010 0.000010
54649casliz 0.000010 0.000010 0.110560 0.000010 0.454569 0.376101 0.000010 0.046451 0.000010 0.012260 0.000010
54650casliz 0.009052 0.000010 0.110905 0.000010 0.437388 0.370349 0.018624 0.042682 0.000010 0.010961 0.000010
54689atlliz 0.028343 0.009631 0.714871 0.000010 0.000010 0.170016 0.077080 0.000010 0.000010 0.000010 0.000010
54761atlliz 0.014612 0.000010 0.725481 0.000010 0.078138 0.123820 0.057889 0.000010 0.000010 0.000010 0.000010
54786atlliz 0.000010 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
54849atlliz 0.000010 0.000010 0.999900 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
62263pueala 0.029192 0.000010 0.052163 0.040743 0.262860 0.275495 0.298570 0.000010 0.003198 0.011240 0.026519
62264pueala 0.022583 0.010596 0.053808 0.022753 0.249883 0.314456 0.305726 0.000010 0.000010 0.003633 0.016541
62515gemarc 0.016463 0.021393 0.040250 0.049863 0.603162 0.029843 0.198154 0.040841 0.000010 0.000010 0.000010
62549ecoarc 0.000010 0.000010 0.518256 0.000010 0.481654 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
62550abearc 0.023525 0.000010 0.053262 0.000010 0.450049 0.146912 0.315781 0.007141 0.000010 0.003290 0.000010
