21May3678_H05-L1_S139_L004_R1_001.fastq.gz,21May3678_H05-L1_S139_L004_R2_001.fastq.gz,62558floarc,62558floarc.L4,62558floarc-2,ILLUMINA,6000
21May3678_H06-L1_S140_L002_R1_001.fastq.gz,21May3678_H06-L1_S140_L002_R2_001.fastq.gz,PL17_79abepri,PL17_79abepri.L2,PL17_79abepri-2,ILLUMINA,6000
21May3678_H06-L1_S140_L003_R1_001.fastq.gz,21May3678_H06-L1_S140_L003_R2_001.fastq.gz,PL17_79abepri,PL17_79abepri.L3,PL17_79abepri-2,ILLUMINA,6000
21May3678_H06-L1_S140_L004_R1_001.fastq.gz,21May3678_H06-L1_S140_L004_R2_001.fastq.gz,PL17_79abepri,PL17_79abepri.L4,PL17_79abepri-2,ILLUMINA,6000
21May3678_H07-L1_S141_L002_R1_001.fastq.gz,21May3678_H07-L1_S141_L002_R2_001.fastq.gz,19708abegun,19708abegun.L2,19708abegun-2,ILLUMINA,6000
21May3678_H07-L1_S141_L003_R1_001.fastq.gz,21May3678_H07-L1_S141_L003_R2_001.fastq.gz,19708abegun,19708abegun.L3,19708abegun-2,ILLUMINA,6000
21May3678_H07-L1_S141_L004_R1_001.fastq.gz,21May3678_H07-L1_S141_L004_R2_001.fastq.gz,19708abegun,19708abegun.L4,19708abegun-2,ILLUMINA,6000
21May3678_H08-L1_S142_L002_R1_001.fastq.gz,21May3678_H08-L1_S142_L002_R2_001.fastq.gz,19174affgun,19174affgun.L2,19174affgun-2,ILLUMINA,6000
21May3678_H08-L1_S142_L003_R1_001.fastq.gz,21May3678_H08-L1_S142_L003_R2_001.fastq.gz,19174affgun,19174affgun.L3,19174affgun-2,ILLUMINA,6000
21May3678_H08-L1_S142_L004_R1_001.fastq.gz,21May3678_H08-L1_S142_L004_R2_001.fastq.gz,19174affgun,19174affgun.L4,19174affgun-2,ILLUMINA,6000
21May3678_H09-L1_S143_L002_R1_001.fastq.gz,21May3678_H09-L1_S143_L002_R2_001.fastq.gz,19104puegun,19104puegun.L2,19104puegun-2,ILLUMINA,6000
21May3678_H09-L1_S143_L003_R1_001.fastq.gz,21May3678_H09-L1_S143_L003_R2_001.fastq.gz,19104puegun,19104puegun.L3,19104puegun-2,ILLUMINA,6000
21May3678_H09-L1_S143_L004_R1_001.fastq.gz,21May3678_H09-L1_S143_L004_R2_001.fastq.gz,19104puegun,19104puegun.L4,19104puegun-2,ILLUMINA,6000
21May3678_H10-L1_S144_L002_R1_001.fastq.gz,21May3678_H10-L1_S144_L002_R2_001.fastq.gz,18471abeboc,18471abeboc.L2,18471abeboc-2,ILLUMINA,6000
21May3678_H10-L1_S144_L003_R1_001.fastq.gz,21May3678_H10-L1_S144_L003_R2_001.fastq.gz,18471abeboc,18471abeboc.L3,18471abeboc-2,ILLUMINA,6000
21May3678_H10-L1_S144_L004_R1_001.fastq.gz,21May3678_H10-L1_S144_L004_R2_001.fastq.gz,18471abeboc,18471abeboc.L4,18471abeboc-2,ILLUMINA,6000
21May3678_H11-L1_S145_L002_R1_001.fastq.gz,21May3678_H11-L1_S145_L002_R2_001.fastq.gz,PL17_21tigboc,PL17_21tigboc.L2,PL17_21tigboc-2,ILLUMINA,6000
21May3678_H11-L1_S145_L003_R1_001.fastq.gz,21May3678_H11-L1_S145_L003_R2_001.fastq.gz,PL17_21tigboc,PL17_21tigboc.L3,PL17_21tigboc-2,ILLUMINA,6000
21May3678_H11-L1_S145_L004_R1_001.fastq.gz,21May3678_H11-L1_S145_L004_R2_001.fastq.gz,PL17_21tigboc,PL17_21tigboc.L4,PL17_21tigboc-2,ILLUMINA,6000
21May3678_H12-L1_S146_L002_R1_001.fastq.gz,21May3678_H12-L1_S146_L002_R2_001.fastq.gz,19428puebar,19428puebar.L2,19428puebar-2,ILLUMINA,6000
21May3678_H12-L1_S146_L003_R1_001.fastq.gz,21May3678_H12-L1_S146_L003_R2_001.fastq.gz,19428puebar,19428puebar.L3,19428puebar-2,ILLUMINA,6000
21May3678_H12-L1_S146_L004_R1_001.fastq.gz,21May3678_H12-L1_S146_L004_R2_001.fastq.gz,19428puebar,19428puebar.L4,19428puebar-2,ILLUMINA,6000
21May3679_A01-L1_S147_L002_R1_001.fastq.gz,21May3679_A01-L1_S147_L002_R2_001.fastq.gz,18160gutbel,18160gutbel.L2,18160gutbel-2,ILLUMINA,6000
21May3679_A01-L1_S147_L003_R1_001.fastq.gz,21May3679_A01-L1_S147_L003_R2_001.fastq.gz,18160gutbel,18160gutbel.L3,18160gutbel-2,ILLUMINA,6000
21May3679_A01-L1_S147_L004_R1_001.fastq.gz,21May3679_A01-L1_S147_L004_R2_001.fastq.gz,18160gutbel,18160gutbel.L4,18160gutbel-2,ILLUMINA,6000
21May3679_A02-L1_S148_L002_R1_001.fastq.gz,21May3679_A02-L1_S148_L002_R2_001.fastq.gz,62571uniarc,62571uniarc.L2,62571uniarc-2,ILLUMINA,6000
21May3679_A02-L1_S148_L003_R1_001.fastq.gz,21May3679_A02-L1_S148_L003_R2_001.fastq.gz,62571uniarc,62571uniarc.L3,62571uniarc-2,ILLUMINA,6000
21May3679_A02-L1_S148_L004_R1_001.fastq.gz,21May3679_A02-L1_S148_L004_R2_001.fastq.gz,62571uniarc,62571uniarc.L4,62571uniarc-2,ILLUMINA,6000
21May3679_B01-L1_S149_L002_R1_001.fastq.gz,21May3679_B01-L1_S149_L002_R2_001.fastq.gz,20068gutbel,20068gutbel.L2,20068gutbel-2,ILLUMINA,6000
21May3679_B01-L1_S149_L003_R1_001.fastq.gz,21May3679_B01-L1_S149_L003_R2_001.fastq.gz,20068gutbel,20068gutbel.L3,20068gutbel-2,ILLUMINA,6000
21May3679_B01-L1_S149_L004_R1_001.fastq.gz,21May3679_B01-L1_S149_L004_R2_001.fastq.gz,20068gutbel,20068gutbel.L4,20068gutbel-2,ILLUMINA,6000
