Sample node,Individual,clade,small,large,out
106,18430pueboc,large,0.015396016486046939,0.9846039835138953,0.0
107,18430pueboc,large,0.01709752580665464,0.9829024741933045,0.0
108,18432pueboc,large,0.013841375092681277,0.9861586249073169,0.0
109,18432pueboc,large,0.013606521990229563,0.9863934780097143,0.0
110,18434pueboc,large,0.01381054272450043,0.9861894572754637,0.0
111,18434pueboc,large,0.013899414904999614,0.9861005850949902,0.0
112,18435uniboc,large,0.013403924619114433,0.9865960753808564,0.0
113,18435uniboc,large,0.013541570857692465,0.9864584291422612,0.0
114,18439uniboc,large,0.015428374959396546,0.9845716250405789,0.0
115,18439uniboc,large,0.014447434358951221,0.9855525656410238,0.0
116,18440uniboc,large,0.015628486905370956,0.9843715130946026,0.0
117,18440uniboc,large,0.016151436573135124,0.9838485634268318,0.0
118,18441uniboc,large,0.014514955866555095,0.9854850441334077,0.0
119,18441uniboc,large,0.016128970811308454,0.9838710291886598,0.0
120,18442uniboc,large,0.01492476243907079,0.9850752375608763,0.0
121,18442uniboc,large,0.015365747317594517,0.9846342526823569,0.0
122,18445uniboc,large,0.016389721574488543,0.9836102784255133,0.0
123,18445uniboc,large,0.014962948619812117,0.9850370513801782,0.0
124,18446uniboc,large,0.015830836592600123,0.9841691634073191,0.0
125,18446uniboc,large,0.017524557158601812,0.9824754428413874,0.0
126,18447uniboc,large,0.015243315743458859,0.9847566842564813,0.0
127,18447uniboc,large,0.0147884873616672,0.9852115126382994,0.0
128,18448uniboc,large,0.01614578936787229,0.983854210632085,0.0
129,18448uniboc,large,0.014597886260751003,0.9854021137392157,0.0
130,18449gumboc,large,0.009545350717997293,0.9904546492819701,0.0
131,18449gumboc,large,0.01030477189192182,0.9896952281080553,0.0
132,18450uniboc,large,0.015381526456677057,0.9846184735433031,0.0
133,18450uniboc,large,0.01635635264965586,0.9836436473503204,0.0
134,18452abeboc,large,0.01577834413039302,0.9842216558695738,0.0
135,18452abeboc,large,0.016878394200468144,0.9831216057995169,0.0
136,18454uniboc,large,0.015714392289868727,0.9842856077100779,0.0
137,18454uniboc,large,0.016667600585891344,0.9833323994140708,0.0
138,18471abeboc,large,0.015955473572200864,0.9840445264277998,0.0
139,18471abeboc,large,0.014623351238317567,0.9853766487615958,0.0
140,18492abebel,large,0.0147016115605032,0.9852983884394726,0.0
141,18492abebel,large,0.014490180009665869,0.9855098199902897,0.0
142,18493abebel,large,0.014748865394489618,0.9852511346054853,0.0
143,18493abebel,large,0.015218655567522638,0.9847813444324536,0.0
144,18901nigboc,large,0.010766508823016644,0.9892334911769457,0.0
145,18901nigboc,large,0.012205320049527275,0.9877946799504571,0.0
146,18902nigboc,large,0.01135251771871792,0.9886474822812711,0.0
147,18902nigboc,large,0.011030710445268148,0.9889692895546933,0.0
148,18903nigboc,large,0.013450387119996304,0.986549612879958,0.0
149,18903nigboc,large,0.011894933481967145,0.988105066518018,0.0
150,18904nigboc,large,0.01104789659357954,0.9889521034064069,0.0
151,18904nigboc,large,0.012382071687269921,0.9876179283127268,0.0
152,18905nigboc,large,0.01222644197230488,0.9877735580276755,0.0
153,18905nigboc,large,0.010685634570612595,0.9893143654293624,0.0
154,18906nigboc,large,0.011500882579635488,0.988499117420316,0.0
155,18906nigboc,large,0.01291237054166692,0.9870876294583213,0.0
156,18907nigboc,large,0.012416273829997476,0.9875837261699637,0.0
157,18907nigboc,large,0.014241914889078137,0.9857580851108939,0.0
158,18909nigboc,large,0.012666735701530207,0.987333264298447,0.0
159,18909nigboc,large,0.014267774297956453,0.9857322257020503,0.0
160,18912pueboc,large,0.015368502192506999,0.9846314978074817,0.0
161,18912pueboc,large,0.01507405400912467,0.9849259459908474,0.0
162,18915pueboc,large,0.015108006091593991,0.9848919939083809,0.0
163,18915pueboc,large,0.013637932579370557,0.9863620674205879,0.0
164,18917pueboc,large,0.015011488019445096,0.984988511980507,0.0
165,18917pueboc,large,0.013793926184770527,0.9862060738151935,0.0
166,18935affboc,large,0.015487009674150896,0.9845129903258215,0.0
167,18935affboc,large,0.01395015049362533,0.9860498495063805,0.0
168,18936affboc,large,0.01372516463135984,0.9862748353686058,0.0
169,18936affboc,large,0.013476576145349443,0.9865234238545986,0.0
170,18949abegun,large,0.014307162178347562,0.985692837821626,0.0
171,18949abegun,large,0.013285769758737862,0.9867142302412094,0.0
172,18986affboc,large,0.011041947560386456,0.9889580524395808,0.0
173,18986affboc,large,0.011368305457874978,0.9886316945420868,0.0
174,19076gutbar,large,0.011568661681207387,0.9884313383187759,0.0
175,19076gutbar,large,0.013170832533503218,0.9868291674664574,0.0
176,19077tanbar,large,0.011295382785228993,0.9887046172147455,0.0
177,19077tanbar,large,0.011236633134282104,0.9887633668657179,0.0
178,19079tanbar,large,0.011840885381482735,0.988159114618509,0.0
179,19079tanbar,large,0.010248403382146895,0.9897515966178572,0.0
180,19080gutbar,large,0.014614323927776346,0.9853856760722215,0.0
181,19080gutbar,large,0.013244393521003702,0.986755606478982,0.0
182,19104puegun,large,0.015723325209793325,0.9842766747901908,0.0
183,19104puegun,large,0.014075850088997158,0.9859241499109688,0.0
184,19105niggun,large,0.013911469005567743,0.986088530994397,0.0
185,19105niggun,large,0.012900707896626805,0.9870992921033241,0.0
186,19106puegun,large,0.014561208110114555,0.9854387918898825,0.0
187,19106puegun,large,0.014867484966175607,0.985132515033798,0.0
188,19108puegun,large,0.015507986246724597,0.9844920137532688,0.0
189,19108puegun,large,0.013978150674565072,0.9860218493254052,0.0
190,19124indgun,large,0.008792419882426432,0.9912075801175724,0.0
191,19124indgun,large,0.008940707040027703,0.9910592929599746,0.0
192,19131niggun,large,0.013853895950660462,0.9861461040493057,0.0
193,19131niggun,large,0.013642038226713856,0.9863579617732737,0.0
194,19150niggun,large,0.012611532305626684,0.9873884676943698,0.0
195,19150niggun,large,0.0165069961511624,0.9834930038488106,0.0
196,19162indgun,large,0.008831846521613163,0.991168153478363,0.0
197,19162indgun,large,0.010550040681027993,0.989449959318968,0.0
198,19174affgun,large,0.010616176568368996,0.9893838234316172,0.0
199,19174affgun,large,0.010702278888462043,0.9892977211115271,0.0
200,19190indgun,large,0.007435240967106315,0.9925647590328697,0.0
201,19190indgun,large,0.007350315171580334,0.9926496848283988,0.0
202,19235gutgun,large,0.014225330294375588,0.9857746697056219,0.0
203,19235gutgun,large,0.013429930166973686,0.9865700698329977,0.0
204,19294affgun,large,0.010859770420763781,0.9891402295792363,0.0
205,19294affgun,large,0.01121350629346384,0.9887864937065327,0.0
206,19416chlbar,large,0.018381742976311736,0.9816182570236368,0.0
207,19416chlbar,large,0.01584159593544854,0.9841584040645396,0.0
208,19425chlbar,large,0.015487821083816017,0.9845121789161839,0.0
209,19425chlbar,large,0.01831630146773766,0.9816836985322264,0.0
210,19426puebar,large,0.01779917283558144,0.9822008271643918,0.0
211,19426puebar,large,0.01613393892594122,0.9838660610740617,0.0
212,19427puebar,large,0.016388933618501973,0.983611066381462,0.0
213,19427puebar,large,0.016874294941885852,0.9831257050580829,0.0
214,19428puebar,large,0.017150498627886594,0.9828495013720683,0.0
215,19428puebar,large,0.020267113461745145,0.9797328865382195,0.0
216,19435chlbar,large,0.014951908932062427,0.9850480910679338,0.0
217,19435chlbar,large,0.01522314374871849,0.9847768562512641,0.0
218,19437tanbar,large,0.013152502112523381,0.9868474978874844,0.0
219,19437tanbar,large,0.012899354474083082,0.9871006455258869,0.0
220,19519affgun,large,0.014145701024562524,0.985854298975424,0.0
221,19519affgun,large,0.01506621265593645,0.9849337873440253,0.0
222,19546abegun,large,0.014194257806452485,0.9858057421935641,0.0
223,19546abegun,large,0.014719283218909732,0.9852807167810992,0.0
224,19708abegun,large,0.016534789054479516,0.9834652109454787,0.0
225,19708abegun,large,0.016184464915675045,0.9838155350842973,0.0
226,19881unibel,large,0.015339677326199877,0.9846603226737948,0.0
227,19881unibel,large,0.016831688358681693,0.9831683116413126,0.0
228,20068gutbel,large,0.013838891778335189,0.986161108221656,0.0
229,20068gutbel,large,0.013664514586237872,0.9863354854137477,0.0
230,20069gutbel,large,0.013324671240475998,0.9866753287595282,0.0
231,20069gutbel,large,0.014912090973014453,0.9850879090269938,0.0
232,20092unibel,large,0.015761087389227695,0.9842389126107591,0.0
233,20092unibel,large,0.016618363267212624,0.9833816367327526,0.0
234,20120unibel,large,0.016404659525733285,0.9835953404742365,0.0
235,20120unibel,large,0.01562001412337716,0.9843799858766437,0.0
236,20126unibel,large,0.01699751354466797,0.983002486455307,0.0
237,20126unibel,large,0.016374938462364704,0.9836250615376237,0.0
238,20128unibel,large,0.01728438185608797,0.9827156181439005,0.0
239,20128unibel,large,0.018379506257579645,0.9816204937423928,0.0
240,20135unibel,large,0.016720106666031468,0.9832798933339622,0.0
241,20135unibel,large,0.016917515911724045,0.983082484088276,0.0
242,20149unibel,large,0.01718178346534985,0.9828182165346054,0.0
243,20149unibel,large,0.016215334025781934,0.9837846659742003,0.0
244,20418gumhon,large,0.008553830391960605,0.9914461696080002,0.0
245,20418gumhon,large,0.010807922147580465,0.9891920778523746,0.0
246,20419gumhon,large,0.010911108125523417,0.9890888918744529,0.0
247,20419gumhon,large,0.011000698935935116,0.9889993010640723,0.0
248,20420gumhon,large,0.010146750268795817,0.9898532497312059,0.0
249,20420gumhon,large,0.010151242712957309,0.9898487572870119,0.0
250,20421ranhon,large,0.015562622575646922,0.9844373774243224,0.0
251,20421ranhon,large,0.015470406021834221,0.9845295939781356,0.0
252,20425abehon,large,0.0184861543464251,0.9815138456535543,0.0
253,20425abehon,large,0.01446196545135725,0.9855380345486436,0.0
254,20426gumhon,large,0.008645791333949738,0.9913542086660588,0.0
255,20426gumhon,large,0.008046522025203827,0.9919534779747545,0.0
256,20427gumhon,large,0.007551968800730996,0.9924480311992561,0.0
257,20427gumhon,large,0.008223935826145891,0.9917760641738178,0.0
258,20428gumhon,large,0.010122268257286144,0.9898777317427128,0.0
259,20428gumhon,large,0.011190389111173583,0.9888096108888192,0.0
260,20429ranhon,large,0.01448966930300771,0.985510330696916,0.0
261,20429ranhon,large,0.013780359433113901,0.9862196405668661,0.0
262,20430ranhon,large,0.015468661844028234,0.9845313381559361,0.0
263,20430ranhon,large,0.013310676565265418,0.9866893234347194,0.0
264,20433abehon,large,0.013891038087632096,0.9861089619123596,0.0
265,20433abehon,large,0.01566359844442964,0.9843364015555893,0.0
266,20435chlhon,large,0.013484400739105687,0.9865155992608773,0.0
267,20435chlhon,large,0.013928806653792912,0.986071193346178,0.0
274,20551puehon,large,0.017265880052424028,0.9827341199475366,0.0
275,20551puehon,large,0.015604792178222027,0.9843952078217622,0.0
276,20552puehon,large,0.015964711055739926,0.9840352889442625,0.0
277,20552puehon,large,0.01675484785963826,0.9832451521403254,0.0
278,20553puehon,large,0.017440368849667473,0.9825596311502958,0.0
279,20553puehon,large,0.0159208756005355,0.9840791243994342,0.0
280,20554puehon,large,0.015423159082025423,0.9845768409179501,0.0
281,20554puehon,large,0.02276992273300053,0.9772300772669766,0.0
282,20555puehon,large,0.015091423852225321,0.9849085761477415,0.0
283,20555puehon,large,0.014936729504832049,0.9850632704951582,0.0
284,20556puehon,large,0.01595441234748078,0.9840455876524515,0.0
285,20556puehon,large,0.014884685145863982,0.9851153148541,0.0
286,20558puehon,large,0.018017840574446553,0.9819821594255035,0.0
287,20558puehon,large,0.01749270179028975,0.9825072982096716,0.0
288,20559puehon,large,0.01510614299876725,0.9848938570011947,0.0
289,20559puehon,large,0.015332452014075888,0.9846675479859053,0.0
290,20560unihon,large,0.017360876373738246,0.9826391236262222,0.0
291,20560unihon,large,0.01877730179086091,0.9812226982090828,0.0
292,20561unihon,large,0.018457981824924245,0.9815420181750303,0.0
293,20561unihon,large,0.017018677798220617,0.9829813222017562,0.0
294,20562unihon,large,0.015437405318841314,0.9845625946811071,0.0
295,20562unihon,large,0.017298327563895023,0.9827016724360992,0.0
296,20563unihon,large,0.01640640444794278,0.9835935955519883,0.0
297,20563unihon,large,0.01702984067572476,0.9829701593242526,0.0
298,20564unihon,large,0.016211176984464108,0.983788823015541,0.0
299,20564unihon,large,0.018145236206843354,0.9818547637931143,0.0
300,20565unihon,large,0.01736199658196894,0.9826380034180048,0.0
301,20565unihon,large,0.016218278509858283,0.9837817214901311,0.0
302,20566unihon,large,0.017554494284847635,0.9824455057151322,0.0
303,20566unihon,large,0.017145994587164346,0.9828540054127853,0.0
304,20567unihon,large,0.01701889897019775,0.9829811010297755,0.0
305,20567unihon,large,0.016105995617035296,0.983894004382958,0.0
306,20568unihon,large,0.01719163959955879,0.9828083604004225,0.0
307,20568unihon,large,0.015871796763061847,0.9841282032369213,0.0
308,20571unihon,large,0.016768378579299175,0.9832316214206707,0.0
309,20571unihon,large,0.017126580240267083,0.9828734197596979,0.0
310,20572unihon,large,0.0199084429971245,0.9800915570028221,0.0
311,20572unihon,large,0.01577523668437191,0.9842247633156118,0.0
312,20599nighon,large,0.016838109242950032,0.9831618907570358,0.0
313,20599nighon,large,0.014996673469880222,0.9850033265301108,0.0
314,20600nighon,large,0.0156090420561719,0.9843909579437773,0.0
315,20600nighon,large,0.014688746455025315,0.9853112535449338,0.0
316,20601nighon,large,0.015598884895512985,0.9844011151044519,0.0
317,20601nighon,large,0.014801598329458099,0.9851984016704787,0.0
318,20602nighon,large,0.016017420874500102,0.9839825791254706,0.0
319,20602nighon,large,0.016857318600717423,0.9831426813992591,0.0
320,20603nighon,large,0.01566907080026523,0.9843309291996962,0.0
321,20603nighon,large,0.01830806195404919,0.9816919380459204,0.0
322,20604nighon,large,0.017138724998245137,0.9828612750016946,0.0
323,20604nighon,large,0.015235573634627955,0.9847644263653503,0.0
324,20605nighon,large,0.017513453709400478,0.9824865462905787,0.0
325,20605nighon,large,0.01665614337428281,0.9833438566256921,0.0
326,20606nighon,large,0.016738684538684316,0.9832613154612799,0.0
327,20606nighon,large,0.015970157671394116,0.9840298423285859,0.0
328,20607nighon,large,0.013880253564584609,0.9861197464353662,0.0
329,20607nighon,large,0.016347859665500827,0.9836521403344868,0.0
330,20608nighon,large,0.015952335830303064,0.9840476641696951,0.0
331,20608nighon,large,0.015443468211690705,0.9845565317882902,0.0
332,20609nighon,large,0.014239072709116007,0.9857609272908339,0.0
333,20609nighon,large,0.016688199525886,0.9833118004741219,0.0
334,20610nighon,large,0.016973359754562448,0.9830266402453983,0.0
335,20610nighon,large,0.01544419689202438,0.9845558031079136,0.0
336,20613ranhon,large,0.014395716348042742,0.9856042836519289,0.0
337,20613ranhon,large,0.013453257490879502,0.9865467425090966,0.0
338,20615gumhon,large,0.010787478702210165,0.9892125212977584,0.0
339,20615gumhon,large,0.01137510890104921,0.9886248910989313,0.0
340,20617gumhon,large,0.01099308297508591,0.9890069170248641,0.0
341,20617gumhon,large,0.00856852394239074,0.9914314760576166,0.0
342,20625puehon,large,0.016515476511127794,0.983484523488848,0.0
343,20625puehon,large,0.016689981272437742,0.9833100187275359,0.0
344,20633puehon,large,0.016780401392275428,0.983219598607685,0.0
345,20633puehon,large,0.014989820452493792,0.9850101795474865,0.0
346,20635puehon,large,0.015789557755175505,0.9842104422447898,0.0
347,20635puehon,large,0.01707827306288141,0.9829217269370956,0.0
348,20638puehon,large,0.017965799049535627,0.9820342009504441,0.0
349,20638puehon,large,0.016576251711695984,0.9834237482882829,0.0
350,20641gumhon,large,0.009383764146334248,0.9906162358536412,0.0
351,20641gumhon,large,0.009315329256090578,0.9906846707439405,0.0
352,20642gumhon,large,0.009046040162116374,0.9909539598378763,0.0
353,20642gumhon,large,0.010358000514887831,0.9896419994850874,0.0
354,20643gumhon,large,0.010501521974879533,0.9894984780251175,0.0
355,20643gumhon,large,0.010888328618804686,0.9891116713811726,0.0
356,20644abehon,large,0.016304421661086248,0.9836955783389107,0.0
357,20644abehon,large,0.015275514807630534,0.9847244851923338,0.0
358,20650prohon,large,0.01355348461474598,0.9864465153852107,0.0
359,20650prohon,large,0.012083457552633943,0.9879165424473386,0.0
360,20696ranhon,large,0.013245777405744851,0.9867542225942183,0.0
361,20696ranhon,large,0.01205699447583626,0.987943005524167,0.0
362,20751guthon,large,0.013847441179056834,0.9861525588209408,0.0
363,20751guthon,large,0.01228613124531252,0.9877138687546475,0.0
364,20757indhon,large,0.007899271710115896,0.9921007282898785,0.0
365,20757indhon,large,0.007044504259252623,0.9929554957407402,0.0
366,20759abehon,large,0.013767526217115297,0.9862324737828726,0.0
367,20759abehon,large,0.015582717373203202,0.984417282626773,0.0
368,20761abehon,large,0.015590083530074574,0.9844099164698806,0.0
369,20761abehon,large,0.01618668143034902,0.9838133185696516,0.0
370,20762abehon,large,0.015161997326349368,0.9848380026736226,0.0
371,20762abehon,large,0.015687808334835403,0.9843121916651434,0.0
372,20845prohon,large,0.01486927650192861,0.9851307234980687,0.0
373,20845prohon,large,0.014774788407673555,0.9852252115922849,0.0
374,20846prohon,large,0.01240210381376961,0.987597896186198,0.0
375,20846prohon,large,0.013099981440192645,0.9869000185597969,0.0
376,20861abehon,large,0.014948577071210433,0.9850514229287951,0.0
377,20861abehon,large,0.013935377250341073,0.9860646227496397,0.0
378,20862abehon,large,0.016220149252646657,0.9837798507472915,0.0
379,20862abehon,large,0.01554278258938108,0.984457217410607,0.0
380,20864abehon,large,0.016193157252468383,0.9838068427475054,0.0
381,20864abehon,large,0.014347404962200492,0.9856525950377923,0.0
382,20866abehon,large,0.01474004557917345,0.9852599544207904,0.0
383,20866abehon,large,0.014891984595277456,0.9851080154047017,0.0
384,20867abehon,large,0.016240359457112483,0.9837596405428027,0.0
385,20867abehon,large,0.01540723430178418,0.9845927656982039,0.0
386,20892ranhon,large,0.016699487895824233,0.9833005121041511,0.0
387,20892ranhon,large,0.014063282552656937,0.9859367174472601,0.0
388,20893ranhon,large,0.016214716824682,0.9837852831753016,0.0
389,20893ranhon,large,0.01767463161771332,0.9823253683822502,0.0
390,20894ranhon,large,0.015752767771580356,0.9842472322284234,0.0
391,20894ranhon,large,0.015456100879332834,0.9845438991206295,0.0
392,20896ranhon,large,0.01409891584889881,0.9859010841510669,0.0
393,20896ranhon,large,0.016201252350197513,0.983798747649761,0.0
394,20922ranhon,large,0.01702037431127499,0.9829796256886888,0.0
395,20922ranhon,large,0.014798256454661296,0.9852017435453391,0.0
396,20923ranhon,large,0.01384492790447342,0.9861550720955047,0.0
397,20923ranhon,large,0.013428634403063756,0.9865713655969294,0.0
398,20980ranhon,large,0.014658497952651103,0.985341502047316,0.0
399,20980ranhon,large,0.014373728013346737,0.9856262719866212,0.0
400,23301gumboc,large,0.009347562321210532,0.9906524376787922,0.0
401,23301gumboc,large,0.010840271596619232,0.9891597284033821,0.0
402,23318gutboc,large,0.013329826139623777,0.9866701738603605,0.0
403,23318gutboc,large,0.013328047338253815,0.9866719526616929,0.0
404,23322affboc,large,0.012018540646788315,0.9879814593531999,0.0
405,23322affboc,large,0.013742177930022163,0.9862578220699286,0.0
406,27698abequi,large,0.014321160428866508,0.9856788395711082,0.0
407,27698abequi,large,0.01408358642152378,0.9859164135784878,0.0
408,27707uniqui,large,0.01641267070749306,0.983587329292466,0.0
409,27707uniqui,large,0.016838137111537133,0.9831618628884136,0.0
410,27709uniqui,large,0.016036013656838894,0.9839639863431288,0.0
411,27709uniqui,large,0.016429829099277246,0.9835701709007109,0.0
412,27936atltam,small,0.7275982150151243,0.2724017849848938,0.0
413,27936atltam,small,0.7294286038627517,0.27057139613724995,0.0
414,28366gumboc,large,0.010166713735867939,0.9898332862641148,0.0
415,28366gumboc,large,0.010710160912344734,0.9892898390876329,0.0
416,28389abeboc,large,0.014994283723718627,0.9850057162762299,0.0
417,28389abeboc,large,0.014332142606721048,0.9856678573932359,0.0
420,28713puequi,large,0.016484662996205844,0.9835153370037714,0.0
421,28713puequi,large,0.01760466432888677,0.9823953356710988,0.0
422,28939puequi,large,0.013160861456529435,0.9868391385434454,0.0
423,28939puequi,large,0.014769215323879438,0.9852307846761114,0.0
424,29137nigqui,large,0.015745909482311877,0.9842540905176766,0.0
425,29137nigqui,large,0.016005538352481044,0.9839944616475229,0.0
426,29212indqui,large,0.009986150536367455,0.9900138494636239,0.0
427,29212indqui,large,0.009795466576411251,0.9902045334235502,0.0
428,29213indqui,large,0.007089646403212204,0.9929103535967729,0.0
429,29213indqui,large,0.007994065457074432,0.992005934542913,0.0
430,30001nigqui,large,0.015242610201478601,0.9847573897985094,0.0
431,30001nigqui,large,0.01367739838747178,0.9863226016124944,0.0
432,33023nigqui,large,0.014255291064116365,0.985744708935857,0.0
433,33023nigqui,large,0.014300225686723443,0.9856997743132186,0.0
434,52988atltam,small,0.7310204474633225,0.26897955253670086,0.0
435,52988atltam,small,0.7308062945795755,0.2691937054204669,0.0
436,52989atltam,small,0.7307261169613073,0.26927388303872357,0.0
437,52989atltam,small,0.7257963741774378,0.27420362582260643,0.0
438,52990atltam,small,0.7258630625123491,0.27413693748768353,0.0
