Sample node,Individual,Clade,gulf,carib,out
321,20606nighon,carib,0.016146794047133504,0.9838532059528531,0.0
322,20607nighon,carib,0.014768164177329483,0.9852318358226442,0.0
323,20607nighon,carib,0.014737949868462491,0.9852620501315305,0.0
324,20608nighon,carib,0.015420621262049038,0.984579378737943,0.0
325,20608nighon,carib,0.015359042995256339,0.9846409570047259,0.0
326,20609nighon,carib,0.015357204499099466,0.9846427955008852,0.0
327,20609nighon,carib,0.014743952950763133,0.9852560470492213,0.0
328,20610nighon,carib,0.016341252060961875,0.9836587479390138,0.0
329,20610nighon,carib,0.015206442383301825,0.9847935576166644,0.0
330,20613ranhon,carib,0.01345506478079698,0.986544935219171,0.0
331,20613ranhon,carib,0.013445047639629299,0.9865549523603466,0.0
332,20615gumhon,carib,0.010681460178584276,0.9893185398213814,0.0
333,20615gumhon,carib,0.010950228469601727,0.9890497715303889,0.0
334,20617gumhon,carib,0.010360791140668069,0.989639208859303,0.0
335,20617gumhon,carib,0.00807835588536091,0.9919216441146224,0.0
336,20625puehon,carib,0.01623338175711481,0.9837666182428669,0.0
337,20625puehon,carib,0.01815808803419266,0.9818419119657946,0.0
338,20633puehon,carib,0.016567802670579574,0.9834321973293811,0.0
339,20633puehon,carib,0.014794970158698576,0.9852050298412717,0.0
340,20635puehon,carib,0.016015246675843194,0.983984753324121,0.0
341,20635puehon,carib,0.01813072949966507,0.9818692705003229,0.0
342,20638puehon,carib,0.01763087947395944,0.9823691205260101,0.0
343,20638puehon,carib,0.017070599406689858,0.9829294005932958,0.0
344,20641gumhon,carib,0.00988147579269539,0.9901185242072923,0.0
345,20641gumhon,carib,0.009048648267192306,0.9909513517327901,0.0
346,20642gumhon,carib,0.008797912380128902,0.9912020876198571,0.0
347,20642gumhon,carib,0.010240993791674835,0.9897590062083188,0.0
348,20643gumhon,carib,0.009935846594516268,0.9900641534054793,0.0
349,20643gumhon,carib,0.010524850459670871,0.9894751495403055,0.0
350,20644abehon,carib,0.015712489851590752,0.9842875101483902,0.0
351,20644abehon,carib,0.016099712028649748,0.9839002879713415,0.0
352,20650prohon,carib,0.013282793181398536,0.9867172068185904,0.0
353,20650prohon,carib,0.011758956213899089,0.9882410437860897,0.0
354,20696ranhon,carib,0.014147534998981498,0.9858524650010042,0.0
355,20696ranhon,carib,0.012309978705921433,0.9876900212940753,0.0
356,20751guthon,carib,0.013672601220380835,0.9863273987795841,0.0
357,20751guthon,carib,0.013722343467681967,0.9862776565322925,0.0
358,20757indhon,carib,0.008139725391471266,0.9918602746085265,0.0
359,20757indhon,carib,0.0072400059994789595,0.9927599940005079,0.0
360,20759abehon,carib,0.014383165254523692,0.9856168347454707,0.0
361,20759abehon,carib,0.014123835905220618,0.985876164094764,0.0
362,20761abehon,carib,0.01516749836798983,0.9848325016319908,0.0
