Sample node,Individual,Clade,gulf,carib,out
245,20418gumhon,carib,0.010401664824557186,0.9895983351754352,0.0
246,20419gumhon,carib,0.011397838291638806,0.9886021617083346,0.0
247,20419gumhon,carib,0.009804831929836265,0.9901951680701615,0.0
248,20420gumhon,carib,0.010505889276262788,0.9894941107237066,0.0
249,20420gumhon,carib,0.009577959527652,0.9904220404723237,0.0
250,20421ranhon,carib,0.016465929427649927,0.9835340705723238,0.0
251,20421ranhon,carib,0.014230204579030332,0.98576979542094,0.0
252,20425abehon,carib,0.01747467421899652,0.982525325780981,0.0
253,20425abehon,carib,0.015105496780537698,0.984894503219438,0.0
254,20426gumhon,carib,0.009006950008893571,0.9909930499910885,0.0
255,20426gumhon,carib,0.00796463019645857,0.9920353698035398,0.0
256,20427gumhon,carib,0.008090470876980775,0.9919095291230118,0.0
257,20427gumhon,carib,0.008127211835772702,0.9918727881642262,0.0
258,20428gumhon,carib,0.010935367773528626,0.9890646322264579,0.0
259,20428gumhon,carib,0.009951456930798568,0.9900485430691728,0.0
260,20429ranhon,carib,0.014518841308019045,0.9854811586919465,0.0
261,20429ranhon,carib,0.014044448373715167,0.9859555516262608,0.0
262,20430ranhon,carib,0.015282064866417444,0.9847179351335725,0.0
263,20430ranhon,carib,0.013817804526638557,0.9861821954733363,0.0
264,20433abehon,carib,0.014206951285192658,0.985793048714787,0.0
265,20433abehon,carib,0.015136994797292037,0.9848630052027019,0.0
266,20435chlhon,carib,0.015015097280650194,0.984984902719329,0.0
267,20435chlhon,carib,0.014355440874268297,0.9856445591257222,0.0
268,20551puehon,carib,0.01744226864101131,0.9825577313589725,0.0
269,20551puehon,carib,0.016316029274324042,0.9836839707256518,0.0
270,20552puehon,carib,0.014789255193117828,0.9852107448068682,0.0
271,20552puehon,carib,0.015351257587879795,0.9846487424120933,0.0
272,20553puehon,carib,0.01670382698910723,0.9832961730108709,0.0
273,20553puehon,carib,0.014804711514460901,0.9851952884855156,0.0
274,20554puehon,carib,0.014586845611597078,0.9854131543883625,0.0
275,20554puehon,carib,0.021528105754203396,0.9784718942457931,0.0
276,20555puehon,carib,0.016056476126765494,0.9839435238732118,0.0
277,20555puehon,carib,0.015821443237067905,0.9841785567629124,0.0
278,20556puehon,carib,0.015325487690932402,0.9846745123090574,0.0
279,20556puehon,carib,0.014555559734960677,0.9854444402650178,0.0
280,20558puehon,carib,0.01737776828670631,0.9826222317132781,0.0
281,20558puehon,carib,0.01690927989259193,0.9830907201073815,0.0
282,20559puehon,carib,0.015342338104023608,0.9846576618959233,0.0
283,20559puehon,carib,0.016750492940010905,0.9832495070599712,0.0
284,20560unihon,carib,0.017122271449245698,0.9828777285507309,0.0
285,20560unihon,carib,0.01830511898855021,0.9816948810114086,0.0
286,20561unihon,carib,0.021043430670980714,0.978956569329009,0.0
287,20561unihon,carib,0.017782086064369807,0.9822179139356043,0.0
288,20562unihon,carib,0.01608644541981337,0.9839135545801477,0.0
289,20562unihon,carib,0.017118670973837354,0.9828813290261491,0.0
290,20563unihon,carib,0.016521904617333882,0.983478095382667,0.0
291,20563unihon,carib,0.01669718975203467,0.9833028102479244,0.0
292,20564unihon,carib,0.016022550129753215,0.9839774498702379,0.0
293,20564unihon,carib,0.017974898800974748,0.9820251011989665,0.0
294,20565unihon,carib,0.017378628741649138,0.9826213712583257,0.0
295,20565unihon,carib,0.015719984956586837,0.9842800150433915,0.0
296,20566unihon,carib,0.01643975056611885,0.9835602494338553,0.0
297,20566unihon,carib,0.017094170280450804,0.9829058297195191,0.0
298,20567unihon,carib,0.017486053653579733,0.9825139463463881,0.0
299,20567unihon,carib,0.01541746407565878,0.9845825359243159,0.0
300,20568unihon,carib,0.01693537040604266,0.9830646295939424,0.0
301,20568unihon,carib,0.016145220571142514,0.9838547794288183,0.0
302,20571unihon,carib,0.01694984184208226,0.9830501581578891,0.0
303,20571unihon,carib,0.016283880953663326,0.983716119046329,0.0
304,20572unihon,carib,0.01965925560739968,0.9803407443925769,0.0
305,20572unihon,carib,0.014364047368188653,0.9856359526317944,0.0
306,20599nighon,carib,0.016081389201820194,0.9839186107981303,0.0
307,20599nighon,carib,0.015392163329516652,0.9846078366704561,0.0
308,20600nighon,carib,0.014825269572767318,0.9851747304271883,0.0
309,20600nighon,carib,0.015333048438256358,0.9846669515617013,0.0
310,20601nighon,carib,0.016590931462933858,0.9834090685370378,0.0
311,20601nighon,carib,0.015831524305330795,0.9841684756946573,0.0
312,20602nighon,carib,0.01594617563054021,0.9840538243694267,0.0
313,20602nighon,carib,0.015664237017651624,0.9843357629823214,0.0
314,20603nighon,carib,0.016345845024906214,0.9836541549750588,0.0
315,20603nighon,carib,0.017060740675442738,0.9829392593245299,0.0
316,20604nighon,carib,0.01726440190868509,0.982735598091269,0.0
317,20604nighon,carib,0.01679326266623896,0.9832067373337323,0.0
318,20605nighon,carib,0.015620679612384721,0.9843793203875879,0.0
319,20605nighon,carib,0.01601926768196938,0.9839807323179969,0.0
320,20606nighon,carib,0.015186927558154952,0.9848130724418185,0.0
