time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	207.66400000000002	34.9447	26.178300000000004
1	2.71271e-06	6.23343e-06	207.66400000000002	34.9447	26.178300000000004
2	6.23343e-06	1.08029e-05	207.66400000000002	86.8069	26.178300000000004
3	1.08029e-05	1.67334e-05	207.66400000000002	53.3297	26.178300000000004
4	1.67334e-05	2.44304e-05	179.81413999999998	40.4647	39.50920000000001
5	2.44304e-05	3.44201e-05	68.4147	37.1831	92.83280000000003
6	3.44201e-05	4.73853e-05	69.99445999999999	35.6616	81.86904999999999
7	4.73853e-05	6.42125e-05	82.39486	40.972	76.62389999999999
8	6.42125e-05	8.60519e-05	113.96992	57.3024	78.23498000000001
9	8.60519e-05	0.000114397	182.1633	93.667	91.90303000000003
10	0.000114397	0.000151184	308.0798	160.649	134.3545
11	0.000151184	0.000198929	462.1564999999999	256.347	205.19199999999998
12	0.000198929	0.000260896	574.4934	345.371	296.04479999999995
13	0.000260896	0.000341321	599.1022	407.112	379.5296
14	0.000341321	0.000445702	590.8069999999999	456.862	453.44759999999997
15	0.000445702	0.000581173	595.7105	512.274	526.113
16	0.000581173	0.000756998	631.7839	580.508	607.7413999999999
17	0.000756998	0.000985194	689.641	661.016	683.9182000000001
18	0.000985194	0.00128136	769.0909999999999	750.11	768.9094999999999
19	0.00128136	0.00166575	859.2616	842.842	861.5161000000003
20	0.00166575	0.00216463	920.095	923.83	936.8215000000001
21	0.00216463	0.00281211	919.213	950.568	967.9611999999998
22	0.00281211	0.00365246	829.827	879.568	919.5332000000001
23	0.00365246	0.00474311	649.7188000000002	715.82	747.5982
24	0.00474311	0.00615864	464.17690000000005	509.087	525.8928000000001
25	0.00615864	0.0079958	306.5625	320.928	328.91400000000004
26	0.0079958	0.0103802	195.53660000000002	194.114	198.87339999999995
27	0.0103802	0.0134748	130.8881	118.118	133.2526
28	0.0134748	0.0174912	98.79379999999999	118.118	109.58200000000002
29	0.0174912	0.0227039	103.05627999999999	99.1418	101.62836000000001
30	0.0227039	0.0294694	109.44999999999999	99.1418	89.69790000000002
31	0.0294694	inf	109.45	99.1418	89.6979
