time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	330.043	47.6701	430.195
1	2.71271e-06	6.23343e-06	330.043	47.6701	430.195
2	6.23343e-06	1.08029e-05	330.043	131.646	430.195
3	1.08029e-05	1.67334e-05	330.043	261.229	430.195
4	1.67334e-05	2.44304e-05	373.3094	398.41	468.89360000000005
5	2.44304e-05	3.44201e-05	546.375	369.471	623.688
6	3.44201e-05	4.73853e-05	397.96380000000005	341.57	501.2251
7	4.73853e-05	6.42125e-05	361.8878	375.185	461.2750000000001
8	6.42125e-05	8.60519e-05	427.90900000000005	458.256	496.4348000000001
9	8.60519e-05	0.000114397	538.6021	556.874	570.4905000000001
10	0.000114397	0.000151184	655.0443000000001	655.854	656.1922000000001
11	0.000151184	0.000198929	756.6395	750.783	737.5087000000002
12	0.000198929	0.000260896	840.4802000000001	838.938	828.4178
13	0.000260896	0.000341321	909.2417	919.755	917.4269999999999
14	0.000341321	0.000445702	967.9372000000001	983.994	991.9717999999998
15	0.000445702	0.000581173	1009.8290000000002	1022.54	1035.325
16	0.000581173	0.000756998	1029.3120000000001	1036.2	1047.2350000000001
17	0.000756998	0.000985194	1027.188	1032.41	1038.1380000000001
18	0.000985194	0.00128136	1017.5350000000001	1021.42	1018.1026999999999
19	0.00128136	0.00166575	1001.6131999999998	1002.64	987.8686999999999
20	0.00166575	0.00216463	962.4894999999999	956.893	938.6404999999997
21	0.00216463	0.00281211	885.2643999999998	867.546	862.7691999999998
22	0.00281211	0.00365246	752.4815999999998	734.757	740.7487999999997
23	0.00365246	0.00474311	579.2389	577.929	574.3509000000001
24	0.00474311	0.00615864	426.23799999999994	422.286	417.49379999999985
25	0.00615864	0.0079958	295.81199999999995	286.873	283.6705
26	0.0079958	0.0103802	199.89669999999998	189.529	187.67800000000003
27	0.0103802	0.0134748	142.1137	122.735	130.645
28	0.0134748	0.0174912	111.563	122.735	102.69900000000001
29	0.0174912	0.0227039	87.40547999999997	61.0184	88.61052000000002
30	0.0227039	0.0294694	51.1692	61.0184	67.4778
31	0.0294694	inf	51.1692	61.0184	67.4778
