time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	4.32778	54.3475	637.847
1	2.71271e-06	6.23343e-06	4.32778	54.3475	637.847
2	6.23343e-06	1.08029e-05	4.32778	198.6	637.847
3	1.08029e-05	1.67334e-05	4.32778	185.215	637.847
4	1.67334e-05	2.44304e-05	25.766424	109.961	567.8546
5	2.44304e-05	3.44201e-05	111.52100000000003	82.4553	287.885
6	3.44201e-05	4.73853e-05	104.20040000000003	75.6982	296.4173
7	4.73853e-05	6.42125e-05	115.89500000000002	80.3787	340.3904
8	6.42125e-05	8.60519e-05	157.854	101.992	422.2382
9	8.60519e-05	0.000114397	253.93130000000005	142.141	516.1188
10	0.000114397	0.000151184	430.86060000000003	206.825	598.8462000000001
11	0.000151184	0.000198929	643.7036	295.041	672.0121
12	0.000198929	0.000260896	799.7749999999997	383.13	761.3738000000002
13	0.000260896	0.000341321	824.7967999999998	444.562	850.8825000000002
14	0.000341321	0.000445702	787.2986	487.111	918.6328000000001
15	0.000445702	0.000581173	760.8175	529.148	955.6524999999999
16	0.000581173	0.000756998	771.3372000000002	580.036	968.7674
17	0.000756998	0.000985194	809.5447999999999	646.661	975.1792000000003
18	0.000985194	0.00128136	864.9729	733.013	988.3697999999999
19	0.00128136	0.00166575	916.3687000000001	837.711	1006.3000000000001
20	0.00166575	0.00216463	927.0899999999998	945.122	1006.4235000000001
21	0.00216463	0.00281211	884.8717999999999	1003.48	964.8397999999997
22	0.00281211	0.00365246	776.5918	941.677	848.4734
23	0.00365246	0.00474311	608.7696	756.291	647.9669
24	0.00474311	0.00615864	447.02489999999995	524.348	450.30410000000006
25	0.00615864	0.0079958	309.0325	327.712	293.5785
26	0.0079958	0.0103802	207.12090000000006	201.36	193.43319999999994
27	0.0103802	0.0134748	141.9915	123.261	139.11700000000002
28	0.0134748	0.0174912	106.59999999999998	123.261	114.687
29	0.0174912	0.0227039	99.97627999999999	74.5681	106.15043999999999
30	0.0227039	0.0294694	90.0407	74.5681	93.34559999999998
31	0.0294694	inf	90.0407	74.5681	93.3456
