time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	19.0243	12.797	209.81799999999996
1	2.71271e-06	6.23343e-06	19.0243	12.797	209.81799999999996
2	6.23343e-06	1.08029e-05	19.0243	24.4071	209.81799999999996
3	1.08029e-05	1.67334e-05	19.0243	71.0994	209.81799999999996
4	1.67334e-05	2.44304e-05	34.92224	129.369	273.1142
5	2.44304e-05	3.44201e-05	98.514	157.161	526.2990000000001
6	3.44201e-05	4.73853e-05	110.63799999999999	164.604	444.10849999999994
7	4.73853e-05	6.42125e-05	113.8548	178.173	417.18320000000006
8	6.42125e-05	8.60519e-05	115.02799999999999	210.507	443.98659999999995
9	8.60519e-05	0.000114397	137.1918	266.094	511.8207999999999
10	0.000114397	0.000151184	194.84690000000006	351.499	615.8792000000001
11	0.000151184	0.000198929	267.56660000000005	447.78	717.2674999999999
12	0.000198929	0.000260896	344.823	534.154	809.1621999999999
13	0.000260896	0.000341321	418.8766	606.71	888.1401000000002
14	0.000341321	0.000445702	491.7170000000001	665.192	947.4660000000001
15	0.000445702	0.000581173	561.7315000000001	710.326	976.3415000000002
16	0.000581173	0.000756998	632.9783	744.756	981.2284000000002
17	0.000756998	0.000985194	693.0760000000001	773.435	977.5152
18	0.000985194	0.00128136	754.7067999999999	804.793	978.5539999999999
19	0.00128136	0.00166575	815.3580000000002	844.372	988.2955999999998
20	0.00166575	0.00216463	851.6020000000002	883.352	986.6300000000001
21	0.00216463	0.00281211	846.5191999999998	886.294	942.8918000000001
22	0.00281211	0.00365246	773.5624	807.374	829.1814
23	0.00365246	0.00474311	617.4906	649.57	644.8275
24	0.00474311	0.00615864	448.0965000000001	463.929	457.42289999999997
25	0.00615864	0.0079958	300.6465	298.722	290.88500000000005
26	0.0079958	0.0103802	199.25719999999993	187.761	174.21089999999998
27	0.0103802	0.0134748	145.1582	125.558	113.66190000000003
28	0.0134748	0.0174912	123.79500000000002	125.558	95.2525
29	0.0174912	0.0227039	128.2346	128.673	110.16230000000002
30	0.0227039	0.0294694	134.894	128.673	132.52700000000002
31	0.0294694	inf	134.894	128.673	132.527
