time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	4.091779999999999	0.392166	336.3729999999999
1	2.71271e-06	6.23343e-06	4.091779999999999	0.392166	336.3729999999999
2	6.23343e-06	1.08029e-05	4.091779999999999	8.2658	336.3729999999999
3	1.08029e-05	1.67334e-05	4.091779999999999	107.682	336.3729999999999
4	1.67334e-05	2.44304e-05	23.242224	158.48	414.6065999999999
5	2.44304e-05	3.44201e-05	99.84399999999998	143.49	727.541
6	3.44201e-05	4.73853e-05	97.71698	119.766	584.5604000000001
7	4.73853e-05	6.42125e-05	112.97843999999999	113.082	528.5806
8	6.42125e-05	8.60519e-05	157.59099999999998	126.916	550.7284
9	8.60519e-05	0.000114397	256.60459999999995	159.795	617.291
10	0.000114397	0.000151184	436.5732	224.902	714.5626000000001
11	0.000151184	0.000198929	646.1711	319.153	807.3908000000001
12	0.000198929	0.000260896	794.5427999999999	406.559	889.5784
13	0.000260896	0.000341321	817.0084	460.585	958.854
14	0.000341321	0.000445702	783.6211999999998	497.519	1021.7560000000002
15	0.000445702	0.000581173	764.5255	538.39	1074.975
16	0.000581173	0.000756998	781.9816999999998	590.579	1114.187
17	0.000756998	0.000985194	823.5307999999999	657.147	1131.638
18	0.000985194	0.00128136	879.9488999999999	743.124	1137.7560000000003
19	0.00128136	0.00166575	930.1289000000002	850.956	1130.609
20	0.00166575	0.00216463	937.2995000000002	965.386	1095.6699999999998
21	0.00216463	0.00281211	889.5290000000002	1031.34	1021.7772000000001
22	0.00281211	0.00365246	773.7413999999999	978.34	881.3956000000002
23	0.00365246	0.00474311	595.0346	787.993	667.0115
24	0.00474311	0.00615864	421.48159999999996	525.194	454.26439999999997
25	0.00615864	0.0079958	279.466	299.595	279.3995
26	0.0079958	0.0103802	184.34129999999996	167.187	166.1311
27	0.0103802	0.0134748	130.6224	95.4091	104.69709999999999
28	0.0134748	0.0174912	106.19600000000001	95.4091	74.15660000000001
29	0.0174912	0.0227039	125.9092	111.372	68.19931999999999
30	0.0227039	0.0294694	155.479	111.372	59.26339999999999
31	0.0294694	inf	155.479	111.372	59.2634
