time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	406.56099999999986	11.8349	276.112
1	2.71271e-06	6.23343e-06	406.56099999999986	11.8349	276.112
2	6.23343e-06	1.08029e-05	406.56099999999986	157.281	276.112
3	1.08029e-05	1.67334e-05	406.56099999999986	287.181	276.112
4	1.67334e-05	2.44304e-05	426.12359999999995	333.298	314.9638
5	2.44304e-05	3.44201e-05	504.37400000000014	335.691	470.37100000000004
6	3.44201e-05	4.73853e-05	429.6783999999999	342.311	414.17009999999993
7	4.73853e-05	6.42125e-05	423.3859999999999	376.062	396.29079999999993
8	6.42125e-05	8.60519e-05	481.79259999999994	439.913	419.81080000000003
9	8.60519e-05	0.000114397	570.279	525.714	487.3375000000001
10	0.000114397	0.000151184	661.121	624.991	594.8414
11	0.000151184	0.000198929	743.1380999999998	724.395	705.8747999999999
12	0.000198929	0.000260896	830.5471999999999	812.526	801.8711999999999
13	0.000260896	0.000341321	910.4857	887.274	870.0837
14	0.000341321	0.000445702	971.167	943.998	918.8145999999999
15	0.000445702	0.000581173	1002.0425	977.387	948.0405000000002
16	0.000581173	0.000756998	1001.528	979.73	953.9950000000001
17	0.000756998	0.000985194	983.3231999999998	959.475	939.6342000000001
18	0.000985194	0.00128136	961.7945	937.218	921.0501999999998
19	0.00128136	0.00166575	938.7327000000002	921.063	908.4399999999998
20	0.00166575	0.00216463	901.1074999999998	895.249	885.965
21	0.00216463	0.00281211	833.9270000000001	832.09	831.2732
22	0.00281211	0.00365246	717.3294	719.506	721.328
23	0.00365246	0.00474311	552.7757	569.011	558.0508
24	0.00474311	0.00615864	398.7233000000001	416.433	403.34020000000004
25	0.00615864	0.0079958	276.259	289.527	275.1405
26	0.0079958	0.0103802	198.90480000000005	204.128	187.17680000000001
27	0.0103802	0.0134748	167.83559999999997	159.023	139.1963
28	0.0134748	0.0174912	321.2810000000001	159.023	125.231
29	0.0174912	0.0227039	196.17547200000007	50.2949	114.97536000000002
30	0.0227039	0.0294694	8.51718	50.2949	99.59190000000001
31	0.0294694	inf	8.51718	50.2949	99.5919
