time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	39.34780000000001	2.14472	202.11199999999994
1	2.71271e-06	6.23343e-06	39.34780000000001	2.14472	202.11199999999994
2	6.23343e-06	1.08029e-05	39.34780000000001	47.2963	202.11199999999994
3	1.08029e-05	1.67334e-05	39.34780000000001	67.269	202.11199999999994
4	1.67334e-05	2.44304e-05	42.14546	95.6176	264.71739999999994
5	2.44304e-05	3.44201e-05	53.3361	111.19	515.1389999999999
6	3.44201e-05	4.73853e-05	75.93595	104.707	439.2883999999999
7	4.73853e-05	6.42125e-05	112.32095999999999	103.606	412.8114
8	6.42125e-05	8.60519e-05	173.3228	118.536	436.9726
9	8.60519e-05	0.000114397	273.0808	152.444	507.8957999999999
10	0.000114397	0.000151184	435.92549999999994	219.682	611.8593000000001
11	0.000151184	0.000198929	623.7164	313.795	708.2296000000001
12	0.000198929	0.000260896	754.2968000000002	398.145	794.9327999999999
13	0.000260896	0.000341321	769.2797	453.411	872.4023
14	0.000341321	0.000445702	744.151	496.631	936.1262000000003
15	0.000445702	0.000581173	736.1980000000001	539.329	974.1709999999998
16	0.000581173	0.000756998	757.0197000000002	589.364	989.2013999999997
17	0.000756998	0.000985194	795.726	653.18	994.3079999999999
18	0.000985194	0.00128136	848.6138000000001	734.832	1008.1234
19	0.00128136	0.00166575	900.6357999999999	835.113	1032.662
20	0.00166575	0.00216463	917.4445	938.984	1036.26
21	0.00216463	0.00281211	883.0454	996.365	990.7490000000003
22	0.00281211	0.00365246	780.1422000000001	948.132	872.8877999999999
23	0.00365246	0.00474311	610.7527	773.708	681.289
24	0.00474311	0.00615864	446.8081000000001	536.7	483.0102999999999
25	0.00615864	0.0079958	310.613	328.047	309.2194999999999
26	0.0079958	0.0103802	213.27839999999995	194.651	188.65950000000004
27	0.0103802	0.0134748	152.4549	115.548	121.96979999999999
28	0.0134748	0.0174912	118.72	115.548	88.31779999999999
29	0.0174912	0.0227039	95.31044	86.7439	101.16188
30	0.0227039	0.0294694	60.1961	86.7439	120.428
31	0.0294694	inf	60.1961	86.7439	120.428
