time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	408.0899999999999	8.79379	10.447500000000003
1	2.71271e-06	6.23343e-06	408.0899999999999	8.79379	10.447500000000003
2	6.23343e-06	1.08029e-05	408.0899999999999	101.273	10.447500000000003
3	1.08029e-05	1.67334e-05	408.0899999999999	119.235	10.447500000000003
4	1.67334e-05	2.44304e-05	426.49559999999997	151.331	31.8448
5	2.44304e-05	3.44201e-05	500.118	160.616	117.43399999999997
6	3.44201e-05	4.73853e-05	421.2504	164.852	112.62499999999997
7	4.73853e-05	6.42125e-05	412.53040000000004	186.94	108.394
8	6.42125e-05	8.60519e-05	470.1874000000001	229.083	110.55439999999999
9	8.60519e-05	0.000114397	559.7628	291.786	138.30489999999998
10	0.000114397	0.000151184	653.1139	372.424	200.67759999999996
11	0.000151184	0.000198929	737.9195000000001	458.659	275.67490000000004
12	0.000198929	0.000260896	830.6619999999998	542.69	350.316
13	0.000260896	0.000341321	916.6550999999998	617.393	422.20700000000005
14	0.000341321	0.000445702	976.9393999999998	675.499	493.35639999999995
15	0.000445702	0.000581173	1002.7939999999999	715.774	560.2215
16	0.000581173	0.000756998	998.1018999999998	742.246	627.1524000000002
17	0.000756998	0.000985194	979.0649999999999	764.182	683.8206
18	0.000985194	0.00128136	961.3658999999998	790.032	742.3823
19	0.00128136	0.00166575	949.2639	823.683	799.7568000000001
20	0.00166575	0.00216463	925.3519999999999	854.183	832.4815
21	0.00216463	0.00281211	866.8335999999998	848.941	825.3268
22	0.00281211	0.00365246	749.9692	774.874	756.9619999999999
23	0.00365246	0.00474311	576.115	633.705	611.963
24	0.00474311	0.00615864	409.00629999999995	462.278	448.22839999999997
25	0.00615864	0.0079958	273.55249999999995	306.462	300.767
26	0.0079958	0.0103802	188.98309999999998	200.331	197.40139999999997
27	0.0103802	0.0134748	157.7957	138.546	142.7216
28	0.0134748	0.0174912	355.9429999999999	138.546	127.22700000000002
29	0.0174912	0.0227039	216.30504799999997	80.538	142.897
30	0.0227039	0.0294694	6.84812	80.538	166.40199999999996
31	0.0294694	inf	6.84812	80.538	166.402
