time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	186.208	75.3171	256.976
1	2.71271e-06	6.23343e-06	186.208	75.3171	256.976
2	6.23343e-06	1.08029e-05	186.208	81.2529	256.976
3	1.08029e-05	1.67334e-05	186.208	132.417	256.976
4	1.67334e-05	2.44304e-05	163.35889999999998	140.762	309.07899999999995
5	2.44304e-05	3.44201e-05	71.9625	129.665	517.491
6	3.44201e-05	4.73853e-05	98.99544999999998	123.955	436.1391000000001
7	4.73853e-05	6.42125e-05	115.6382	122.493	406.642
8	6.42125e-05	8.60519e-05	132.989	134.904	426.882
9	8.60519e-05	0.000114397	184.45290000000006	169.253	485.73650000000004
10	0.000114397	0.000151184	313.6769	244.366	587.3082
11	0.000151184	0.000198929	483.57919999999996	340.67	692.0942000000001
12	0.000198929	0.000260896	592.0518	421.375	788.0165999999998
13	0.000260896	0.000341321	605.1736000000001	477.962	867.8493999999998
14	0.000341321	0.000445702	599.0422	521.505	925.6729999999998
15	0.000445702	0.000581173	611.0319999999999	561.975	956.8359999999997
16	0.000581173	0.000756998	646.0865999999999	605.539	963.2478999999997
17	0.000756998	0.000985194	692.6048	658.36	956.2682
18	0.000985194	0.00128136	750.9991000000001	722.078	951.5591000000002
19	0.00128136	0.00166575	813.2687999999999	794.686	954.5485000000001
20	0.00166575	0.00216463	854.9219999999998	869.775	949.6159999999998
21	0.00216463	0.00281211	854.2258	916.07	912.6703999999997
22	0.00281211	0.00365246	784.7161999999998	874.55	811.1251999999998
23	0.00365246	0.00474311	631.1605999999999	720.709	629.3452
24	0.00474311	0.00615864	459.46190000000007	503.113	441.6871
25	0.00615864	0.0079958	310.18300000000005	311.104	288.096
26	0.0079958	0.0103802	205.98060000000007	191.19	187.6391
27	0.0103802	0.0134748	145.7208	125.478	135.08089999999996
28	0.0134748	0.0174912	117.984	125.478	123.37900000000003
29	0.0174912	0.0227039	102.64344000000001	104.377	140.7454
30	0.0227039	0.0294694	79.6326	104.377	166.79499999999993
31	0.0294694	inf	79.6326	104.377	166.795
