time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	393.80800000000005	56.9874	604.388
1	2.71271e-06	6.23343e-06	393.80800000000005	56.9874	604.388
2	6.23343e-06	1.08029e-05	393.80800000000005	211.665	604.388
3	1.08029e-05	1.67334e-05	393.80800000000005	405.615	604.388
4	1.67334e-05	2.44304e-05	460.819	394.965	542.2566
5	2.44304e-05	3.44201e-05	728.863	342.525	293.731
6	3.44201e-05	4.73853e-05	582.5958999999999	332.082	305.30760000000004
7	4.73853e-05	6.42125e-05	529.6712	382.365	350.30659999999995
8	6.42125e-05	8.60519e-05	560.7492000000001	473.085	431.1807999999999
9	8.60519e-05	0.000114397	635.8908	577.582	523.2619
10	0.000114397	0.000151184	729.1983	675.596	610.1047000000001
11	0.000151184	0.000198929	815.4575000000001	758.556	686.0568000000001
12	0.000198929	0.000260896	897.9623999999998	837.669	775.0407999999999
13	0.000260896	0.000341321	971.4544000000001	917.633	866.4760999999999
14	0.000341321	0.000445702	1034.1519999999998	984.547	937.8469999999999
15	0.000445702	0.000581173	1081.6549999999997	1028.21	977.0180000000001
16	0.000581173	0.000756998	1108.536	1047.2	990.9062999999998
17	0.000756998	0.000985194	1109.8560000000002	1048.44	991.6536000000002
18	0.000985194	0.00128136	1094.933	1040.33	989.5644
19	0.00128136	0.00166575	1065.834	1021.26	981.2193999999998
20	0.00166575	0.00216463	1014.5469999999999	977.73	948.0374999999999
21	0.00216463	0.00281211	933.6168000000001	895.617	879.8014
22	0.00281211	0.00365246	805.8728000000002	771.511	759.6598
23	0.00365246	0.00474311	627.2519	607.898	584.7051
24	0.00474311	0.00615864	449.73890000000006	429.216	414.08759999999995
25	0.00615864	0.0079958	297.36949999999996	276.74	272.762
26	0.0079958	0.0103802	189.90789999999996	173.383	175.45729999999998
27	0.0103802	0.0134748	125.91159999999996	106.614	119.62700000000002
28	0.0134748	0.0174912	94.47190000000002	106.614	95.49220000000001
29	0.0174912	0.0227039	68.03606	85.1733	103.58172
30	0.0227039	0.0294694	28.382299999999997	85.1733	115.71600000000002
31	0.0294694	inf	28.3823	85.1733	115.716
