time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	208.032	8.15231	264.47300000000007
1	2.71271e-06	6.23343e-06	208.032	8.15231	264.47300000000007
2	6.23343e-06	1.08029e-05	208.032	97.644	264.47300000000007
3	1.08029e-05	1.67334e-05	208.032	221.56	264.47300000000007
4	1.67334e-05	2.44304e-05	244.8144	308.052	319.1910000000001
5	2.44304e-05	3.44201e-05	391.94399999999996	305.577	538.0630000000001
6	3.44201e-05	4.73853e-05	319.99030000000005	295.751	450.73310000000004
7	4.73853e-05	6.42125e-05	317.5398	336.705	418.9276
8	6.42125e-05	8.60519e-05	382.42460000000005	411.427	439.1822
9	8.60519e-05	0.000114397	482.3422	498.905	496.4593000000001
10	0.000114397	0.000151184	587.6645	595.915	596.7575
11	0.000151184	0.000198929	677.1162000000002	691.496	699.1149
12	0.000198929	0.000260896	764.7234	779.589	792.8254000000002
13	0.000260896	0.000341321	836.3463000000002	854.124	871.4966
14	0.000341321	0.000445702	888.3224000000002	908.917	929.0061999999999
15	0.000445702	0.000581173	920.5794999999998	942.426	961.6455000000002
16	0.000581173	0.000756998	931.7050999999998	952.737	967.6918999999999
17	0.000756998	0.000985194	925.6295999999998	944.701	956.3686000000002
18	0.000985194	0.00128136	915.8000000000001	931.601	941.4065000000002
19	0.00128136	0.00166575	904.8433999999997	919.361	933.3373000000001
20	0.00166575	0.00216463	879.7324999999998	895.392	907.2020000000001
21	0.00216463	0.00281211	827.2860000000001	835.007	845.0455999999998
22	0.00281211	0.00365246	726.2739999999999	722.23	731.5744
23	0.00365246	0.00474311	572.5463	569.676	565.296
24	0.00474311	0.00615864	425.0984	413.904	405.7395
25	0.00615864	0.0079958	301.81800000000004	285.249	275.677
26	0.0079958	0.0103802	214.62750000000005	197.356	188.04569999999998
27	0.0103802	0.0134748	162.74669999999998	136.415	139.2012
28	0.0134748	0.0174912	138.034	136.415	117.21000000000002
29	0.0174912	0.0227039	102.32783999999997	95.9868	126.4644
30	0.0227039	0.0294694	48.7686	95.9868	140.346
31	0.0294694	inf	48.7686	95.9868	140.346
