time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	320.25899999999996	54.5541	537.688
1	2.71271e-06	6.23343e-06	320.25899999999996	54.5541	537.688
2	6.23343e-06	1.08029e-05	320.25899999999996	121.562	537.688
3	1.08029e-05	1.67334e-05	320.25899999999996	290.441	537.688
4	1.67334e-05	2.44304e-05	363.49179999999996	389.772	543.535
5	2.44304e-05	3.44201e-05	536.4229999999999	365.778	566.923
6	3.44201e-05	4.73853e-05	399.5232999999999	347.225	478.00830000000013
7	4.73853e-05	6.42125e-05	367.272	382.655	458.2652000000001
8	6.42125e-05	8.60519e-05	430.43019999999996	462.397	499.9740000000001
9	8.60519e-05	0.000114397	535.9317	557.695	564.3425000000001
10	0.000114397	0.000151184	648.9129	654.991	642.3335
11	0.000151184	0.000198929	751.5248000000001	750.001	728.8113999999999
12	0.000198929	0.000260896	839.1372000000001	838.392	830.5484000000002
13	0.000260896	0.000341321	909.0988000000001	919.566	925.5312
14	0.000341321	0.000445702	968.0872000000002	984.214	992.802
15	0.000445702	0.000581173	1013.1935000000002	1022.94	1023.29
16	0.000581173	0.000756998	1036.4740000000002	1035.11	1028.119
17	0.000756998	0.000985194	1033.82	1031.47	1024.26
18	0.000985194	0.00128136	1022.0800000000002	1022.32	1016.0869999999999
19	0.00128136	0.00166575	1006.602	1004.79	993.2537999999998
20	0.00166575	0.00216463	968.8409999999999	959.525	944.2084999999997
21	0.00216463	0.00281211	891.0725999999999	869.337	865.1742000000002
22	0.00281211	0.00365246	757.8729999999999	736.684	740.4173999999998
23	0.00365246	0.00474311	583.8094999999998	580.68	574.5571
24	0.00474311	0.00615864	427.31719999999996	426.679	421.84899999999993
25	0.00615864	0.0079958	293.27950000000004	293.567	293.7505
26	0.0079958	0.0103802	193.98769999999996	197.564	205.70529999999997
27	0.0103802	0.0134748	133.4513	134.693	160.95040000000003
28	0.0134748	0.0174912	106.77499999999998	134.693	153.07500000000002
29	0.0174912	0.0227039	117.8066	78.7034	107.87224
30	0.0227039	0.0294694	134.354	78.7034	40.06810000000001
31	0.0294694	inf	134.354	78.7034	40.0681
