time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	500.1229999999999	163.086	545.738
1	2.71271e-06	6.23343e-06	500.1229999999999	163.086	545.738
2	6.23343e-06	1.08029e-05	500.1229999999999	305.959	545.738
3	1.08029e-05	1.67334e-05	500.1229999999999	335.033	545.738
4	1.67334e-05	2.44304e-05	519.1614	369.463	516.2376
5	2.44304e-05	3.44201e-05	595.315	335.313	398.236
6	3.44201e-05	4.73853e-05	489.15649999999994	330.034	365.567
7	4.73853e-05	6.42125e-05	457.3472	381.273	381.39919999999995
8	6.42125e-05	8.60519e-05	492.8382	465.084	443.1238
9	8.60519e-05	0.000114397	560.6467	549.246	519.8178
10	0.000114397	0.000151184	641.2674999999999	634.795	608.4077000000001
11	0.000151184	0.000198929	730.9503000000001	728.941	702.9592
12	0.000198929	0.000260896	835.0064000000001	825.403	807.8711999999999
13	0.000260896	0.000341321	932.977	917.818	904.0778
14	0.000341321	0.000445702	1004.6916000000001	992.92	978.7492000000001
15	0.000445702	0.000581173	1040.9	1036.81	1025.4
16	0.000581173	0.000756998	1054.2329999999997	1054.17	1049.034
17	0.000756998	0.000985194	1056.4939999999997	1057.38	1054.2299999999998
18	0.000985194	0.00128136	1047.8600000000001	1051.33	1052.1180000000002
19	0.00128136	0.00166575	1015.3793999999999	1029.59	1039.7479999999998
20	0.00166575	0.00216463	952.9500000000003	977.724	999.1229999999998
21	0.00216463	0.00281211	861.8280000000002	882.406	921.8735999999999
22	0.00281211	0.00365246	725.7808000000001	745.221	792.3479999999998
23	0.00365246	0.00474311	554.9941	582.827	614.0154
24	0.00474311	0.00615864	406.3338999999999	423.152	445.19939999999997
25	0.00615864	0.0079958	286.17	291.049	304.05800000000005
26	0.0079958	0.0103802	201.97350000000006	199.083	205.95469999999997
27	0.0103802	0.0134748	152.0679	134.335	148.0541
28	0.0134748	0.0174912	126.27700000000003	134.335	118.76000000000003
29	0.0174912	0.0227039	116.91220000000003	90.9455	90.49344
30	0.0227039	0.0294694	102.86500000000002	90.9455	48.09359999999999
31	0.0294694	inf	102.865	90.9455	48.0936
