time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.71271e-06	613.5619999999999	66.8146	224.80899999999994
1	2.71271e-06	6.23343e-06	613.5619999999999	66.8146	224.80899999999994
2	6.23343e-06	1.08029e-05	613.5619999999999	219.6	224.80899999999994
3	1.08029e-05	1.67334e-05	613.5619999999999	346.978	224.80899999999994
4	1.67334e-05	2.44304e-05	548.8742	343.024	286.64199999999994
5	2.44304e-05	3.44201e-05	290.123	320.6	533.974
6	3.44201e-05	4.73853e-05	309.5767	315.8	446.4313
7	4.73853e-05	6.42125e-05	354.39799999999997	354.648	419.62979999999993
8	6.42125e-05	8.60519e-05	428.59279999999995	428.062	449.5029999999999
9	8.60519e-05	0.000114397	514.9030999999999	519.324	514.6105999999999
10	0.000114397	0.000151184	598.6897	617.77	614.2986000000001
11	0.000151184	0.000198929	678.2071999999997	714.015	717.0334
12	0.000198929	0.000260896	774.1736	803.294	810.3335999999998
13	0.000260896	0.000341321	867.0590000000001	881.77	888.6119000000001
14	0.000341321	0.000445702	933.8880000000001	940.263	947.9514
15	0.000445702	0.000581173	965.661	972.616	981.1279999999999
16	0.000581173	0.000756998	973.3497999999998	984.061	992.5656999999999
17	0.000756998	0.000985194	972.8045999999998	985.539	991.8380000000002
18	0.000985194	0.00128136	971.8528999999999	984.105	990.0074999999999
19	0.00128136	0.00166575	967.1823000000002	979.709	987.7372999999999
20	0.00166575	0.00216463	942.382	955.338	964.9784999999998
21	0.00216463	0.00281211	884.4574000000001	887.138	903.2070000000002
22	0.00281211	0.00365246	772.9718	767.667	784.7033999999999
23	0.00365246	0.00474311	603.2035999999999	611.712	616.8846
24	0.00474311	0.00615864	435.5756	445.02	453.7073999999999
25	0.00615864	0.0079958	295.5605	294.881	302.4855
26	0.0079958	0.0103802	197.803	185.565	186.3532
27	0.0103802	0.0134748	139.01170000000002	112.597	118.91830000000003
28	0.0134748	0.0174912	106.61100000000003	112.597	92.5322
29	0.0174912	0.0227039	102.31076	119.054	118.98532
30	0.0227039	0.0294694	95.86039999999998	119.054	158.665
31	0.0294694	inf	95.8604	119.054	158.665
