"","non","C","A","G","X","X1","X2","X3","node"
"82",0,0.888422180217272,0.111577819782722,9.33594279330489e-16,3.25439761493968e-21,3.54093454022247e-15,9.66179641679414e-16,2.62835650061252e-42,82
"83",0,0.998389615688514,0.000137307192986735,0.00147307711849958,9.51629091561712e-19,2.26181265253873e-19,1.05641836460512e-17,3.79491402525653e-47,83
"84",0,0.98885621463317,5.50733496966974e-16,0.011143785366829,4.82642170228647e-16,3.57066836346433e-22,1.28893393519767e-16,6.43484390720773e-43,84
"85",0,0.895805717048487,1.28053275299475e-15,0.104194282951505,5.0152916398731e-15,5.32666931772709e-21,1.14766993323579e-15,6.83247539092501e-42,85
"86",0,0.9993067439756,0.000693256024400249,2.249276737613e-16,9.16702188211459e-24,7.75247344853484e-18,1.11643539542056e-18,2.91906441884859e-46,86
"87",0,0.993970496758449,0.0060295032415505,1.63428868829901e-16,2.53370376837285e-24,3.85087341430621e-18,6.44709987331718e-18,3.76649346276645e-47,87
"88",0,0.999999999999999,4.09129039201265e-16,2.96862221860992e-16,3.1052806806276e-22,3.09309027570547e-22,2.61617584808646e-30,1.96858345939205e-43,88
"89",0,0.942597953359576,0.0574020466404206,8.150712615683e-16,4.9178872098851e-22,2.12290718820523e-15,1.14742338674082e-16,2.04686306235842e-43,89
"90",0,0.448029773435187,0.55197022656481,1.47905890908644e-15,8.18955188320771e-22,1.71252091528137e-15,3.57174638591298e-16,7.689447785389e-43,90
"91",0,0.499969674838424,0.500030325161571,8.30445961375206e-16,2.53351290183621e-21,3.12786254508184e-15,1.77751650916396e-15,2.14736852622641e-42,91
"92",0,0.999999243420956,1.71965543889524e-07,5.84613500397867e-07,1.34442526070983e-23,7.26841802426615e-24,1.21967129269852e-21,9.37257748603988e-53,92
"93",0,0.999999999999999,4.1031284649928e-16,4.47934697450286e-16,1.84648502725243e-22,1.86458284831285e-22,1.68852925652122e-30,7.12552624914443e-44,93
"94",0,0.999995847234429,1.30128469607677e-06,2.85148087496549e-06,7.08599029021515e-23,5.6333714648384e-23,4.62813346502842e-21,6.34138218814862e-53,94
"95",0,0.99998774603169,2.19284648289261e-16,1.22539683095813e-05,9.66188928493846e-20,1.70005251327628e-23,3.37548920156368e-20,6.08034155713779e-46,95
"96",0,0.999883420964346,1.82524744619353e-16,0.000116579035653843,3.91634875768203e-18,8.42543593763268e-23,1.18735068925011e-18,1.68429270449895e-44,96
"97",0,0.998879073792578,1.73526930304392e-16,0.00112092620742219,3.82704057534041e-17,1.04733717684859e-22,1.11378317286683e-17,4.26736273477357e-44,97
"98",0,0.989210130828814,3.04303076714491e-16,0.0107898691711849,3.47713187364356e-16,2.0483646782521e-22,9.1022790205325e-17,2.09943311866778e-43,98
"99",0,0.896126330529387,7.72320869567716e-16,0.103873669470608,3.09199562317765e-15,2.56673138608497e-21,7.12223312478954e-16,1.58876438061849e-42,99
"100",0,0.999975417365758,1.21723597245482e-05,1.24102745172771e-05,3.73761178155864e-22,1.5567138981082e-21,2.09032586480174e-20,3.71104994158399e-51,100
"101",0,0.99988340893064,2.05472480869712e-16,0.000116591069360031,2.57482791754286e-18,4.96677584886793e-23,7.76902922548761e-19,6.01546064494529e-45,101
"102",0,0.998879061761123,2.04555523864067e-16,0.00112093823887669,3.72541895507709e-17,1.23336146519032e-22,1.05345617165794e-17,5.5236238920341e-44,102
"103",0,0.989210118933375,3.39889119998092e-16,0.0107898810666237,4.45715677896556e-16,2.16396923443715e-22,1.14213340452406e-16,3.02062133064571e-43,103
"104",0,0.896126319753299,1.00924288231033e-15,0.103873680246696,2.91302923921668e-15,2.76429932707968e-21,6.98924543500273e-16,1.8584426065812e-42,104
"105",0,0.99988189060354,0.000116736376628308,1.37301983164068e-06,3.6749689393443e-22,4.18677664740949e-20,2.0329230419908e-19,4.47028839740264e-49,105
"106",0,0.998879152131476,0.00112084786852337,2.57642502829186e-16,6.88400462630176e-23,1.98938184061637e-17,5.47478553061869e-18,1.78577051280678e-44,106
"107",0,0.9892102086346,0.0107897913653987,4.41395038754113e-16,2.52158894725449e-22,5.31720708235343e-16,1.30859380924496e-16,4.77125452207168e-43,107
"108",0,0.896126400771032,0.103873599228962,1.41338892897852e-15,3.78136601188262e-21,3.36725552077628e-15,8.10421360336552e-16,3.47985907396256e-42,108
"109",0,0.999984640355731,2.2686187757869e-06,1.30910254937076e-05,3.0545981106488e-19,5.25505036460592e-20,1.12820788620717e-19,3.85309453951901e-45,109
"110",0,0.999852425365396,2.16733443563009e-05,0.000125901290247481,3.43142198732153e-18,5.90252856651831e-19,1.18935020393999e-18,1.063774098874e-44,110
"111",0,0.99857957935037,0.000208484450916854,0.00121193619871344,3.73965071646773e-17,6.43260179762986e-18,1.14969832613339e-17,5.24900937053323e-46,111
"112",0,0.986325773755724,0.0020069320295333,0.0116672942147431,1.31643750386841e-19,7.83840764384469e-19,1.5552672726971e-17,1.55604323887983e-48,112
"113",0,0.895331462921693,1.0596347341544e-15,0.104668537078301,3.97061717023402e-15,3.68577898642531e-21,8.65754889100341e-16,3.24169013563368e-42,113
"114",0,0.98833270032381,0.0116672996761896,6.67730322398174e-16,3.04076108589582e-24,1.72114697680391e-17,7.08405821125877e-18,1.81069171640831e-46,114
"115",0,0.895331465495699,0.104668534504298,1.66791631818857e-15,1.48872389113658e-21,1.27872004284506e-15,2.82031784602087e-16,5.30255008310335e-43,115
