N1	N2	Na	Tsplit	M12	M21
0.204821398106554	0.116624915686752	1.48394249395671	0.203443874757984	1.7103996161424	38.24205665086
0.202377037119886	0.112931573432756	1.02338605956793	0.313239947263252	1.73848533775807	39.3800150647793
0.19876651533934	0.0918695238387038	1.43901890593309	0.177357502744207	1.72417040219757	38.6599634562738
0.146656444883186	0.0819847166160776	1.77592071433495	0.161859399524717	1.81884627587147	39.043312098443
0.183954828129501	0.0955962798739859	1.02349379869617	1.08788110366368	1.88236340129822	39.3077813164519
0.144995307925491	0.0860409621001544	1.73455487344191	0.363806442289241	1.96812116490119	39.4759776368277
0.205626210562356	0.105402657463393	1.49234847914211	0.0591262212352279	2.52710334881287	38.8900182447665
0.183494730400729	0.088192740439521	0.733464675012852	0.0305470674364165	1.5222980213642	39.1567851423815
0.17117453216684	0.0918244959783427	1.00769792057502	0.2135126285547	1.72757411060613	38.3747159961223
0.166309393486025	0.113510072298307	0.818092553296152	0.245521868286625	2.38989415434692	39.3146543746117
0.208453310968626	0.0900235149947755	1.2928093070514	0.309756724454497	2.24793109407772	39.0142392720226
0.180669586048235	0.0711078309175492	0.763830914606067	0.0980626461063217	1.98380363109678	38.5916973385066
0.137353704991027	0.0698387624014837	1.11977884924689	0.150765479265971	1.58679756123546	39.0106482694138
0.19899637257961	0.091120749131185	1.70789747337527	0.926664123416453	1.78826250821332	38.5120821776464
0.205062918649592	0.127685275121594	0.865793700485525	0.163310607333786	1.95460192687159	38.0616800146988
0.155591512283379	0.0829472275029434	1.38710551500169	1.59278060588527	1.71449781691262	37.5641152849389
0.197246175788151	0.124020962976344	1.42391229028702	0.133318106934618	1.86542010917031	39.1327894598828
0.154214843218065	0.10852486147762	1.16905876906314	0.457101626712567	1.8741813758002	37.487431199935
0.197201353862787	0.0969232863738788	1.40719272969711	0.862463398656264	1.64577604919917	39.7660546132048
0.204718065591983	0.0917503783168326	1.30287771580073	0.819268391417505	1.8482229677289	38.6821140242503
0.140804214911761	0.0949786683813205	1.09453800301316	0.104476753147195	1.6842269848115	39.2300284630871
0.203689032738281	0.120520778383153	1.55276242466965	1.74863521088602	1.34473406475242	39.0960137152121
0.153534988465905	0.0876500476073046	0.970799157727039	0.29646008980808	1.78166413971144	38.0355754046075
0.201526899056856	0.0921315164201136	1.11937341566809	1.54040190268567	1.47571659498719	38.8964177788521
0.220142097386997	0.109374379264566	0.801644100159749	0.101635836460123	1.49186764472258	39.17216686148
0.141249012024586	0.0825427340128409	1.71424331513354	0.224063147965216	1.71193846415256	39.2332368618676
0.202357333538152	0.119788803408024	0.587823727667484	0.208407060301069	1.82374853753306	39.6809176469575
0.160999787088438	0.093172817257523	0.937619390404587	0.686185734759943	1.66031195367272	38.2070004843359
0.19933131090931	0.0742287489254954	1.51342196131904	1.06210172853659	1.53684878521898	39.2238727680264
0.187834713235735	0.0668099500438815	0.920638782930802	0.468985807787014	1.53418156946708	39.6008236326778
0.195629002746921	0.0853255975586004	1.66209769408836	1.02509564357874	1.64469671995221	39.1985047936111
0.149307725653947	0.114964655503645	1.23948275029655	0.909498670588403	1.92005516195747	39.4042440418363
0.138115095718478	0.121600021359423	1.15225060986745	0.150509104114176	1.65856550611421	38.7758353648878
0.209632294252378	0.0663375628570887	1.7640349411269	1.74006410645381	1.77966925713213	39.1478029581887
0.158233323233345	0.120196607664291	1.02654528731697	0.202372648871193	2.013399884501	37.7013715411963
0.175912927646022	0.117962217499303	1.11590052137462	0.816376058965834	1.73628920276418	39.0032993076663
0.141755287369235	0.0880691940347058	1.67974424350727	0.33736634076806	1.68157621860594	38.2298886888606
0.192254067518635	0.140494136068991	0.751090569946312	0.210762474251552	1.74891939372652	38.3450734873793
0.187182721429697	0.0822307058281885	0.305482136125401	0.567799439500747	1.8802253319872	39.0031726858665
