time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	4.13215
1	2.71271e-06	6.23343e-06	4.13215
2	6.23343e-06	1.08029e-05	101.756
3	1.08029e-05	1.67334e-05	337.019
4	1.67334e-05	2.44304e-05	438.712
5	2.44304e-05	3.44201e-05	409.587
6	3.44201e-05	4.73853e-05	380.644
7	4.73853e-05	6.42125e-05	387.58
8	6.42125e-05	8.60519e-05	429.782
9	8.60519e-05	0.000114397	507.627
10	0.000114397	0.000151184	611.312
11	0.000151184	0.000198929	711.663
12	0.000198929	0.000260896	796.004
13	0.000260896	0.000341321	868.385
14	0.000341321	0.000445702	924.873
15	0.000445702	0.000581173	955.879
16	0.000581173	0.000756998	959.158
17	0.000756998	0.000985194	943.087
18	0.000985194	0.00128136	924.426
19	0.00128136	0.00166575	909.157
20	0.00166575	0.00216463	884.326
21	0.00216463	0.00281211	824.169
22	0.00281211	0.00365246	713.233
23	0.00365246	0.00474311	563.787
24	0.00474311	0.00615864	406.981
25	0.00615864	0.0079958	275.539
26	0.0079958	0.0103802	186.689
27	0.0103802	0.0134748	127.943
28	0.0134748	0.0174912	127.943
29	0.0174912	0.0227039	117.045
30	0.0227039	0.0294694	117.045
31	0.0294694	inf	117.045
