time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.63768e-06	2804.8
1	4.63768e-06	1.05405e-05	2804.8
2	1.05405e-05	1.80537e-05	6795.57
3	1.80537e-05	2.76165e-05	2658.41
4	2.76165e-05	3.97881e-05	1267.77
5	3.97881e-05	5.52802e-05	809.647
6	5.52802e-05	7.49986e-05	669.228
7	7.49986e-05	0.000100096	666.115
8	0.000100096	0.000132041	727.615
9	0.000132041	0.0001727	809.845
10	0.0001727	0.00022445	892.589
11	0.00022445	0.000290319	973.357
12	0.000290319	0.000374157	1049.77
13	0.000374157	0.000480867	1118.11
14	0.000480867	0.000616687	1174.41
15	0.000616687	0.00078956	1212.1
16	0.00078956	0.00100959	1225.93
17	0.00100959	0.00128965	1211.07
18	0.00128965	0.00164611	1159.47
19	0.00164611	0.00209982	1066.58
20	0.00209982	0.0026773	937.032
21	0.0026773	0.00341231	785.153
22	0.00341231	0.00434784	630.192
23	0.00434784	0.00553859	486.045
24	0.00553859	0.00705419	363.37
25	0.00705419	0.00898324	274.039
26	0.00898324	0.0114385	223.346
27	0.0114385	0.0145637	400.954
28	0.0145637	0.0185413	400.954
29	0.0185413	0.0236041	0.745709
30	0.0236041	0.0300481	0.745709
31	0.0300481	inf	0.745709
