time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	77.4512
1	2.71271e-06	6.23343e-06	77.4512
2	6.23343e-06	1.08029e-05	456.744
3	1.08029e-05	1.67334e-05	545.388
4	1.67334e-05	2.44304e-05	573.721
5	2.44304e-05	3.44201e-05	534.656
6	3.44201e-05	4.73853e-05	490.905
7	4.73853e-05	6.42125e-05	500.894
8	6.42125e-05	8.60519e-05	565.748
9	8.60519e-05	0.000114397	656.288
10	0.000114397	0.000151184	744.279
11	0.000151184	0.000198929	821.964
12	0.000198929	0.000260896	903.583
13	0.000260896	0.000341321	998.906
14	0.000341321	0.000445702	1100.3
15	0.000445702	0.000581173	1194.71
16	0.000581173	0.000756998	1268.87
17	0.000756998	0.000985194	1315.52
18	0.000985194	0.00128136	1327.01
19	0.00128136	0.00166575	1282.9
20	0.00166575	0.00216463	1174.38
21	0.00216463	0.00281211	1014.23
22	0.00281211	0.00365246	826.113
23	0.00365246	0.00474311	634.232
24	0.00474311	0.00615864	457.38
25	0.00615864	0.0079958	314.679
26	0.0079958	0.0103802	214.731
27	0.0103802	0.0134748	138.149
28	0.0134748	0.0174912	138.149
29	0.0174912	0.0227039	20.5546
30	0.0227039	0.0294694	20.5546
31	0.0294694	inf	20.5546
