time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	98.0992
1	2.71271e-06	6.23343e-06	98.0992
2	6.23343e-06	1.08029e-05	231.493
3	1.08029e-05	1.67334e-05	398.276
4	1.67334e-05	2.44304e-05	479.463
5	2.44304e-05	3.44201e-05	469.789
6	3.44201e-05	4.73853e-05	453.902
7	4.73853e-05	6.42125e-05	481.971
8	6.42125e-05	8.60519e-05	547.059
9	8.60519e-05	0.000114397	631.71
10	0.000114397	0.000151184	723.012
11	0.000151184	0.000198929	810.221
12	0.000198929	0.000260896	895.643
13	0.000260896	0.000341321	994.436
14	0.000341321	0.000445702	1106.61
15	0.000445702	0.000581173	1215.88
16	0.000581173	0.000756998	1303.24
17	0.000756998	0.000985194	1355.05
18	0.000985194	0.00128136	1357.46
19	0.00128136	0.00166575	1294.24
20	0.00166575	0.00216463	1164.81
21	0.00216463	0.00281211	988.534
22	0.00281211	0.00365246	793.561
23	0.00365246	0.00474311	601.828
24	0.00474311	0.00615864	428.836
25	0.00615864	0.0079958	287.865
26	0.0079958	0.0103802	187.845
27	0.0103802	0.0134748	113.956
28	0.0134748	0.0174912	113.956
29	0.0174912	0.0227039	33.1899
30	0.0227039	0.0294694	33.1899
31	0.0294694	inf	33.1899
