time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	159.54
1	2.71271e-06	6.23343e-06	159.54
2	6.23343e-06	1.08029e-05	5267.8
3	1.08029e-05	1.67334e-05	5814.11
4	1.67334e-05	2.44304e-05	3576.29
5	2.44304e-05	3.44201e-05	1927.21
6	3.44201e-05	4.73853e-05	1136.82
7	4.73853e-05	6.42125e-05	823.336
8	6.42125e-05	8.60519e-05	730.665
9	8.60519e-05	0.000114397	733.833
10	0.000114397	0.000151184	774.855
11	0.000151184	0.000198929	840.086
12	0.000198929	0.000260896	929.091
13	0.000260896	0.000341321	1039.77
14	0.000341321	0.000445702	1160.59
15	0.000445702	0.000581173	1273.05
16	0.000581173	0.000756998	1353.91
17	0.000756998	0.000985194	1389.03
18	0.000985194	0.00128136	1372.38
19	0.00128136	0.00166575	1299.56
20	0.00166575	0.00216463	1170.96
21	0.00216463	0.00281211	997.797
22	0.00281211	0.00365246	804.399
23	0.00365246	0.00474311	620.48
24	0.00474311	0.00615864	464.057
25	0.00615864	0.0079958	336.552
26	0.0079958	0.0103802	236.569
27	0.0103802	0.0134748	143.096
28	0.0134748	0.0174912	143.096
29	0.0174912	0.0227039	50.2283
30	0.0227039	0.0294694	50.2283
31	0.0294694	inf	50.2283
