time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	0.85096
1	2.71271e-06	6.23343e-06	0.85096
2	6.23343e-06	1.08029e-05	222.854
3	1.08029e-05	1.67334e-05	423.241
4	1.67334e-05	2.44304e-05	460.166
5	2.44304e-05	3.44201e-05	437.852
6	3.44201e-05	4.73853e-05	444.218
7	4.73853e-05	6.42125e-05	488.692
8	6.42125e-05	8.60519e-05	564.273
9	8.60519e-05	0.000114397	647.384
10	0.000114397	0.000151184	740.929
11	0.000151184	0.000198929	840.202
12	0.000198929	0.000260896	928.232
13	0.000260896	0.000341321	1009.08
14	0.000341321	0.000445702	1082.33
15	0.000445702	0.000581173	1142.27
16	0.000581173	0.000756998	1181.22
17	0.000756998	0.000985194	1198.16
18	0.000985194	0.00128136	1195.61
19	0.00128136	0.00166575	1163.57
20	0.00166575	0.00216463	1085.23
21	0.00216463	0.00281211	955.254
22	0.00281211	0.00365246	786.153
23	0.00365246	0.00474311	602.507
24	0.00474311	0.00615864	425.203
25	0.00615864	0.0079958	278.018
26	0.0079958	0.0103802	177.945
27	0.0103802	0.0134748	109.242
28	0.0134748	0.0174912	109.242
29	0.0174912	0.0227039	94.8365
30	0.0227039	0.0294694	94.8365
31	0.0294694	inf	94.8365
