time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	0.392159
1	2.71271e-06	6.23343e-06	0.392159
2	6.23343e-06	1.08029e-05	76.3334
3	1.08029e-05	1.67334e-05	648.882
4	1.67334e-05	2.44304e-05	1000.14
5	2.44304e-05	3.44201e-05	922.064
6	3.44201e-05	4.73853e-05	758.108
7	4.73853e-05	6.42125e-05	670.379
8	6.42125e-05	8.60519e-05	662.99
9	8.60519e-05	0.000114397	707.999
10	0.000114397	0.000151184	777.146
11	0.000151184	0.000198929	854.68
12	0.000198929	0.000260896	934.749
13	0.000260896	0.000341321	1017.8
14	0.000341321	0.000445702	1096.27
15	0.000445702	0.000581173	1154.14
16	0.000581173	0.000756998	1186.7
17	0.000756998	0.000985194	1197.64
18	0.000985194	0.00128136	1186.97
19	0.00128136	0.00166575	1144.38
20	0.00166575	0.00216463	1062.87
21	0.00216463	0.00281211	941.489
22	0.00281211	0.00365246	785.207
23	0.00365246	0.00474311	612.763
24	0.00474311	0.00615864	446.087
25	0.00615864	0.0079958	303.475
26	0.0079958	0.0103802	197.458
27	0.0103802	0.0134748	118.716
28	0.0134748	0.0174912	118.716
29	0.0174912	0.0227039	110.598
30	0.0227039	0.0294694	110.598
31	0.0294694	inf	110.598
