time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	149.405
1	2.71271e-06	6.23343e-06	149.405
2	6.23343e-06	1.08029e-05	781.971
3	1.08029e-05	1.67334e-05	777.417
4	1.67334e-05	2.44304e-05	618.783
5	2.44304e-05	3.44201e-05	530.185
6	3.44201e-05	4.73853e-05	498.79
7	4.73853e-05	6.42125e-05	517.076
8	6.42125e-05	8.60519e-05	577.856
9	8.60519e-05	0.000114397	661.786
10	0.000114397	0.000151184	756.191
11	0.000151184	0.000198929	846.041
12	0.000198929	0.000260896	926.295
13	0.000260896	0.000341321	1002.57
14	0.000341321	0.000445702	1078.46
15	0.000445702	0.000581173	1148.09
16	0.000581173	0.000756998	1198.35
17	0.000756998	0.000985194	1224.85
18	0.000985194	0.00128136	1225.71
19	0.00128136	0.00166575	1188.38
20	0.00166575	0.00216463	1103.51
21	0.00216463	0.00281211	974.151
22	0.00281211	0.00365246	809.96
23	0.00365246	0.00474311	622.213
24	0.00474311	0.00615864	431.744
25	0.00615864	0.0079958	271.583
26	0.0079958	0.0103802	164.819
27	0.0103802	0.0134748	98.6642
28	0.0134748	0.0174912	98.6642
29	0.0174912	0.0227039	113.01
30	0.0227039	0.0294694	113.01
31	0.0294694	inf	113.01
