time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	55.3884
1	2.71271e-06	6.23343e-06	55.3884
2	6.23343e-06	1.08029e-05	466.787
3	1.08029e-05	1.67334e-05	459.214
4	1.67334e-05	2.44304e-05	429.785
5	2.44304e-05	3.44201e-05	436.169
6	3.44201e-05	4.73853e-05	462.533
7	4.73853e-05	6.42125e-05	514.858
8	6.42125e-05	8.60519e-05	581.492
9	8.60519e-05	0.000114397	655.932
10	0.000114397	0.000151184	742.645
11	0.000151184	0.000198929	837.673
12	0.000198929	0.000260896	926.355
13	0.000260896	0.000341321	1012.85
14	0.000341321	0.000445702	1093.73
15	0.000445702	0.000581173	1153.44
16	0.000581173	0.000756998	1183.86
17	0.000756998	0.000985194	1192.36
18	0.000985194	0.00128136	1190.02
19	0.00128136	0.00166575	1166.66
20	0.00166575	0.00216463	1096.36
21	0.00216463	0.00281211	970.84
22	0.00281211	0.00365246	800.69
23	0.00365246	0.00474311	609.074
24	0.00474311	0.00615864	424.444
25	0.00615864	0.0079958	271.42
26	0.0079958	0.0103802	169.25
27	0.0103802	0.0134748	112.091
28	0.0134748	0.0174912	112.091
29	0.0174912	0.0227039	117.982
30	0.0227039	0.0294694	117.982
31	0.0294694	inf	117.982
