time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	3.99809
1	2.71271e-06	6.23343e-06	3.99809
2	6.23343e-06	1.08029e-05	582.331
3	1.08029e-05	1.67334e-05	2284.28
4	1.67334e-05	2.44304e-05	2666.04
5	2.44304e-05	3.44201e-05	1957.82
6	3.44201e-05	4.73853e-05	1346.24
7	4.73853e-05	6.42125e-05	1042.19
8	6.42125e-05	8.60519e-05	938.608
9	8.60519e-05	0.000114397	938.197
10	0.000114397	0.000151184	988.715
11	0.000151184	0.000198929	1071.14
12	0.000198929	0.000260896	1175.97
13	0.000260896	0.000341321	1288.03
14	0.000341321	0.000445702	1391.53
15	0.000445702	0.000581173	1475.24
16	0.000581173	0.000756998	1528.14
17	0.000756998	0.000985194	1537.37
18	0.000985194	0.00128136	1485.15
19	0.00128136	0.00166575	1358.65
20	0.00166575	0.00216463	1170.62
21	0.00216463	0.00281211	954.507
22	0.00281211	0.00365246	743.79
23	0.00365246	0.00474311	564.255
24	0.00474311	0.00615864	427.277
25	0.00615864	0.0079958	329.469
26	0.0079958	0.0103802	262.229
27	0.0103802	0.0134748	208.233
28	0.0134748	0.0174912	208.233
29	0.0174912	0.0227039	175.259
30	0.0227039	0.0294694	175.259
31	0.0294694	inf	175.259
