time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	38.04
1	2.71271e-06	6.23343e-06	38.04
2	6.23343e-06	1.08029e-05	232.449
3	1.08029e-05	1.67334e-05	420.56
4	1.67334e-05	2.44304e-05	531.881
5	2.44304e-05	3.44201e-05	467.116
6	3.44201e-05	4.73853e-05	433.084
7	4.73853e-05	6.42125e-05	470.946
8	6.42125e-05	8.60519e-05	546.481
9	8.60519e-05	0.000114397	637.173
10	0.000114397	0.000151184	736.093
11	0.000151184	0.000198929	831.873
12	0.000198929	0.000260896	920.083
13	0.000260896	0.000341321	1001.89
14	0.000341321	0.000445702	1070.74
15	0.000445702	0.000581173	1122.91
16	0.000581173	0.000756998	1157.96
17	0.000756998	0.000985194	1177.05
18	0.000985194	0.00128136	1178.41
19	0.00128136	0.00166575	1153.19
20	0.00166575	0.00216463	1084.1
21	0.00216463	0.00281211	961.981
22	0.00281211	0.00365246	798.309
23	0.00365246	0.00474311	617.393
24	0.00474311	0.00615864	444.417
25	0.00615864	0.0079958	303.59
26	0.0079958	0.0103802	208.918
27	0.0103802	0.0134748	151.873
28	0.0134748	0.0174912	151.873
29	0.0174912	0.0227039	33.0485
30	0.0227039	0.0294694	33.0485
31	0.0294694	inf	33.0485
