time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	11.1432
1	2.71271e-06	6.23343e-06	11.1432
2	6.23343e-06	1.08029e-05	1769.93
3	1.08029e-05	1.67334e-05	4280.38
4	1.67334e-05	2.44304e-05	4315.48
5	2.44304e-05	3.44201e-05	2817.02
6	3.44201e-05	4.73853e-05	1679.68
7	4.73853e-05	6.42125e-05	1121.98
8	6.42125e-05	8.60519e-05	900.969
9	8.60519e-05	0.000114397	846.814
10	0.000114397	0.000151184	864.079
11	0.000151184	0.000198929	900.008
12	0.000198929	0.000260896	943.994
13	0.000260896	0.000341321	1011.81
14	0.000341321	0.000445702	1102.59
15	0.000445702	0.000581173	1192.69
16	0.000581173	0.000756998	1262.18
17	0.000756998	0.000985194	1300.27
18	0.000985194	0.00128136	1299.67
19	0.00128136	0.00166575	1246.81
20	0.00166575	0.00216463	1135.89
21	0.00216463	0.00281211	977.927
22	0.00281211	0.00365246	791.722
23	0.00365246	0.00474311	601.843
24	0.00474311	0.00615864	431.802
25	0.00615864	0.0079958	294.416
26	0.0079958	0.0103802	196.165
27	0.0103802	0.0134748	129.971
28	0.0134748	0.0174912	129.971
29	0.0174912	0.0227039	154.672
30	0.0227039	0.0294694	154.672
31	0.0294694	inf	154.672
