time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.63768e-06	554.308
1	4.63768e-06	1.05405e-05	554.308
2	1.05405e-05	1.80537e-05	3470.48
3	1.80537e-05	2.76165e-05	1842.34
4	2.76165e-05	3.97881e-05	1055.36
5	3.97881e-05	5.52802e-05	778.1
6	5.52802e-05	7.49986e-05	722.347
7	7.49986e-05	0.000100096	736.209
8	0.000100096	0.000132041	775.519
9	0.000132041	0.0001727	832.451
10	0.0001727	0.00022445	900.543
11	0.00022445	0.000290319	974.507
12	0.000290319	0.000374157	1045.84
13	0.000374157	0.000480867	1104.09
14	0.000480867	0.000616687	1141.44
15	0.000616687	0.00078956	1156.47
16	0.00078956	0.00100959	1154.6
17	0.00100959	0.00128965	1137.6
18	0.00128965	0.00164611	1093.84
19	0.00164611	0.00209982	1015.46
20	0.00209982	0.0026773	904.34
21	0.0026773	0.00341231	768.071
22	0.00341231	0.00434784	618.256
23	0.00434784	0.00553859	466.147
24	0.00553859	0.00705419	324.871
25	0.00705419	0.00898324	214.601
26	0.00898324	0.0114385	146.593
27	0.0114385	0.0145637	115.385
28	0.0145637	0.0185413	115.385
29	0.0185413	0.0236041	55.6344
30	0.0236041	0.0300481	55.6344
31	0.0300481	inf	55.6344
