time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	337.865
1	2.71271e-06	6.23343e-06	337.865
2	6.23343e-06	1.08029e-05	828.376
3	1.08029e-05	1.67334e-05	844.678
4	1.67334e-05	2.44304e-05	759.558
5	2.44304e-05	3.44201e-05	608.878
6	3.44201e-05	4.73853e-05	519.48
7	4.73853e-05	6.42125e-05	518.539
8	6.42125e-05	8.60519e-05	576.481
9	8.60519e-05	0.000114397	657.442
10	0.000114397	0.000151184	745.159
11	0.000151184	0.000198929	832.15
12	0.000198929	0.000260896	913.212
13	0.000260896	0.000341321	995.406
14	0.000341321	0.000445702	1081.46
15	0.000445702	0.000581173	1159.98
16	0.000581173	0.000756998	1216.81
17	0.000756998	0.000985194	1248.31
18	0.000985194	0.00128136	1258.49
19	0.00128136	0.00166575	1235.56
20	0.00166575	0.00216463	1161.93
21	0.00216463	0.00281211	1030.7
22	0.00281211	0.00365246	850.834
23	0.00365246	0.00474311	651.572
24	0.00474311	0.00615864	464.97
25	0.00615864	0.0079958	314.373
26	0.0079958	0.0103802	215.497
27	0.0103802	0.0134748	179.988
28	0.0134748	0.0174912	179.988
29	0.0174912	0.0227039	13.1471
30	0.0227039	0.0294694	13.1471
31	0.0294694	inf	13.1471
