time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	0.893373
1	2.71271e-06	6.23343e-06	0.893373
2	6.23343e-06	1.08029e-05	95.2525
3	1.08029e-05	1.67334e-05	341.939
4	1.67334e-05	2.44304e-05	519.411
5	2.44304e-05	3.44201e-05	523.586
6	3.44201e-05	4.73853e-05	497.171
7	4.73853e-05	6.42125e-05	511.657
8	6.42125e-05	8.60519e-05	567.391
9	8.60519e-05	0.000114397	653.521
10	0.000114397	0.000151184	758.199
11	0.000151184	0.000198929	858.687
12	0.000198929	0.000260896	943.066
13	0.000260896	0.000341321	1016.1
14	0.000341321	0.000445702	1077.5
15	0.000445702	0.000581173	1116.69
16	0.000581173	0.000756998	1125.57
17	0.000756998	0.000985194	1110.12
18	0.000985194	0.00128136	1080.21
19	0.00128136	0.00166575	1037.96
20	0.00166575	0.00216463	973.67
21	0.00216463	0.00281211	872.616
22	0.00281211	0.00365246	731.805
23	0.00365246	0.00474311	569.271
24	0.00474311	0.00615864	410.708
25	0.00615864	0.0079958	278.773
26	0.0079958	0.0103802	187.757
27	0.0103802	0.0134748	125.555
28	0.0134748	0.0174912	125.555
29	0.0174912	0.0227039	76.3557
30	0.0227039	0.0294694	76.3557
31	0.0294694	inf	76.3557
