time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	42.4116
1	2.71271e-06	6.23343e-06	42.4116
2	6.23343e-06	1.08029e-05	504.479
3	1.08029e-05	1.67334e-05	951.796
4	1.67334e-05	2.44304e-05	937.638
5	2.44304e-05	3.44201e-05	694.246
6	3.44201e-05	4.73853e-05	565.683
7	4.73853e-05	6.42125e-05	557.552
8	6.42125e-05	8.60519e-05	602.861
9	8.60519e-05	0.000114397	665.677
10	0.000114397	0.000151184	746.487
11	0.000151184	0.000198929	836.531
12	0.000198929	0.000260896	921.319
13	0.000260896	0.000341321	1002.15
14	0.000341321	0.000445702	1081.19
15	0.000445702	0.000581173	1156.86
16	0.000581173	0.000756998	1225.28
17	0.000756998	0.000985194	1271.72
18	0.000985194	0.00128136	1283.52
19	0.00128136	0.00166575	1252.52
20	0.00166575	0.00216463	1169.57
21	0.00216463	0.00281211	1035.1
22	0.00281211	0.00365246	858.729
23	0.00365246	0.00474311	659.947
24	0.00474311	0.00615864	459.378
25	0.00615864	0.0079958	287.606
26	0.0079958	0.0103802	171.087
27	0.0103802	0.0134748	101.258
28	0.0134748	0.0174912	101.258
29	0.0174912	0.0227039	79.9576
30	0.0227039	0.0294694	79.9576
31	0.0294694	inf	79.9576
