time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.63768e-06	73.1869
1	4.63768e-06	1.05405e-05	73.1869
2	1.05405e-05	1.80537e-05	519.513
3	1.80537e-05	2.76165e-05	548.302
4	2.76165e-05	3.97881e-05	554.949
5	3.97881e-05	5.52802e-05	555.623
6	5.52802e-05	7.49986e-05	600.737
7	7.49986e-05	0.000100096	668.912
8	0.000100096	0.000132041	738.12
9	0.000132041	0.0001727	810.885
10	0.0001727	0.00022445	890.701
11	0.00022445	0.000290319	973.648
12	0.000290319	0.000374157	1049.54
13	0.000374157	0.000480867	1103.59
14	0.000480867	0.000616687	1123.2
15	0.000616687	0.00078956	1111.26
16	0.00078956	0.00100959	1079.37
17	0.00100959	0.00128965	1039.88
18	0.00128965	0.00164611	991.986
19	0.00164611	0.00209982	924.16
20	0.00209982	0.0026773	826.287
21	0.0026773	0.00341231	700.166
22	0.00341231	0.00434784	560.75
23	0.00434784	0.00553859	429.547
24	0.00553859	0.00705419	320.674
25	0.00705419	0.00898324	240.849
26	0.00898324	0.0114385	192.268
27	0.0114385	0.0145637	182.191
28	0.0145637	0.0185413	182.191
29	0.0185413	0.0236041	21.2399
30	0.0236041	0.0300481	21.2399
31	0.0300481	inf	21.2399
