time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.63768e-06	1.74185
1	4.63768e-06	1.05405e-05	1.74185
2	1.05405e-05	1.80537e-05	515.661
3	1.80537e-05	2.76165e-05	610.337
4	2.76165e-05	3.97881e-05	516.257
5	3.97881e-05	5.52802e-05	505.792
6	5.52802e-05	7.49986e-05	557.765
7	7.49986e-05	0.000100096	632.142
8	0.000100096	0.000132041	716.51
9	0.000132041	0.0001727	808.594
10	0.0001727	0.00022445	896.78
11	0.00022445	0.000290319	979.027
12	0.000290319	0.000374157	1052.2
13	0.000374157	0.000480867	1109.69
14	0.000480867	0.000616687	1143.73
15	0.000616687	0.00078956	1151.55
16	0.00078956	0.00100959	1138.33
17	0.00100959	0.00128965	1110.89
18	0.00128965	0.00164611	1067.2
19	0.00164611	0.00209982	996.067
20	0.00209982	0.0026773	888.991
21	0.0026773	0.00341231	753.129
22	0.00341231	0.00434784	607.619
23	0.00434784	0.00553859	466.68
24	0.00553859	0.00705419	337.917
25	0.00705419	0.00898324	231.181
26	0.00898324	0.0114385	155.637
27	0.0114385	0.0145637	105.062
28	0.0145637	0.0185413	105.062
29	0.0185413	0.0236041	117.869
30	0.0236041	0.0300481	117.869
31	0.0300481	inf	117.869
