time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	29.3469
1	2.71271e-06	6.23343e-06	29.3469
2	6.23343e-06	1.08029e-05	1684.99
3	1.08029e-05	1.67334e-05	2832.4
4	1.67334e-05	2.44304e-05	2199.37
5	2.44304e-05	3.44201e-05	1365.28
6	3.44201e-05	4.73853e-05	900.594
7	4.73853e-05	6.42125e-05	722.726
8	6.42125e-05	8.60519e-05	688.491
9	8.60519e-05	0.000114397	725.568
10	0.000114397	0.000151184	792.946
11	0.000151184	0.000198929	858.979
12	0.000198929	0.000260896	925.781
13	0.000260896	0.000341321	1011.26
14	0.000341321	0.000445702	1115.07
15	0.000445702	0.000581173	1217.6
16	0.000581173	0.000756998	1299.51
17	0.000756998	0.000985194	1347.71
18	0.000985194	0.00128136	1350.79
19	0.00128136	0.00166575	1294.74
20	0.00166575	0.00216463	1175.74
21	0.00216463	0.00281211	1009.34
22	0.00281211	0.00365246	815.784
23	0.00365246	0.00474311	615.537
24	0.00474311	0.00615864	428.049
25	0.00615864	0.0079958	277.325
26	0.0079958	0.0103802	179.873
27	0.0103802	0.0134748	128.853
28	0.0134748	0.0174912	128.853
29	0.0174912	0.0227039	181.346
30	0.0227039	0.0294694	181.346
31	0.0294694	inf	181.346
