time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	5.09612
1	2.71271e-06	6.23343e-06	5.09612
2	6.23343e-06	1.08029e-05	384.476
3	1.08029e-05	1.67334e-05	393.741
4	1.67334e-05	2.44304e-05	446.165
5	2.44304e-05	3.44201e-05	449.767
6	3.44201e-05	4.73853e-05	464.468
7	4.73853e-05	6.42125e-05	511.753
8	6.42125e-05	8.60519e-05	572.037
9	8.60519e-05	0.000114397	644.544
10	0.000114397	0.000151184	737.203
11	0.000151184	0.000198929	836.321
12	0.000198929	0.000260896	930.102
13	0.000260896	0.000341321	1017.18
14	0.000341321	0.000445702	1097.72
15	0.000445702	0.000581173	1165.6
16	0.000581173	0.000756998	1213.06
17	0.000756998	0.000985194	1233.65
18	0.000985194	0.00128136	1230.25
19	0.00128136	0.00166575	1198.06
20	0.00166575	0.00216463	1118.54
21	0.00216463	0.00281211	984.305
22	0.00281211	0.00365246	808.669
23	0.00365246	0.00474311	616.57
24	0.00474311	0.00615864	432.946
25	0.00615864	0.0079958	284.438
26	0.0079958	0.0103802	187.765
27	0.0103802	0.0134748	135.56
28	0.0134748	0.0174912	135.56
29	0.0174912	0.0227039	181.656
30	0.0227039	0.0294694	181.656
31	0.0294694	inf	181.656
