time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	49.0641
1	2.71271e-06	6.23343e-06	49.0641
2	6.23343e-06	1.08029e-05	172.764
3	1.08029e-05	1.67334e-05	553.05
4	1.67334e-05	2.44304e-05	641.265
5	2.44304e-05	3.44201e-05	561.01
6	3.44201e-05	4.73853e-05	523.033
7	4.73853e-05	6.42125e-05	548.11
8	6.42125e-05	8.60519e-05	614.101
9	8.60519e-05	0.000114397	690.278
10	0.000114397	0.000151184	770.744
11	0.000151184	0.000198929	855.291
12	0.000198929	0.000260896	934.375
13	0.000260896	0.000341321	1005.18
14	0.000341321	0.000445702	1068.45
15	0.000445702	0.000581173	1116.67
16	0.000581173	0.000756998	1137.65
17	0.000756998	0.000985194	1128.64
18	0.000985194	0.00128136	1102.32
19	0.00128136	0.00166575	1065.59
20	0.00166575	0.00216463	999.922
21	0.00216463	0.00281211	886.739
22	0.00281211	0.00365246	736.011
23	0.00365246	0.00474311	570.372
24	0.00474311	0.00615864	413.605
25	0.00615864	0.0079958	287.052
26	0.0079958	0.0103802	201.428
27	0.0103802	0.0134748	151.038
28	0.0134748	0.0174912	151.038
29	0.0174912	0.0227039	39.5955
30	0.0227039	0.0294694	39.5955
31	0.0294694	inf	39.5955
