time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	0.392166
1	2.71271e-06	6.23343e-06	0.392166
2	6.23343e-06	1.08029e-05	107.903
3	1.08029e-05	1.67334e-05	674.619
4	1.67334e-05	2.44304e-05	1090.67
5	2.44304e-05	3.44201e-05	948.662
6	3.44201e-05	4.73853e-05	757.222
7	4.73853e-05	6.42125e-05	665.175
8	6.42125e-05	8.60519e-05	651.978
9	8.60519e-05	0.000114397	692.456
10	0.000114397	0.000151184	767.119
11	0.000151184	0.000198929	853.346
12	0.000198929	0.000260896	939.079
13	0.000260896	0.000341321	1022.26
14	0.000341321	0.000445702	1097.08
15	0.000445702	0.000581173	1152.64
16	0.000581173	0.000756998	1182.73
17	0.000756998	0.000985194	1188.15
18	0.000985194	0.00128136	1171.48
19	0.00128136	0.00166575	1130.12
20	0.00166575	0.00216463	1054.71
21	0.00216463	0.00281211	938.543
22	0.00281211	0.00365246	780.541
23	0.00365246	0.00474311	595.789
24	0.00474311	0.00615864	416.147
25	0.00615864	0.0079958	270.825
26	0.0079958	0.0103802	172.345
27	0.0103802	0.0134748	106.696
28	0.0134748	0.0174912	106.696
29	0.0174912	0.0227039	124.915
30	0.0227039	0.0294694	124.915
31	0.0294694	inf	124.915
