time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	0.6847
1	2.71271e-06	6.23343e-06	0.6847
2	6.23343e-06	1.08029e-05	187.215
3	1.08029e-05	1.67334e-05	689.09
4	1.67334e-05	2.44304e-05	800.782
5	2.44304e-05	3.44201e-05	669.425
6	3.44201e-05	4.73853e-05	548.152
7	4.73853e-05	6.42125e-05	516.817
8	6.42125e-05	8.60519e-05	564.594
9	8.60519e-05	0.000114397	653.968
10	0.000114397	0.000151184	752.599
11	0.000151184	0.000198929	843.987
12	0.000198929	0.000260896	929.578
13	0.000260896	0.000341321	1012.75
14	0.000341321	0.000445702	1091.67
15	0.000445702	0.000581173	1165.98
16	0.000581173	0.000756998	1227.63
17	0.000756998	0.000985194	1268.32
18	0.000985194	0.00128136	1288.25
19	0.00128136	0.00166575	1274.47
20	0.00166575	0.00216463	1200.49
21	0.00216463	0.00281211	1057.93
22	0.00281211	0.00365246	864.127
23	0.00365246	0.00474311	648.329
24	0.00474311	0.00615864	443.247
25	0.00615864	0.0079958	277.559
26	0.0079958	0.0103802	168.938
27	0.0103802	0.0134748	103.177
28	0.0134748	0.0174912	103.177
29	0.0174912	0.0227039	15.8348
30	0.0227039	0.0294694	15.8348
31	0.0294694	inf	15.8348
