time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.63768e-06	444.979
1	4.63768e-06	1.05405e-05	444.979
2	1.05405e-05	1.80537e-05	1107.5
3	1.80537e-05	2.76165e-05	662.402
4	2.76165e-05	3.97881e-05	531.626
5	3.97881e-05	5.52802e-05	516.859
6	5.52802e-05	7.49986e-05	572.326
7	7.49986e-05	0.000100096	649.414
8	0.000100096	0.000132041	729.681
9	0.000132041	0.0001727	814.214
10	0.0001727	0.00022445	901.737
11	0.00022445	0.000290319	987.763
12	0.000290319	0.000374157	1064.5
13	0.000374157	0.000480867	1117.25
14	0.000480867	0.000616687	1132.22
15	0.000616687	0.00078956	1110.97
16	0.00078956	0.00100959	1068.68
17	0.00100959	0.00128965	1017.39
18	0.00128965	0.00164611	958.712
19	0.00164611	0.00209982	886.724
20	0.00209982	0.0026773	791.919
21	0.0026773	0.00341231	673.227
22	0.00341231	0.00434784	543.562
23	0.00434784	0.00553859	418.045
24	0.00553859	0.00705419	308.552
25	0.00705419	0.00898324	223.613
26	0.00898324	0.0114385	165.755
27	0.0114385	0.0145637	127.591
28	0.0145637	0.0185413	127.591
29	0.0185413	0.0236041	65.1668
30	0.0236041	0.0300481	65.1668
31	0.0300481	inf	65.1668
