time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	0.392159
1	2.71271e-06	6.23343e-06	0.392159
2	6.23343e-06	1.08029e-05	135.947
3	1.08029e-05	1.67334e-05	526.394
4	1.67334e-05	2.44304e-05	686.644
5	2.44304e-05	3.44201e-05	594.536
6	3.44201e-05	4.73853e-05	521.716
7	4.73853e-05	6.42125e-05	532.775
8	6.42125e-05	8.60519e-05	590.853
9	8.60519e-05	0.000114397	666.07
10	0.000114397	0.000151184	755.897
11	0.000151184	0.000198929	845.54
12	0.000198929	0.000260896	924.236
13	0.000260896	0.000341321	998.737
14	0.000341321	0.000445702	1072.87
15	0.000445702	0.000581173	1137.69
16	0.000581173	0.000756998	1186.69
17	0.000756998	0.000985194	1217.17
18	0.000985194	0.00128136	1221.75
19	0.00128136	0.00166575	1183.83
20	0.00166575	0.00216463	1094.93
21	0.00216463	0.00281211	961.102
22	0.00281211	0.00365246	795.617
23	0.00365246	0.00474311	617.222
24	0.00474311	0.00615864	444.552
25	0.00615864	0.0079958	298.58
26	0.0079958	0.0103802	195.928
27	0.0103802	0.0134748	128.876
28	0.0134748	0.0174912	128.876
29	0.0174912	0.0227039	44.5828
30	0.0227039	0.0294694	44.5828
31	0.0294694	inf	44.5828
