time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	2.09194
1	2.71271e-06	6.23343e-06	2.09194
2	6.23343e-06	1.08029e-05	267.833
3	1.08029e-05	1.67334e-05	447.379
4	1.67334e-05	2.44304e-05	518.743
5	2.44304e-05	3.44201e-05	503.157
6	3.44201e-05	4.73853e-05	476.934
7	4.73853e-05	6.42125e-05	498.285
8	6.42125e-05	8.60519e-05	561.321
9	8.60519e-05	0.000114397	661.657
10	0.000114397	0.000151184	772.375
11	0.000151184	0.000198929	862.86
12	0.000198929	0.000260896	936.546
13	0.000260896	0.000341321	1008.41
14	0.000341321	0.000445702	1076.29
15	0.000445702	0.000581173	1132.41
16	0.000581173	0.000756998	1171.57
17	0.000756998	0.000985194	1190.08
18	0.000985194	0.00128136	1186.28
19	0.00128136	0.00166575	1149.91
20	0.00166575	0.00216463	1070.41
21	0.00216463	0.00281211	951.296
22	0.00281211	0.00365246	803.995
23	0.00365246	0.00474311	641.254
24	0.00474311	0.00615864	470.892
25	0.00615864	0.0079958	313.819
26	0.0079958	0.0103802	199.227
27	0.0103802	0.0134748	128.561
28	0.0134748	0.0174912	128.561
29	0.0174912	0.0227039	22.8734
30	0.0227039	0.0294694	22.8734
31	0.0294694	inf	22.8734
