time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	68.7794
1	2.71271e-06	6.23343e-06	68.7794
2	6.23343e-06	1.08029e-05	168.178
3	1.08029e-05	1.67334e-05	464.518
4	1.67334e-05	2.44304e-05	525.558
5	2.44304e-05	3.44201e-05	474.677
6	3.44201e-05	4.73853e-05	458.512
7	4.73853e-05	6.42125e-05	490.054
8	6.42125e-05	8.60519e-05	558.141
9	8.60519e-05	0.000114397	650.101
10	0.000114397	0.000151184	754.235
11	0.000151184	0.000198929	849.449
12	0.000198929	0.000260896	931.642
13	0.000260896	0.000341321	1009.36
14	0.000341321	0.000445702	1076.49
15	0.000445702	0.000581173	1117.52
16	0.000581173	0.000756998	1127.36
17	0.000756998	0.000985194	1114.88
18	0.000985194	0.00128136	1090.24
19	0.00128136	0.00166575	1050.73
20	0.00166575	0.00216463	981.525
21	0.00216463	0.00281211	872.772
22	0.00281211	0.00365246	727.429
23	0.00365246	0.00474311	561.304
24	0.00474311	0.00615864	396.99
25	0.00615864	0.0079958	262.721
26	0.0079958	0.0103802	175.481
27	0.0103802	0.0134748	120.15
28	0.0134748	0.0174912	120.15
29	0.0174912	0.0227039	77.8979
30	0.0227039	0.0294694	77.8979
31	0.0294694	inf	77.8979
