time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.71271e-06	676.734
1	2.71271e-06	6.23343e-06	676.734
2	6.23343e-06	1.08029e-05	4504.6
3	1.08029e-05	1.67334e-05	2495.6
4	1.67334e-05	2.44304e-05	1527.43
5	2.44304e-05	3.44201e-05	980.859
6	3.44201e-05	4.73853e-05	710.689
7	4.73853e-05	6.42125e-05	617.168
8	6.42125e-05	8.60519e-05	616.23
9	8.60519e-05	0.000114397	675.45
10	0.000114397	0.000151184	766.726
11	0.000151184	0.000198929	858.278
12	0.000198929	0.000260896	947.678
13	0.000260896	0.000341321	1048.5
14	0.000341321	0.000445702	1151.67
15	0.000445702	0.000581173	1240.57
16	0.000581173	0.000756998	1306.48
17	0.000756998	0.000985194	1346.33
18	0.000985194	0.00128136	1356.26
19	0.00128136	0.00166575	1319.38
20	0.00166575	0.00216463	1216.8
21	0.00216463	0.00281211	1048.84
22	0.00281211	0.00365246	840.756
23	0.00365246	0.00474311	626.754
24	0.00474311	0.00615864	433.13
25	0.00615864	0.0079958	279.708
26	0.0079958	0.0103802	176.498
27	0.0103802	0.0134748	107.179
28	0.0134748	0.0174912	107.179
29	0.0174912	0.0227039	80.414
30	0.0227039	0.0294694	80.414
31	0.0294694	inf	80.414
